Unnamed: 0,이미지 이름,text_rate,title_rate,part_1,part_2,part_3,part_4,part_5,part_6,part_7,part_8,part_9,part_10,part_11,part_12
748,브루클린의 멋진 주말.jpg,0.271582925122463,0.153333799860042,0,0,0,0,0,0,1,1,1,1,1,1
749,브리짓 존스의 베이비.jpg,0.232624924222742,0.0734831557980428,0,0,0,0,0,0,1,1,1,1,1,1
750,브릭 맨션- 통제불능 범죄구역.jpg,0.324845930232558,0.112403100775194,1,1,0,1,1,0,0,0,0,0,0,0
751,블라인드 사이드.jpg,0.278881998277347,0.0809233419465978,1,1,1,1,1,1,0,0,0,0,0,0
752,블랙 가스펠.jpg,0.279772235212609,0.102361652377241,0,0,0,0,0,0,1,1,1,1,1,1
753,블랙 스완.jpg,0.13841059602649,0.0600501163415071,1,1,1,0,0,0,0,0,0,0,0,0
754,블랙 아담.jpg,0.111704582070821,0.0837723860347323,1,1,1,0,1,0,0,0,0,0,0,0
755,블랙 위도우.jpg,0.223687852570069,0.0943580695549423,0,0,0,1,1,1,1,1,1,0,0,0
756,블랙 팬서- 와칸다 포에버.jpg,0.171921827938006,0.0741332791214827,0,0,0,0,0,0,1,1,1,0,0,0
757,블랙 팬서.jpg,0.161940605924428,0.0489795154102535,1,1,1,0,0,0,0,0,0,0,0,0
758,블랙라이트.jpg,0.30001019481362,0.0979362453428238,0,0,0,1,1,1,1,1,1,0,0,0
759,블랙버드.jpg,0.316976099961115,0.0790297525376981,1,1,1,0,0,0,0,0,0,0,0,0
760,블러바드.jpg,0.237874488300833,0.0800818489911277,1,1,1,0,0,0,0,0,0,0,0,0
761,블루 발렌타인.jpg,0.379469833892762,0.122179189258972,1,1,1,1,1,1,0,0,0,0,0,0
762,블루 아워.jpg,0.40672187715666,0.122705314009662,1,1,0,1,1,0,0,0,0,0,0,0
763,블루 재스민.jpg,0.22257290201594,0.0753227066729176,1,1,0,1,1,0,0,0,0,0,0,0
764,비공식작전.jpg,0.237621658810812,0.169939924765594,1,1,1,0,0,0,0,0,0,0,0,0
765,비기너스.jpg,0.387988923502942,0.110998615437868,0,0,0,1,1,1,1,1,1,0,0,0
766,비밥바룰라.jpg,0.305846320430024,0.0949595885378398,1,1,1,0,0,0,0,0,0,0,0,0
767,비상선언.jpg,0.122277779939557,0.0511366478962494,1,1,1,0,0,0,0,0,0,0,0,0
768,비스틀리.jpg,0.366059822429101,0.098449271614516,1,1,1,1,1,1,0,0,0,0,0,0
769,비와 당신의 이야기.jpg,0.134725944404847,0.0669707769066287,0,0,0,0,0,0,0,1,0,0,1,0
770,비욘드 라이브 더 무비- 엑소의 사다리 타고 세계여행3.jpg,0.114623842592593,0.0630208333333333,0,0,0,0,0,0,1,1,1,1,1,1
771,비우티풀.jpg,0.34796570537802,0.0784991772754828,1,1,1,0,1,0,0,0,0,0,0,0
772,비의도적 연애담 스페셜.jpg,0.203013298321655,0.14480217968261,0,0,0,1,1,1,1,1,1,0,0,0
773,비정규직 특수요원.jpg,0.221171867616087,0.0973623438065636,1,1,1,0,0,0,0,0,0,0,0,0
774,비지터.jpg,0.308729853362404,0.0637378845343447,0,0,0,0,1,1,0,1,1,0,0,0
775,빅 미라클.jpg,0.253336236891171,0.0576860158735596,1,1,1,0,0,0,0,0,0,0,0,0
776,빅 아이즈.jpg,0.285060533594406,0.0773931232980778,0,0,0,1,1,1,0,0,0,0,0,0
777,빅 픽처.jpg,0.239107530420922,0.0638168546027779,1,1,0,0,0,0,0,0,0,0,0,0
778,빅매치.jpg,0.315250523377529,0.134256803907886,0,0,0,0,0,0,0,0,0,1,1,1
779,빅쇼트.jpg,0.177147829364578,0.02665752419447,0,0,0,0,1,0,0,1,0,0,0,0
780,빅슬립.jpg,0.106471872106743,0.0381132870077911,1,1,1,0,0,0,0,0,0,0,0,0
781,빌리 진 킹- 세기의 대결.jpg,0.167829812910751,0.0789740777844857,1,1,1,0,0,0,0,0,0,0,0,0
782,빌리어네어 보이즈클럽.jpg,0.186753684210526,0.0685333333333333,1,1,0,0,1,0,0,0,0,0,0,0
783,빛나는 순간.jpg,0.305036462486815,0.210877757912019,0,0,0,0,0,0,0,1,1,0,1,1
784,쁘띠 마망.jpg,0.158145964912281,0.0490617543859649,0,0,0,0,0,0,0,0,0,1,1,1
785,사냥.jpg,0.278142714713004,0.143332858567156,1,1,0,1,1,0,0,0,0,0,0,0
786,사라의 열쇠.jpg,0.389001592473112,0.0837437562749326,1,1,1,0,0,0,0,0,0,0,0,0
787,사랑 후의 두 여자.jpg,0.171711076487857,0.0370438639551872,0,0,0,1,1,1,1,1,1,0,0,0
788,사랑은 언제나 진행중.jpg,0.380565302144249,0.162909799751905,1,1,0,1,1,0,0,0,0,0,0,0
789,사랑을 카피하다.jpg,0.383453934345279,0.132768949038645,0,0,0,0,0,0,1,1,1,1,1,1
790,사랑이 무서워.jpg,0.318719094973735,0.123696914168108,1,1,1,1,1,1,0,0,0,0,0,0
791,사랑이 이끄는 대로.jpg,0.246403233866067,0.123471170646476,1,1,1,1,1,1,0,0,0,0,0,0
792,사랑하고 사랑받고 차고 차이고.jpg,0.222079004329005,0.147659632034632,1,1,0,1,1,0,0,0,0,0,0,0
793,사랑하는 당신에게.jpg,0.13938764742396,0.0537895716945996,1,1,1,0,0,0,0,0,0,0,0,0
794,"사랑해, 매기.jpg",0.317193266350173,0.135585542853911,1,1,1,1,1,1,0,0,0,0,0,0
795,사막에서 연어낚시.jpg,0.385670887461684,0.0864276200554664,0,1,1,0,1,1,0,0,0,0,0,0
796,사요나라 이츠카.jpg,0.255265392781316,0.0902335456475584,0,0,0,0,1,1,0,0,0,0,0,0
797,사우스포.jpg,0.283173126614987,0.064609819121447,1,1,1,0,1,1,0,0,0,0,0,0
798,사울의 아들.jpg,0.158892307692308,0.045839627039627,1,1,1,0,0,0,0,0,0,0,0,0
799,사일런스.jpg,0.223948861864671,0.0933333333333333,0,0,0,0,0,0,0,0,0,1,1,1
800,사채소년.jpg,0.424804210526316,0.165347368421053,1,1,1,1,1,1,0,0,0,0,0,0
801,산상수훈.jpg,0.268666571389202,0.100963378108619,1,1,1,1,1,1,0,0,0,0,0,0
802,산이 울다.jpg,0.269680895731281,0.126488453463961,0,1,1,0,1,1,0,0,0,0,0,0
803,살수.jpg,0.572574102964119,0.556380655226209,1,1,1,1,1,1,1,1,1,1,1,1
804,살아남은 아이.jpg,0.443556109639196,0.40619050274665,0,0,0,0,0,0,1,1,1,1,1,1
805,살인마 잭의 집.jpg,0.0774934077865674,0.0441259500542888,1,1,1,0,0,0,0,0,0,0,0,0
806,삼진그룹 영어토익반.jpg,0.226315484084881,0.14395101127321,1,1,1,0,0,0,0,0,0,0,0,0
807,삼총사 3D.jpg,0.193044080713605,0.0231696544557028,0,0,0,0,1,0,0,0,0,0,0,0
808,상견니.jpg,0.0929357990230286,0.0468555478018144,0,0,1,0,0,1,0,0,0,0,0,0
809,상류사회.jpg,0.184604618614416,0.0835024492652204,0,1,1,0,0,0,0,0,0,0,0,0
810,상실의 시대.jpg,0.197951739618406,0.11212822671156,1,1,1,1,1,0,0,0,0,0,0,0
811,상하이.jpg,0.29952733686067,0.0834708994708995,1,1,1,0,0,0,0,0,0,0,0,0
812,샌 안드레아스.jpg,0.256703573931325,0.0809495444989488,1,1,1,0,0,0,0,0,0,0,0,0
813,생일.jpg,0.264495606763926,0.0971899867374005,1,1,1,0,1,1,0,0,0,0,0,0
814,샤넬과 스트라빈스키.jpg,0.284026385676347,0.0776398526514178,1,1,1,0,0,0,0,0,0,0,0,0
815,샤오린 - 최후의 결전.jpg,0.189278360481415,0.0879578519986466,1,1,1,0,0,0,0,0,0,0,0,0
816,샤잠! 신들의 분노.jpg,0.0742792302684591,0.0546785728918652,0,0,0,1,1,1,1,1,0,0,0,0
817,샤잠!.jpg,0.139483617918547,0.0844754834016535,0,0,0,0,0,0,1,1,0,1,1,0
818,샷건 웨딩.jpg,0.171476859074363,0.0795371814872595,1,1,1,0,0,0,0,0,0,0,0,0
819,샹치와 텐 링즈의 전설.jpg,0.15790164472335,0.0520034310394944,0,1,1,0,1,0,0,0,0,0,0,0
820,서복.jpg,0.163448275862069,0.0767713859416446,1,1,1,0,1,0,0,0,0,0,0,0
821,서약.jpg,0.212031746031746,0.0833650793650794,1,1,1,1,1,1,0,0,0,0,0,0
822,서울의 봄.jpg,0.255259886975425,0.201157886665133,0,0,0,1,1,1,1,1,1,0,0,0
823,서유기 리턴즈.jpg,0.251922564093133,0.220578769264722,1,1,1,1,1,1,0,0,0,0,0,0
824,서치.jpg,0.275501233859005,0.0643206256109482,0,1,1,0,1,1,0,0,0,0,0,0
825,서프러제트.jpg,0.242459690563956,0.0448393891521854,1,1,1,0,0,0,0,0,0,0,0,0
826,선 오브 갓.jpg,0.334916905701899,0.106950302585733,1,1,1,1,1,1,0,0,0,0,0,0
827,설리- 허드슨강의 기적.jpg,0.268842827728209,0.0802155113246397,1,1,1,0,0,0,0,0,0,0,0,0
828,성실한 나라의 앨리스.jpg,0.211371428571428,0.0864314285714286,1,1,1,0,0,0,0,0,0,0,0,0
829,성적표의 김민영.jpg,0.150785764131193,0.0866182833217027,0,0,0,0,0,0,0,0,0,1,1,1
830,세 얼간이.jpg,0.312397150080441,0.116157205240175,1,1,1,1,1,1,0,0,0,0,0,0
831,세기말의 사랑.jpg,0.163544920475713,0.0868878062759708,0,0,0,0,0,0,0,0,0,1,1,1
832,세기의 매치.jpg,0.289211062631267,0.0502759429637139,1,1,1,0,0,0,0,0,0,0,0,0
833,"세라비, 이것이 인생!.jpg",0.187163331782224,0.0690553745928339,0,0,0,0,0,0,1,1,1,0,0,0
834,세상에서 가장 아름다운 이별.jpg,0.28347814843548,0.112273079906905,0,0,0,0,0,0,0,0,0,1,1,1
835,세상에서 고양이가 사라진다면.jpg,0.131555090655509,0.051207810320781,0,1,0,0,0,0,0,0,0,0,0,0
836,세상을 바꾼 변호인.jpg,0.19666899930021,0.0770888733379986,1,1,1,0,0,0,0,0,0,0,0,0
837,세상의 끝까지 21일.jpg,0.404621962544498,0.185415054429139,0,0,0,0,0,0,1,1,1,1,1,1
838,세상의 모든 계절.jpg,0.264181753638623,0.0798722044728435,1,1,1,1,1,1,0,0,0,0,0,0
839,세션 - 이 남자가 사랑하는 법.jpg,0.285032503567464,0.0674528301886792,0,0,0,0,1,1,0,0,0,0,0,0
840,세이레.jpg,0.137688421052632,0.049941052631579,0,1,1,0,0,0,0,0,0,0,0,0
841,세이빙 미스터 뱅크스.jpg,0.288779684520714,0.0826555728895823,1,1,1,1,1,1,0,0,0,0,0,0
842,세이프 하우스.jpg,0.357736956288558,0.0814147656301361,1,1,1,0,0,0,0,0,0,0,0,0
843,세인트 빈센트.jpg,0.315813221620877,0.093732109767041,0,0,0,0,0,0,1,1,1,1,1,1
844,세자매.jpg,0.151771684169584,0.0965840140023337,1,1,0,1,1,0,0,0,0,0,0,0
845,섹스 앤 더 시티 2.jpg,0.252943388756928,0.124279493269992,0,0,0,0,0,1,1,1,1,0,0,0
846,센츄리온.jpg,0.252505307855626,0.0946019108280255,1,1,1,0,0,0,0,0,0,0,0,0
847,셀마.jpg,0.294789432789433,0.07238445998446,0,0,0,1,1,1,1,1,1,0,0,0
848,셔터 아일랜드.jpg,0.238013092710545,0.0556493276716207,1,1,1,0,0,0,0,0,0,0,0,0
849,셜록홈즈 - 그림자 게임.jpg,0.220559369438088,0.0850707687092127,1,1,1,0,0,0,0,0,0,0,0,0
850,셰임.jpg,0.197661637931035,0.0649970988063661,0,0,0,1,1,1,0,0,0,0,0,0
851,소년들.jpg,0.151453953953954,0.0317245817245817,0,1,0,0,0,0,0,0,0,0,0,0
852,소라닌.jpg,0.21706984373651,0.0709090909090909,0,0,0,1,1,1,0,0,0,0,0,0
853,소설가의 영화.jpg,0.113999298245614,0.0542350877192983,1,1,1,0,0,0,0,0,0,0,0,0
854,소셜 네트워크.jpg,0.359653596943014,0.0147221299219139,0,1,0,0,1,0,0,0,0,0,0,0
855,소수의견.jpg,0.203125714285714,0.0697728571428571,0,0,0,0,1,0,0,1,0,0,0,0
856,소스 코드.jpg,0.226599845797995,0.101156515034695,0,0,0,1,1,1,0,0,0,0,0,0
857,소와 함께 여행하는 법.jpg,0.33962905182874,0.178647945917837,1,1,0,1,1,0,0,0,0,0,0,0
858,소울메이트.jpg,0.127819230769231,0.0510541958041958,1,1,1,0,0,0,0,0,0,0,0,0
859,소원.jpg,0.418540633286537,0.154821712681329,0,1,1,0,1,1,0,0,0,0,0,0
860,소풍.jpg,0.105168850298611,0.0586399245313974,0,0,0,0,0,0,0,1,0,0,1,0
861,솔로몬 케인.jpg,0.227653927813164,0.0769603680113234,1,1,1,1,1,1,0,0,0,0,0,0
862,송 원.jpg,0.249551800146951,0.0845933717467806,1,1,1,1,1,1,0,0,0,0,0,0
863,송 투 송.jpg,0.240710397766922,0.137993021632938,0,0,0,1,1,1,1,1,1,0,0,0
864,송 포 유.jpg,0.518527078284409,0.144854778221816,0,0,0,0,0,0,1,1,1,0,0,0
865,쇼를 사랑한 남자.jpg,0.375362168695502,0.175603038936372,1,1,1,1,1,1,0,0,0,0,0,0
866,수상한 고객들.jpg,0.294654888715684,0.161946826015415,0,0,0,0,0,0,1,1,0,1,1,0
867,수상한 그녀.jpg,0.308942836393817,0.129753325831757,1,1,1,1,1,1,0,0,0,0,0,0
868,수상한 이웃.jpg,0.219783910196446,0.0427942001870907,1,1,1,0,1,0,0,0,0,0,0,0
869,수어사이드 스쿼드.jpg,0.300610090922054,0.149693741031421,0,0,0,0,0,0,0,0,0,1,1,1
870,수영장으로 간 남자들.jpg,0.457414275717285,0.230975507347796,0,0,0,0,0,0,1,1,1,1,1,1
871,순정.jpg,0.157820668220668,0.0945299145299145,0,0,0,1,1,0,1,1,0,0,0,0
872,슈퍼 베어.jpg,0.181487701494173,0.0777986633249791,1,1,1,0,0,0,0,0,0,0,0,0
873,슈퍼처방전.jpg,0.422565147843207,0.110792794817062,0,0,0,1,1,1,1,1,1,0,0,0
874,스노우 화이트 앤 더 헌츠맨.jpg,0.215304011735232,0.128549413238397,1,1,1,1,1,0,0,0,0,0,0,0
875,스니치.jpg,0.301367073880163,0.0961818886949777,1,1,1,0,0,0,0,0,0,0,0,0
876,스물.jpg,0.547034521416288,0.0760002283665907,1,1,1,0,0,0,0,0,0,0,0,0
877,스윙키즈.jpg,0.369714385719286,0.0992583129156458,1,1,1,0,0,0,0,0,0,0,0,0
878,스즈미야 하루히의 소실.jpg,0.325032450362963,0.143292389788952,0,0,0,0,0,0,1,1,1,1,1,1
879,스카이 라인.jpg,0.205196679898953,0.061060988812703,1,1,1,0,0,0,0,0,0,0,0,0
880,스카이스크래퍼.jpg,0.307337081872209,0.0763876759506823,0,0,0,0,0,0,0,0,0,1,1,1
881,스킵트레이스- 합동수사.jpg,0.263218245614035,0.219642807017544,1,1,1,1,1,1,0,0,0,0,0,0
882,스타 이즈 본.jpg,0.358291463085812,0.125478548339546,0,0,0,0,0,1,1,1,1,1,1,0
883,스타워즈- 깨어난 포스.jpg,0.289999518513169,0.0719582069430401,0,1,1,0,1,0,0,0,0,0,0,0
884,스타워즈- 라스트 제다이.jpg,0.154320809325865,0.0559398533783434,0,1,0,0,1,0,0,0,0,0,0,0
885,스타워즈- 라이즈 오브 스카이워커.jpg,0.0922917524872361,0.0324907313784968,0,1,0,0,0,0,0,0,0,0,0,0
886,스타트렉 다크니스.jpg,0.194580534022394,0.0602695951765719,1,1,1,1,1,1,0,0,0,0,0,0
887,스타트렉 비욘드.jpg,0.179522365063316,0.0593191776204921,1,1,1,0,0,0,0,0,0,0,0,0
888,스탠리의 도시락.jpg,0.384756486509784,0.150046547711404,0,0,0,0,0,0,1,1,1,1,1,1
889,"스탠바이, 웬디.jpg",0.0870080139399996,0.0313335249637629,0,0,0,0,0,0,1,1,1,0,0,0
890,스턱 인 러브.jpg,0.307719162141195,0.0956658908714766,0,0,0,1,1,1,0,0,0,0,0,0
891,스테이션 7.jpg,0.121661090443992,0.0289852166036626,1,1,1,0,0,0,0,0,0,0,0,0
892,스텔라.jpg,0.216374493295915,0.0742148425319613,1,1,1,0,0,0,0,0,0,0,0,0
893,스텝 업 3D.jpg,0.358386411889597,0.21758669497523,1,1,1,1,1,1,0,0,0,0,0,0
894,스텝 업- 올 인.jpg,0.373367659691097,0.17829985928533,1,1,1,1,1,1,0,0,0,0,0,0
895,스톤.jpg,0.370127305793713,0.0928431627262493,1,1,1,1,1,1,0,0,0,0,0,0
896,스트레스를 부르는 그 이름 직장상사.jpg,0.311194168997372,0.0701635731841682,1,1,1,0,0,0,0,0,0,0,0,0
897,스트레이트 아웃 오브 컴턴.jpg,0.279401809286216,0.235363691096125,0,0,0,0,1,0,1,1,1,1,1,1
898,스트리트 댄스 2- 라틴배틀.jpg,0.420523809523809,0.153,0,0,0,0,0,0,1,1,1,1,1,1
899,스트리트댄스.jpg,0.227807903597377,0.101584263689527,0,0,0,1,1,1,0,0,0,0,0,0
900,스티브 잡스.jpg,0.153689285087389,0.0301543418841997,0,0,0,1,1,1,0,1,0,0,0,0
901,스틸 앨리스.jpg,0.257643752702118,0.0511180285343709,0,0,0,0,1,1,0,0,0,0,0,0
902,스파이 게임.jpg,0.254405816156851,0.0762349665493639,0,0,0,1,1,1,1,1,1,0,0,0
903,스파이 코드명 포춘.jpg,0.188144249512671,0.0657222222222222,1,1,1,0,0,0,0,0,0,0,0,0
904,스파이.jpg,0.251051185358697,0.0725636438518366,0,0,0,0,0,0,0,1,0,1,1,1
905,스파이더맨- 노 웨이 홈 '펀버전'.jpg,0.0856660535664794,0.0725641865504296,1,1,1,0,0,0,0,0,0,0,0,0
906,스파이더맨- 노 웨이 홈.jpg,0.0932061381805868,0.0696785381169454,1,1,1,0,0,0,0,0,0,0,0,0
907,스파이더맨- 파 프롬 홈.jpg,0.14588200690538,0.0520755692370769,1,1,1,0,0,0,0,0,0,0,0,0
908,스파이더맨- 홈 커밍.jpg,0.0709476451760402,0.0585333790580704,1,1,1,0,0,0,0,0,0,0,0,0
909,스파이의 아내.jpg,0.121223233030091,0.0539818054583625,1,1,1,0,0,0,0,0,0,0,0,0
910,스펜서.jpg,0.172846736596737,0.0376893939393939,1,1,1,0,0,0,0,0,0,0,0,0
911,스포트라이트.jpg,0.257567265979588,0.0484064294490835,0,0,0,0,0,0,0,0,0,1,1,1
912,스푹스-MI5.jpg,0.198965864158536,0.0873116144752279,0,0,0,0,0,0,1,1,1,0,0,0
913,스프린터.jpg,0.623624475524475,0.305538461538462,1,1,1,1,1,1,0,0,0,0,0,0
914,스플릿.jpg,0.236320900774103,0.0999183673469388,0,0,0,0,0,0,1,1,1,0,0,0
915,슬로우 비디오.jpg,0.202522412796833,0.072929216737195,1,1,1,0,0,0,0,0,0,0,0,0
916,슬립리스- 크리미널 나이트.jpg,0.384993784530387,0.0491450276243094,0,0,0,1,1,1,1,1,0,0,0,0
917,슬픔의 삼각형.jpg,0.3012,0.16061048951049,0,0,0,0,0,0,0,0,0,1,1,1
918,시.jpg,0.261648973814579,0.122611464968153,1,0,0,1,1,0,0,0,0,0,0,0
919,시동.jpg,0.552784996386981,0.116016793729047,0,0,0,1,1,0,1,1,1,0,0,0
920,시민덕희.jpg,0.242113828577991,0.1283875256697,0,1,1,0,1,1,0,0,0,0,0,0
921,시선.jpg,0.415651735722282,0.243221388577828,1,1,1,1,1,1,0,0,0,0,0,0
922,시스터.jpg,0.250019071837254,0.0770120788302607,0,0,0,0,0,0,0,0,0,0,1,1
923,시인의 사랑.jpg,0.138169258495131,0.0938259245078277,0,0,0,0,0,0,1,1,0,1,1,0
924,시작은 키스!.jpg,0.276529917359412,0.112957319952053,0,0,0,0,0,0,0,1,1,0,1,1
925,시카리오- 데이 오브 솔다도.jpg,0.26016701754386,0.0935733333333333,1,1,1,1,1,1,0,0,0,0,0,0
926,시크릿 가든.jpg,0.146448487201117,0.0526176310308532,1,1,0,0,0,0,0,0,0,0,0,0
927,시크릿 슈퍼스타.jpg,0.17624,0.0675473684210526,1,1,1,0,0,0,0,0,0,0,0,0
928,식객2 - 김치전쟁.jpg,0.22767708885356,0.201462639109698,0,0,0,1,1,1,1,1,1,0,0,0
929,신과 인간.jpg,0.21403192950874,0.0788289355251315,0,0,0,0,1,1,0,1,1,0,0,0
930,신들의 전쟁.jpg,0.360284278037788,0.12538741549662,1,1,1,1,1,1,0,0,0,0,0,0
931,신서유기 - 몽키킹의 부활.jpg,0.321147649734648,0.138766769252515,1,1,1,1,1,1,0,0,0,0,0,0
932,신은 죽지 않았다 2.jpg,0.418619541849659,0.190157372234724,0,0,0,0,0,0,1,1,1,1,1,1
933,신은 죽지 않았다 3- 어둠 속의 빛.jpg,0.214781550228664,0.083426514754684,1,1,1,0,0,0,0,0,0,0,0,0
934,신은 죽지 않았다.jpg,0.43805760483782,0.319656401871281,0,0,0,0,0,0,1,1,1,1,1,1
935,신이 보낸 사람.jpg,0.362335970218706,0.158389948813402,1,1,1,1,1,1,0,0,0,0,0,0
936,심야식당 2.jpg,0.214881783221763,0.0969099843327161,0,1,1,1,1,1,0,0,0,0,0,0
937,심야식당.jpg,0.218299104791996,0.076497655407608,1,1,1,1,1,1,0,0,0,0,0,0
938,심장이 뛴다.jpg,0.478420694593627,0.282199069101325,0,0,0,1,1,1,1,1,1,0,0,0
939,심플 라이프.jpg,0.341142391902032,0.154206501827329,0,0,0,0,0,0,1,1,1,1,1,1
940,십개월의 미래.jpg,0.218678321678322,0.0966807692307692,0,0,0,0,0,0,1,1,1,1,1,1
941,십계- 구원의 길.jpg,0.222753356890459,0.0872254416961131,1,1,1,0,1,0,0,0,0,0,0,0
942,싱 스트리트.jpg,0.201107216603258,0.0608363121416852,0,0,0,1,1,0,1,1,0,0,0,0
943,싱글라이더.jpg,0.0928733488733489,0.0390013986013986,0,0,0,0,1,1,0,0,1,0,0,0
944,싱글맨.jpg,0.174345869802667,0.0644085376630074,1,1,1,0,1,0,0,0,0,0,0,0
945,싱크홀.jpg,0.186794332958293,0.10836634052437,1,1,1,0,0,0,0,0,0,0,0,0
946,써니 감독판.jpg,0.280776314657027,0.154882520010328,1,1,1,1,1,1,0,0,0,0,0,0
947,써니.jpg,0.285315431620621,0.159421636973922,1,1,1,1,1,1,0,0,0,0,0,0
948,써드 퍼슨 - 감독판.jpg,0.220125843831853,0.0584395295648232,0,1,1,0,1,1,0,0,0,0,0,0
949,써커 펀치.jpg,0.496276093201964,0.285495431224726,0,0,0,0,0,0,1,1,1,1,1,1
950,썬더버드.jpg,0.202486703988803,0.06162911126662,1,1,1,0,0,0,0,0,0,0,0,0
951,쓰리 빌보드.jpg,0.217280251492006,0.0521094446973073,0,0,1,0,1,1,0,0,0,0,0,0
952,쓰리 세컨즈.jpg,0.330761241064976,0.063267575014118,0,0,0,1,1,1,1,1,1,0,0,0
953,쓰리 썸머 나잇.jpg,0.284504084014003,0.152835472578763,1,1,1,1,1,1,0,0,0,0,0,0
954,쓰리- 아직 끝나지 않았다.jpg,0.181268425616252,0.0549675874313556,0,0,0,1,1,1,0,0,0,0,0,0
955,쓰리데이즈 투 킬.jpg,0.293697894736842,0.0819194736842105,1,1,1,1,1,1,0,0,0,0,0,0
956,씨민과 나데르의 별거.jpg,0.256851679586563,0.0608547803617571,0,0,0,0,0,0,1,1,1,0,0,0
957,씬 시티- 다크히어로의 부활.jpg,0.358009043927649,0.17821511627907,1,1,1,1,1,1,0,0,0,0,0,0
958,아가일.jpg,0.121639677195233,0.044292127625461,0,0,0,1,1,1,0,1,0,0,0,0
959,아네모네.jpg,0.493274317704689,0.189484954513646,1,1,0,1,1,0,1,1,0,1,0,0
960,아네트.jpg,0.0957279860505667,0.0413121185701831,1,1,1,0,0,0,0,0,0,0,0,0
961,아뉴스 데이.jpg,0.208192253849743,0.0507018198786748,1,1,1,0,0,0,0,0,0,0,0,0
962,아더 우먼.jpg,0.242232676126617,0.076501573012967,1,1,0,1,1,0,0,0,0,0,0,0
963,아들의 이름으로.jpg,0.512076424802048,0.0647340458271183,1,1,1,0,0,0,0,0,0,0,0,0
964,아마겟돈 타임.jpg,0.146835045885952,0.0284752063224885,0,0,0,1,1,1,0,0,0,0,0,0
965,아마데우스 감독판.jpg,0.364159841151651,0.116785802928766,0,0,0,1,1,1,0,0,0,0,0,0
966,아메리칸 셰프.jpg,0.47715844402277,0.133576302729529,0,0,0,1,1,1,1,1,1,0,0,0
967,아메리칸 스나이퍼.jpg,0.21478565634295,0.0442259292385132,0,0,0,0,0,0,1,1,1,0,0,0
968,아메리칸 울트라.jpg,0.349759072135173,0.110349959364277,1,1,1,1,1,1,0,0,0,0,0,0
969,아메리칸 파이- 19금 동창회.jpg,0.290651377607899,0.129144768275203,0,0,0,1,1,1,1,1,1,0,0,0
970,아무도 머물지 않았다.jpg,0.303851437451438,0.103990675990676,1,1,1,1,1,1,0,0,0,0,0,0
971,아무도 없는 곳.jpg,0.100242735042735,0.0432167832167832,1,1,1,0,0,0,0,0,0,0,0,0
972,아무르.jpg,0.463257308991097,0.109378442313596,1,1,0,1,1,0,0,0,0,0,0,0
973,아바타- 물의 길.jpg,0.147062841164627,0.0459086993970715,1,1,1,0,0,0,0,0,0,0,0,0
974,아부의 왕.jpg,0.365573734729494,0.113597294938918,1,1,1,0,0,0,0,0,0,0,0,0
975,아빠는 딸.jpg,0.337247700663594,0.198395942124888,0,0,0,1,1,1,0,0,0,0,0,0
976,아빠를 빌려드립니다.jpg,0.392683770951577,0.194860568862989,1,1,1,1,1,1,0,0,0,0,0,0
977,아사코.jpg,0.190762050991239,0.0235839383126205,0,1,0,0,0,0,0,0,0,0,0,0
978,아우토반.jpg,0.283471905332766,0.211686453459144,0,1,1,0,1,1,0,0,0,0,0,0
979,아워 이디엇 브라더.jpg,0.373491315241857,0.0878009937571665,0,0,0,1,1,1,0,0,0,0,0,0
980,아이 엠 넘버 포.jpg,0.25535810167143,0.0663029358274877,0,0,0,0,0,0,1,1,0,0,0,0
981,아이 엠 러브.jpg,0.353907684356342,0.19710630932742,1,1,1,1,1,1,0,0,0,0,0,0
982,아이 엠 마더.jpg,0.236807008087189,0.086582832647932,0,0,0,1,1,1,1,1,1,0,0,0
983,아이 엠 어 히어로.jpg,0.419158678455095,0.0526579804560261,1,1,1,0,0,0,0,0,0,0,0,0
984,아이 엠 우먼.jpg,0.110294405342613,0.0447608250659828,1,1,1,0,0,0,0,0,0,0,0,0
985,아이 캔 스피크.jpg,0.34032824933687,0.214663461538462,0,0,0,1,1,1,1,1,1,0,0,0
986,아이 캔 온리 이매진.jpg,0.221407012154041,0.0672885169914032,0,1,1,0,1,0,0,0,0,0,0,0
987,아이 필 프리티.jpg,0.914814443684089,0.526320828829741,1,1,1,1,1,1,1,1,1,0,0,0
988,아이.jpg,0.181434999113347,0.102218528689117,0,0,0,0,0,0,0,0,0,1,1,1
989,아이들은 즐겁다.jpg,0.19532428638278,0.0859185774450164,0,0,0,0,0,0,1,1,1,1,1,1
990,아이언맨 3.jpg,0.173712674543502,0.0420972073039742,1,1,1,0,0,0,0,0,0,0,0,0
991,아일라.jpg,0.0982754146678131,0.0467669892694142,1,1,0,0,1,0,0,0,0,0,0,0
992,아저씨.jpg,0.499578238525607,0.396058833953571,1,1,1,1,1,1,0,0,0,0,0,0
993,아직 끝나지 않았다.jpg,0.238423299187379,0.0638026093969334,1,0,0,0,0,0,0,0,0,0,0,0
994,아쿠아맨.jpg,0.138958929291142,0.0859162267637894,1,1,1,0,0,0,0,0,0,0,0,0
995,아쿠아맨과 로스트 킹덤.jpg,0.0808086288423004,0.0147315646531329,0,1,0,0,0,0,0,0,0,0,0,0
