Unnamed: 0,이미지 이름,text_rate,title_rate,part_1,part_2,part_3,part_4,part_5,part_6,part_7,part_8,part_9,part_10,part_11,part_12
245,내게 남은 사랑을.jpg,0.20261392458443,0.0782145675789347,1,1,1,0,0,0,0,0,0,0,0,0
246,내겐 너무 소중한 너.jpg,0.145366697848456,0.0904708450265045,1,1,1,1,1,1,0,0,0,0,0,0
247,내일을 위한 시간.jpg,0.299945380063724,0.139959448835189,0,1,1,0,1,1,0,0,0,0,0,0
248,너는 내 아들.jpg,0.195286262711542,0.0404861094291181,1,1,1,0,0,0,0,0,0,0,0,0
249,너는 여기에 없었다.jpg,0.141283974054738,0.0583451985445341,0,1,0,0,1,0,0,0,0,0,0,0
250,너를 만난 여름.jpg,0.194135808931722,0.157564324886122,0,1,1,0,1,1,0,0,0,0,0,0
251,너와 100번째 사랑.jpg,0.137235170969993,0.0734082344731333,0,0,0,0,0,0,0,0,0,1,1,1
252,너와 나.jpg,0.101497671958954,0.0389135285804188,0,0,0,0,0,0,1,1,1,1,1,1
253,너의 눈을 들여다보면.jpg,0.0946210448859456,0.0443855776306108,0,0,0,0,0,0,0,0,0,0,1,0
254,너의 췌장을 먹고 싶어.jpg,0.0606159358528278,0.0236830700086122,0,0,0,0,0,0,0,1,0,0,1,0
255,네버엔딩 스토리.jpg,0.383402130353349,0.206771013173452,0,1,1,0,1,1,0,0,0,0,0,0
256,네이든.jpg,0.242409182565534,0.0524476500697999,1,1,0,0,0,0,0,0,0,0,0,0
257,넥스트 골 윈즈.jpg,0.185125702934994,0.0516729440183121,0,0,0,0,0,0,0,0,0,1,1,1
258,노 베어스.jpg,0.255930020993702,0.112328201539538,1,1,1,0,0,0,0,0,0,0,0,0
259,노다메 칸타빌레 Vol.1.jpg,0.253389950460014,0.110233545647558,0,0,0,1,1,1,1,1,1,0,0,0
260,노다메 칸타빌레 최종악장.jpg,0.297346253229974,0.128906976744186,1,1,1,1,1,1,0,0,0,0,0,0
261,노리개.jpg,0.354653142289687,0.15827824566017,0,1,1,0,1,1,0,0,0,0,0,0
262,노매드랜드.jpg,0.327938897537819,0.129858781695654,0,0,0,0,0,0,1,1,1,0,0,0
263,노바디.jpg,0.180691818103114,0.0805426856684847,1,1,1,0,0,0,0,0,0,0,0,0
264,노벰버 맨.jpg,0.382542175683537,0.0869022687609075,1,1,1,1,1,1,0,0,0,0,0,0
265,노브레싱.jpg,0.504849375459221,0.444546192814881,0,0,0,0,0,0,1,1,1,1,1,1
266,노스맨.jpg,0.103943139558594,0.0261867232854426,0,1,0,0,0,0,0,0,0,0,0,0
267,노예 12년.jpg,0.15557961773222,0.0576806022317223,0,0,0,0,1,1,0,1,1,0,0,0
268,노웨어 스페셜.jpg,0.116169520723466,0.0386272988888226,0,0,0,0,0,0,0,1,0,1,1,1
269,녹야.jpg,0.345561368649883,0.160287683771688,0,0,0,0,0,0,0,1,1,0,1,1
270,녹터널 애니멀스.jpg,0.208486296045538,0.0414353419092756,1,1,1,0,0,0,0,0,0,0,0,0
271,논스톱.jpg,0.300784366852823,0.0701197245945154,1,1,1,0,0,0,0,0,0,0,0,0
272,누구나 아는 비밀.jpg,0.181381750465549,0.0431679081315953,1,1,1,1,1,1,0,0,0,0,0,0
273,누구의 딸도 아닌 해원.jpg,0.242347280334728,0.220891213389121,0,0,0,0,0,0,1,1,1,1,1,1
274,눈길.jpg,0.159407277816655,0.121564030790763,0,0,0,0,0,0,0,0,1,0,0,1
275,뉴 뮤턴트.jpg,0.914372843133905,0.68970256603,1,1,1,1,1,1,1,1,1,1,1,1
276,뉴 스텝업- 어반댄스.jpg,0.394600075086874,0.17016344491592,1,1,1,1,1,1,0,0,0,0,0,0
277,늑대사냥.jpg,0.251775183535925,0.197718572800479,0,0,0,1,1,1,1,1,1,0,0,0
278,니 부모 얼굴이 보고 싶다.jpg,0.288627680311891,0.052962962962963,0,1,1,0,0,0,0,0,0,0,0,0
279,니드 포 스피드.jpg,0.541632970451011,0.28893468118196,1,1,1,1,1,1,0,0,0,0,0,0
280,닌자터틀 - 어둠의 히어로.jpg,0.277550791244576,0.148693557485877,1,1,1,0,1,1,0,0,0,0,0,0
281,닌자터틀.jpg,0.223896613638938,0.0821634628296653,1,1,1,0,0,0,0,0,0,0,0,0
282,님포매니악 볼륨1.jpg,0.194160407493741,0.041656738323405,1,1,1,0,0,0,0,0,0,0,0,0
283,님포매니악 볼륨2.jpg,0.167763101096435,0.044030044030044,0,0,0,0,0,0,1,1,1,0,1,1
284,다 잘된 거야.jpg,0.142847241867044,0.0377652050919378,0,1,1,0,0,0,0,0,0,0,0,0
285,다가오는 것들.jpg,0.164905181747873,0.1030781129157,0,0,0,0,0,0,0,0,0,1,1,1
286,다른나라에서.jpg,0.172595536959554,0.0997949790794979,0,0,0,1,1,1,0,0,0,0,0,0
287,다만 악에서 구하소서 파이널컷.jpg,0.280772960875332,0.210116876657825,1,1,1,0,0,0,0,0,0,0,0,0
288,"다시, 뜨겁게 사랑하라!.jpg",0.230068837209302,0.0922294573643411,0,0,0,1,1,1,0,0,0,0,0,0
289,"다시, 봄.jpg",0.145887121653889,0.0600132319714389,0,0,0,1,1,1,0,1,0,0,0,0
290,다운사이징.jpg,0.386387653964331,0.113320600681571,1,1,1,1,1,1,0,0,0,0,0,0
291,다음 소희.jpg,0.120833980833981,0.0394250194250194,1,1,1,0,0,0,0,0,0,0,0,0
292,다이노소어 어드벤처 3D.jpg,0.249185551365962,0.123055593451699,0,0,0,0,0,0,1,1,1,1,1,1
293,다이버전트 시리즈- 얼리전트.jpg,0.311867035088136,0.11703946700068,1,1,1,1,1,1,0,0,0,0,0,0
294,다이애나.jpg,0.340448580735226,0.0740117884287265,1,1,1,1,1,1,0,0,0,0,0,0
295,다이하드- 굿 데이 투 다이.jpg,0.35806610539445,0.0833551605862177,1,1,1,0,1,0,0,0,0,0,0,0
296,다크 나이트 라이즈.jpg,0.159275362318841,0.0520213577421815,1,1,1,0,0,0,0,0,0,0,0,0
297,다크 섀도우.jpg,0.270341457222645,0.133853769992384,1,1,1,1,1,1,0,0,0,0,0,0
298,다크 워터스.jpg,0.18333892382949,0.0467365478686233,1,1,1,0,0,0,0,0,0,0,0,0
299,다크 플레이스.jpg,0.363071629213483,0.11815941011236,1,1,1,1,1,1,0,0,0,0,0,0
300,다크타워- 희망의 탑.jpg,0.198445329640665,0.0629723370248152,1,1,1,0,0,0,0,0,0,0,0,0
301,다키스트 아워.jpg,0.150833665302252,0.0861078359815096,1,1,1,1,1,1,0,0,0,0,0,0
302,닥터 스트레인지- 대혼돈의 멀티버스.jpg,0.181890388631204,0.0612522580840747,1,1,1,0,0,0,0,0,0,0,0,0
303,닥터 스트레인지.jpg,0.15702719665272,0.0617405857740586,1,1,1,0,0,0,0,0,0,0,0,0
304,단순한 열정.jpg,0.209885714285714,0.0619024390243902,1,1,1,0,0,0,0,0,0,0,0,0
305,단지 세상의 끝.jpg,0.150941051136364,0.0622363964160839,0,0,0,0,0,1,0,0,1,0,0,0
306,달라스 바이어스 클럽.jpg,0.247052105263158,0.0971115789473684,0,0,0,0,1,1,0,1,1,0,0,0
307,달링.jpg,0.188876227568509,0.0338495942135983,0,1,0,0,0,0,0,0,0,0,0,0
308,달빛 길어올리기.jpg,0.136331468531469,0.0592874125874126,0,0,0,1,1,1,1,1,1,0,0,0
309,달짝지근해- 7510.jpg,0.817616535994298,0.667392017106201,0,0,0,1,1,1,1,1,1,1,1,1
310,담보.jpg,0.186776906628653,0.0484411974340699,1,1,0,0,0,0,0,0,0,0,0,0
311,당갈.jpg,0.580695721353524,0.119170717316274,1,1,1,1,1,1,0,0,0,0,0,0
312,당신의 부탁.jpg,0.201745765345765,0.0732413364413364,0,0,0,0,0,0,0,0,0,1,1,1
313,당신자신과 당신의 것.jpg,0.44382750331565,0.314175646551724,0,0,0,1,1,1,1,1,1,0,0,0
314,대결! 애니메이션.jpg,0.234542921218581,0.167436253017788,1,1,1,1,1,1,0,0,0,0,0,0
315,대결.jpg,0.479328700360045,0.0658852313722553,1,1,1,0,1,0,0,0,0,0,0,0
316,대니 콜린스.jpg,0.40042620500996,0.0417167323807027,1,1,1,0,0,0,0,0,0,0,0,0
317,대니쉬 걸.jpg,0.239015384615385,0.0469631701631702,1,1,1,0,0,0,0,0,0,0,0,0
318,대립군.jpg,0.153731929824561,0.0567789473684211,1,1,1,0,0,0,0,0,0,0,0,0
319,대무가.jpg,0.200136428571429,0.0648942857142857,1,1,1,0,0,0,0,0,0,0,0,0
320,대배우.jpg,0.189697142857143,0.0404114285714286,1,1,1,0,0,0,0,0,0,0,0,0
321,대병소장.jpg,0.293573956121727,0.0557324840764331,0,0,0,1,1,0,1,1,0,0,0,0
322,대장 김창수.jpg,0.244121325244984,0.12007092860476,1,1,1,0,0,0,0,0,0,0,0,0
323,대지진.jpg,0.285049226441632,0.125133614627286,0,0,0,1,1,1,0,0,0,0,0,0
324,대학살의 신.jpg,0.476364936364936,0.235637065637066,0,0,0,1,1,1,1,1,1,1,1,1
325,대한민국 1%.jpg,0.295938330675173,0.219186602870813,1,1,1,1,1,1,0,0,0,0,0,0
326,댄싱퀸.jpg,0.387927869560522,0.170596727815171,1,1,1,0,0,0,0,0,0,0,0,0
327,더 건맨.jpg,0.344826977706576,0.069644889951524,0,1,1,0,0,0,0,0,0,0,0,0
328,더 그레이.jpg,0.320436763753843,0.0943797361063178,1,1,1,1,1,1,0,0,0,0,0,0
329,더 도어.jpg,0.165067232837933,0.0629865534324133,1,1,1,0,0,0,0,0,0,0,0,0
330,더 레이디.jpg,0.242345452344522,0.0624286001761666,1,1,1,0,0,0,0,0,0,0,0,0
331,더 레이서.jpg,0.310531967854072,0.134939098747878,0,0,0,1,1,1,1,1,1,0,0,0
332,더 마블스.jpg,0.196599633000038,0.0748380331797925,0,0,0,1,1,1,0,0,0,0,0,0
333,더 미드와이프.jpg,0.172467411545624,0.0430018621973929,0,0,0,0,0,0,0,0,0,1,1,1
334,더 박스.jpg,0.173658324608165,0.0728458018423757,0,0,0,0,0,0,0,1,0,1,1,1
335,더 배트맨.jpg,0.107005429781075,0.047721109131968,1,1,1,0,0,0,0,0,0,0,0,0
336,더 보이스.jpg,0.712490018631888,0.0288449594944138,0,1,0,0,0,0,0,0,0,0,0,0
337,더 브레이브.jpg,0.356295864880606,0.0719394292370414,1,1,1,0,0,0,0,0,0,0,0,0
338,더 서클.jpg,0.144762735519888,0.03675505931612,1,1,1,0,0,0,0,0,0,0,0,0
339,더 셰프.jpg,0.292743170062472,0.0841095935478202,1,1,1,1,1,1,0,0,0,0,0,0
340,더 수어사이드 스쿼드.jpg,0.118606725852915,0.0816145348220286,1,1,1,0,1,0,0,0,0,0,0,0
341,더 스퀘어.jpg,0.407825478301447,0.192250116658889,1,1,0,1,1,1,1,1,1,1,1,1
342,더 스토리- 세상에 숨겨진 사랑.jpg,0.239177657098526,0.0753176450306008,0,0,0,1,1,1,0,0,0,0,0,0
343,더 썬.jpg,0.192525835951309,0.10411476109596,1,1,1,1,1,1,0,0,0,0,0,0
344,더 와이프.jpg,0.121941203919739,0.0329071395240317,0,1,1,0,0,0,0,0,0,0,0,0
345,더 와일드- 야수들의 전쟁.jpg,0.134973132258624,0.0555607557635639,1,1,1,0,0,0,0,0,0,0,0,0
346,더 울버린.jpg,0.167337003332959,0.046676403400367,1,1,1,0,0,0,0,0,0,0,0,0
347,더 웨이브.jpg,0.199597839486875,0.0616681971893231,0,0,0,0,0,0,0,1,1,0,1,1
348,더 웨일.jpg,0.1437031290406,0.0226670114645289,0,1,1,0,0,0,0,0,0,0,0,0
349,더 이퀄라이저.jpg,0.322368647717485,0.0565038759689923,1,1,1,1,1,1,0,0,0,0,0,0
350,더 임파서블.jpg,0.315202807017544,0.0822694736842105,1,1,1,0,0,0,0,0,0,0,0,0
351,더 컨덕터.jpg,0.137573170731707,0.022280487804878,0,1,0,0,0,0,0,0,0,0,0,0
352,더 컨트랙터.jpg,0.268736819475441,0.0632665178845642,1,1,1,0,0,0,0,0,0,0,0,0
353,더 콘서트.jpg,0.258829226113273,0.0673030696065716,1,1,1,0,0,0,0,0,0,0,0,0
354,더 킥.jpg,0.158702263694488,0.114344219803007,1,1,1,0,1,0,0,0,0,0,0,0
355,더 킬러- 죽어도 되는 아이.jpg,0.178765783132171,0.150873087015522,1,1,1,0,0,0,0,0,0,0,0,0
356,더 킹- 헨리 5세.jpg,0.143279461737962,0.0643766596309662,0,0,0,1,1,1,1,1,1,0,0,0
357,더 테너 리리코 스핀토.jpg,0.235205614823133,0.0739836047164514,1,1,0,1,1,0,0,0,0,0,0,0
358,더 테이블.jpg,0.286529603729604,0.253043978243978,1,1,1,1,1,1,1,1,0,1,1,0
359,더 파더.jpg,0.113548831997242,0.0314791828290665,0,0,0,0,1,0,0,1,0,0,0,0
360,더 페이버릿- 여왕의 여자.jpg,0.252568570212054,0.056828359185539,0,0,0,0,0,0,1,1,1,1,1,1
361,더 포리너.jpg,0.154226286790085,0.0476309246609555,1,1,1,0,1,0,0,0,0,0,0,0
362,더 포스트.jpg,0.195569497695674,0.0621052631578947,0,0,0,1,1,1,0,0,0,0,0,0
363,더 프롬.jpg,0.105420661715057,0.062782579338285,0,1,0,0,1,0,0,0,0,0,0,0
364,더 헌트.jpg,0.254588397551935,0.0570985259891389,1,1,1,0,1,0,0,0,0,0,0,0
365,더블패티.jpg,0.105838247683235,0.0566063729619902,1,1,1,0,0,0,0,0,0,0,0,0
366,덕구.jpg,0.163167327373595,0.0572905131044666,1,1,1,0,0,0,0,0,0,0,0,0
367,덕수리 5형제.jpg,0.29294715972761,0.13391431773123,1,1,1,1,1,1,0,0,0,0,0,0
368,던전 앤 드래곤- 도적들의 명예.jpg,0.081332038206249,0.0410840213695969,1,1,1,0,0,0,0,0,0,0,0,0
369,덤 머니.jpg,0.240720611163081,0.239975054568132,0,0,0,0,1,1,0,1,1,0,1,1
370,덤 앤 더머 투.jpg,0.216042406983866,0.103496776916982,1,1,1,0,0,0,0,0,0,0,0,0
371,덩케르크.jpg,0.164650137695822,0.120200996225506,0,0,0,0,0,0,1,1,1,0,0,0
372,데드 돈 다이.jpg,0.229850673101884,0.0892518725746774,1,1,1,1,1,1,0,0,0,0,0,0
373,데드풀 2.jpg,0.235506622227215,0.105345038813188,0,0,0,0,0,0,0,0,0,1,1,1
374,데드풀.jpg,0.104896786870669,0.031782204043515,0,0,0,0,1,1,0,0,0,0,0,0
375,데몰리션.jpg,0.271280447791292,0.0390107190486218,1,1,1,0,0,0,0,0,0,0,0,0
376,데시벨.jpg,0.165486632946971,0.064827557225758,0,0,0,1,1,1,0,0,0,0,0,0
377,데이브레이커스.jpg,0.262132333036854,0.0998553695038478,1,1,1,0,0,0,0,0,0,0,0,0
378,도가니.jpg,0.414968524960129,0.208317229307993,1,1,1,1,1,1,0,0,0,0,0,0
379,도그데이즈.jpg,0.166041126663211,0.0638258164852255,1,1,1,0,0,0,0,0,0,0,0,0
380,도그맨.jpg,0.107246161005119,0.0239996897781914,0,1,0,0,0,0,0,0,0,0,0,0
381,도둑들.jpg,0.1676460391749,0.09266250650026,1,1,1,0,0,0,0,0,0,0,0,0
382,도성풍운 3.jpg,0.302937206474273,0.0809592607209456,1,1,1,0,0,0,0,0,0,0,0,0
383,도어맨.jpg,0.120696629213483,0.0903370786516854,0,0,0,1,1,1,1,1,1,0,0,0
384,도쿄 리벤저스.jpg,0.381165521978022,0.202963598901099,1,1,1,1,1,1,0,0,0,0,0,0
385,도희야.jpg,0.306176641246685,0.180901856763926,1,1,1,1,1,1,0,0,0,0,0,0
386,독수리 에디.jpg,0.271839943156639,0.0938412921086309,0,0,0,1,1,1,1,1,1,0,0,0
387,돈 룩 업.jpg,0.449259731590875,0.232869111562054,0,0,0,1,1,1,1,1,1,1,1,1
388,돈 워리.jpg,0.168238316850882,0.106404886561955,0,0,0,0,0,0,0,1,0,1,1,1
389,돈 존.jpg,0.278604923563225,0.113955176881636,1,1,1,1,1,1,0,0,0,0,0,0
390,돈의 맛.jpg,0.319634962187318,0.208333818111305,0,0,0,0,0,0,1,1,0,1,1,0
391,돌멩이.jpg,0.126396891996892,0.0645470085470086,1,1,1,0,1,0,0,0,0,0,0,0
392,돌아온 파워레인저 미라클포스.jpg,0.315081469925464,0.128946957878315,1,1,1,1,1,1,0,0,0,0,0,0
393,돌아온다.jpg,0.216238865726903,0.100708280380065,0,0,0,0,0,0,1,1,1,0,0,0
394,돌연변이.jpg,0.196192409885408,0.0746349836615046,0,0,0,0,0,0,1,1,1,1,1,1
395,돌핀.jpg,0.507588523442967,0.0465626312106368,0,1,1,0,0,0,0,0,0,0,0,0
396,동네사람들.jpg,0.267602768861905,0.140852314474651,0,1,1,0,1,1,0,0,0,0,0,0
397,동백.jpg,0.181558678510222,0.0652593765036234,0,1,1,0,0,0,0,0,0,0,0,0
398,동주.jpg,0.197489389486994,0.0869821564353402,0,1,1,0,1,1,0,0,0,0,0,0
399,동창생.jpg,0.356209834304057,0.144089355705248,1,1,1,0,0,0,0,0,0,0,0,0
400,두 교황.jpg,0.134866243794815,0.0424434638720353,0,0,0,0,1,0,1,1,1,0,0,0
401,두 번의 결혼식과 한 번의 장례식.jpg,0.267593552908199,0.14739313244569,1,1,1,1,1,1,0,0,0,0,0,0
402,두근두근 내 인생.jpg,0.284671630215604,0.164830153559795,0,0,0,1,1,0,1,1,0,1,0,0
403,두레소리.jpg,0.388538760219313,0.211828512164115,0,0,0,1,1,1,1,1,1,0,0,0
404,두번할까요.jpg,0.15024288883273,0.0578841594762747,1,1,1,0,0,0,0,0,0,0,0,0
405,둠둠.jpg,0.520660851360781,0.247260293091417,1,1,1,0,0,0,0,0,0,1,1,1
406,듀 데이트.jpg,0.30243806864798,0.148782190220785,1,1,1,1,1,1,0,0,0,0,0,0
407,듄- 파트2.jpg,0.0324240365359341,0.0255402014754896,0,1,0,0,1,0,0,0,0,0,0,0
408,드라이브 마이 카.jpg,0.144533053515215,0.0298730325288562,0,0,0,0,0,0,1,1,1,0,0,0
409,드라이브 앵그리 3D.jpg,0.374867931064346,0.0784619381657573,1,1,1,1,1,1,0,0,0,0,0,0
410,드라이브.jpg,0.207083313262948,0.102468438407273,1,1,1,0,0,0,0,0,0,0,0,0
411,드래곤 블레이드.jpg,0.275950463323807,0.059748852515805,1,1,1,0,0,0,0,0,0,0,0,0
412,드레스메이커.jpg,0.384456385205862,0.0562791346824843,1,1,1,0,0,0,0,0,0,0,0,0
413,드림.jpg,0.28607808368331,0.203022865142324,0,0,0,0,0,0,1,1,1,1,1,1
414,드림팰리스.jpg,0.146647727272727,0.0264351398601399,0,0,0,0,0,0,0,1,1,0,0,0
415,들어는 봤니- 모건 부부.jpg,0.305361777777778,0.118421333333333,1,1,1,1,1,1,0,0,0,0,0,0
416,디센던트.jpg,0.194209913506321,0.0399725548902196,0,0,0,0,0,0,0,1,1,0,0,0
417,디스 민즈 워.jpg,0.147968253968254,0.08,1,1,1,0,1,0,0,0,0,0,0,0
418,디스커넥트.jpg,0.480880673247652,0.0750814618251351,1,1,1,1,1,1,0,0,0,0,0,0
419,디시에르토.jpg,0.324063575544298,0.127981747167331,0,0,0,1,1,1,1,1,1,0,0,0
420,디어 마이 프렌드.jpg,0.301689824561403,0.131402105263158,0,0,0,0,0,0,0,0,0,1,1,1
421,디어 존.jpg,0.214154281670205,0.0554847841472045,1,1,1,1,1,1,0,0,0,0,0,0
422,디태치먼트.jpg,0.295069357701663,0.0888712808251646,0,0,0,0,0,0,1,1,1,1,1,1
423,딥워터 호라이즌.jpg,0.155898302848084,0.0555742800434408,1,1,1,0,0,0,0,0,0,0,0,0
424,"땡큐, 대디.jpg",0.520407754323879,0.125293366915367,1,1,1,1,1,1,0,0,0,0,0,0
425,또 하나의 약속.jpg,0.285792688333907,0.105461526482783,1,1,1,0,0,0,0,0,0,0,0,0
426,뜨거운 안녕.jpg,0.321357751802542,0.110273911703951,0,0,0,1,1,0,1,1,0,0,0,0
427,뜨거운 피- 디 오리지널.jpg,0.242151357887946,0.190441068422898,1,1,1,0,0,0,0,0,0,0,0,0
428,라라걸.jpg,0.299248415338729,0.0199365274964331,1,0,0,0,0,0,0,0,0,0,0,0
429,라라랜드.jpg,0.0601245089280142,0.0351913375169189,0,0,0,0,1,1,0,1,1,0,1,0
430,라스트 갓파더.jpg,0.170956072351421,0.0675831180017227,1,1,1,0,0,0,0,0,0,0,0,0
431,라스트 듀얼- 최후의 결투.jpg,0.125808628397537,0.0316649255878034,1,1,1,0,0,0,0,0,0,0,0,0
432,라스트 미션.jpg,0.18933518141693,0.0542014411119958,1,1,1,0,1,0,0,0,0,0,0,0
433,라스트 스탠드.jpg,0.409339531280263,0.094994189424753,1,1,1,1,1,1,0,0,0,0,0,0
434,라스트 에어벤더.jpg,0.308328008519702,0.0593326233581825,0,0,0,1,1,1,0,0,0,0,0,0
435,라스트 위치 헌터.jpg,0.407517023691303,0.130585898709037,1,1,1,1,1,1,0,0,0,0,0,0
436,라스트 크리스마스.jpg,0.164642407277817,0.0493526941917425,1,1,1,0,0,0,0,0,0,0,0,0
437,라스트 풀 메저.jpg,0.196848662807723,0.091270844113907,1,1,1,1,1,1,0,0,0,0,0,0
438,라스트 홈.jpg,0.176872658237156,0.0563126071654183,0,0,0,1,1,1,0,1,0,0,0,0
439,라스트베가스.jpg,0.28094577453623,0.0898168701442841,0,0,0,0,0,0,1,1,1,1,1,1
440,라우더 댄 밤즈.jpg,0.472604195804196,0.284051282051282,1,1,1,1,1,1,0,0,0,1,1,1
441,라이드 - 나에게로의 여행.jpg,0.226619429049385,0.0603569258886185,0,0,0,0,0,0,1,1,1,0,0,0
442,라이드 온.jpg,0.216648421052632,0.0723985964912281,1,1,1,0,1,0,0,0,0,0,0,0
443,라이언.jpg,0.168886252616888,0.027698534542917,0,0,0,1,1,1,0,0,0,0,0,0
444,라이즈.jpg,0.0657834345801076,0.0262095148414729,0,0,0,0,1,1,0,0,0,0,0,0
445,라이크 크레이지.jpg,0.5932232491589,0.0339750183688464,0,0,0,1,1,1,0,0,0,0,0,0
446,람보 - 라스트 워.jpg,0.718572280701754,0.0555094736842105,1,1,1,0,0,0,0,0,0,0,0,0
447,래빗 홀.jpg,0.239768123437635,0.0794000517196793,0,1,1,0,1,1,0,0,0,0,0,0
448,랜드 오브 마인.jpg,0.209966527196653,0.0300390516039052,1,1,1,0,0,0,0,0,0,0,0,0
449,랜드 오브 배드.jpg,0.141443128365691,0.0284585967885622,1,1,1,0,0,0,0,0,0,0,0,0
450,램페이지.jpg,0.204686283668068,0.0528880585396232,1,1,1,0,0,0,0,0,0,0,0,0
451,러덜리스.jpg,0.151458585858586,0.0460643356643357,0,0,0,1,1,0,0,0,0,0,0,0
452,러브 앤 머시.jpg,0.342949430970024,0.0966229433143987,1,1,1,1,1,1,0,0,0,0,0,0
453,러브 앤 프렌즈.jpg,0.236461840628507,0.0601851851851852,1,1,1,1,1,1,0,0,0,0,0,0
454,"러브, 로지.jpg",0.31738186742265,0.0865740829279011,1,1,1,1,1,1,0,0,0,0,0,0
455,"러브, 어게인.jpg",0.344906267582668,0.0826837825536932,0,0,0,1,1,0,1,1,0,0,0,0
456,러브레이스.jpg,0.251972437553833,0.0458759689922481,1,1,0,0,0,0,0,0,0,0,0,0
457,"러블리, 스틸.jpg",0.146266479663394,0.0507377279102384,0,0,0,0,0,0,0,1,1,0,0,0
458,러시 - 더 라이벌.jpg,0.138541636031951,0.0693739288989415,1,1,1,1,1,1,0,0,0,0,0,0
459,럭키.jpg,0.394927051671733,0.0406398176291793,0,1,0,0,0,0,0,0,0,0,0,0
460,런 올 나이트.jpg,0.264686856405576,0.0762244705481507,0,0,0,1,1,1,0,0,0,0,0,0
461,런닝맨.jpg,0.482282841125816,0.374531006183899,1,1,1,1,1,1,0,0,0,0,0,0
462,런던 프라이드.jpg,0.28971541382799,0.0828095175204709,0,0,0,0,0,0,1,1,1,0,1,0
463,런던 해즈 폴른.jpg,0.247967155120045,0.04900292360551,1,1,1,0,0,0,0,0,0,0,0,0
464,런어웨이즈.jpg,0.346638953840825,0.242899454403741,1,1,1,1,1,1,0,0,0,0,0,0
465,럼 다이어리.jpg,0.358394487510767,0.102559000861326,1,1,1,0,0,0,0,0,0,0,0,0
466,레드 라이딩 후드.jpg,0.243438122456049,0.0638053173984585,0,1,1,0,1,0,0,0,0,0,0,0
467,레드- 더 레전드.jpg,0.315027491443354,0.0810530164054922,1,1,1,1,1,1,0,0,0,0,0,0
468,레드.jpg,0.352005167958656,0.0721731266149871,1,1,1,1,1,1,0,0,0,0,0,0
469,레디 플레이어 원.jpg,0.199284097701188,0.0614091052564421,0,0,0,1,1,1,0,0,0,0,0,0
470,레미제라블.jpg,0.239981851598367,0.0984984225012217,1,1,1,0,0,0,0,0,0,0,0,0
471,레벤느망.jpg,0.244862927247943,0.130248565322024,0,0,0,1,1,1,1,1,1,0,0,0
472,레슬러.jpg,0.155062142857143,0.042075,0,1,0,0,0,0,0,0,0,0,0,0
473,레옹 디 오리지널.jpg,0.201112112091617,0.0661329620605639,0,1,0,0,1,0,0,0,0,0,0,0
474,레이니 데이 인 뉴욕.jpg,0.124125165176732,0.0461157387345456,0,1,0,0,1,0,0,0,0,0,0,0
475,레이드 - 첫번째 습격.jpg,0.631012388477842,0.0964073949244155,1,1,1,1,1,1,0,0,0,0,0,0
476,레이디 맥베스.jpg,0.1012891996892,0.026029526029526,1,1,1,0,0,0,0,0,0,0,0,0
477,레이디 버드.jpg,0.108911260627411,0.0427458412297326,1,1,1,0,0,0,0,0,0,0,0,0
478,레전드 오브 타잔.jpg,0.208230266091868,0.100756652296715,1,1,1,1,1,1,0,0,0,0,0,0
479,레전드.jpg,0.450395265022835,0.0737020809147537,0,0,0,1,1,1,0,0,0,0,0,0
480,레지던트 이블 5 - 최후의 심판.jpg,0.269862716851557,0.0752790061065488,1,1,1,0,0,0,0,0,0,0,0,0
481,레지던트 이블- 라쿤시티.jpg,0.220102789564568,0.0718519783560968,1,1,1,0,1,0,0,0,0,0,0,0
482,레지던트 이블- 파멸의 날.jpg,0.195820952559213,0.076346900099269,0,0,0,0,0,0,0,0,0,1,1,1
483,레토.jpg,0.341180310479183,0.221804216889273,1,1,1,1,0,0,0,0,1,1,1,0
484,레트리뷰션.jpg,0.294866102078775,0.217495448166159,1,1,1,1,1,1,0,0,0,0,0,0
485,렌필드.jpg,0.0670102076733545,0.0218936994016191,0,1,0,0,0,0,0,0,0,0,0,0
486,렛 미 인.jpg,0.247788567857315,0.0805129561078794,1,1,1,0,1,0,0,0,0,0,0,0
487,로건 럭키.jpg,0.211463565891473,0.0408210852713178,1,1,1,0,0,0,0,0,0,0,0,0
488,로건.jpg,0.196792284096701,0.088764290395398,0,0,0,0,0,0,0,0,0,1,1,1
489,로그 원- 스타워즈 스토리.jpg,0.147856550214643,0.0319545706104574,0,1,0,0,0,0,0,0,0,0,0,0
490,로마 위드 러브.jpg,0.545304932136408,0.277409221283487,0,1,1,1,1,1,1,1,1,0,0,0
491,로마.jpg,0.157707155322862,0.0649799301919721,0,1,0,0,1,0,0,0,0,0,0,0
492,로마의 휴일.jpg,0.296922846693356,0.0966750170409918,1,1,1,0,0,0,0,0,0,0,0,0
493,로맨틱 헤븐.jpg,0.268492050523293,0.110981737717575,1,1,1,1,1,1,0,0,0,0,0,0
494,로보캅.jpg,0.237219955794634,0.0699935015704538,1,1,1,0,1,0,0,0,0,0,0,0
495,"로봇, 소리.jpg",0.235526247737264,0.0735919317300233,1,1,0,0,0,0,0,0,0,0,0,0
496,로빈 후드.jpg,0.06359670781893,0.0215020576131687,0,1,1,0,0,0,0,0,0,0,0,0
