,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
554,내가 죽기 전에 가장 듣고 싶은 말,https://www.kobis.or.kr/common/mast/movie/2017/07/5a9d5dec5eb042e185de9d1e75937926.jpg,내가 죽기 전에 가장 듣고 싶은 말.jpg,20176781,장편 | 예술영화 | 코미디 | 107분 27초 | 12세이상관람가 | 미국,2D,[주연] 셜리 맥클레인 | 아만다 사이프리드 | 앤 헤이시
555,북촌방향,https://www.kobis.or.kr/upload/up_img/2011/09/mov_ADDBJ3_20110905093007_1.jpg,북촌방향.jpg,20110254,장편 | 예술영화 | 드라마 | 79분 0초 | 청소년관람불가 | 한국,"필름,2D",[주연] 김보경(경진) | 김상중(영호) | 유준상(성준) | 송선미(보람) | 김의성(종원)
556,댄서,https://www.kobis.or.kr/common/mast/movie/2017/03/e7836bd7d7274e4da6cc2aefb1dfae67.jpg,댄서.jpg,20172161,"장편 | 예술영화 | 다큐멘터리 | 84분 33초 | 15세이상관람가 | 영국, 러시아, 우크라이나, 미국",2D,[주연] 세르게이 폴루닌
557,킹메이커,https://www.kobis.or.kr/common/mast/movie/2012/03/1208c125035347b5b58bee1e27b4b5a2.jpg,킹메이커.jpg,20125126,장편 | 일반영화 | 드라마 | 101분 0초 | 15세이상관람가 | 미국,"필름,2D",[주연] 라이언 고슬링(스티븐 마이어스) | 조지 클루니(거버너 마이크 모리스) | 필립 세이모어 호프만 | 폴 지아마티 | 마리사 토메이 | 에반 레이첼 우드
558,호두까기인형 3D,https://www.kobis.or.kr/common/mast/movie/2013/01/b5e02a3c05ba43c199321c66db08c4e4.jpg,호두까기인형 3D.jpg,20121622,"장편 | 일반영화 | 가족, 판타지, 어드벤처 | 96분 0초 | 전체관람가 | 미국","필름,2D,3D",[주연] 엘르 패닝(메리) | 존 터투로(왕 쥐) | 네이단 레인(알버트 삼촌) | 김유정 | 김준현 | 이상엽(호두까기 인형 목소리 )
559,케빈에 대하여,https://www.kobis.or.kr/common/mast/movie/2013/02/5074134d3e77445d97470557430c232b.jpg,케빈에 대하여.jpg,20113486,"장편 | 예술영화 | 드라마, 스릴러 | 112분 0초 | 청소년관람불가 | 영국, 미국","필름,2D",[주연] 틸다 스윈튼 | 이즈라 밀러 | 존 C. 레일리
560,저스티스,https://www.kobis.or.kr/common/mast/movie/2012/02/ebe6373698b5420ba2faa4a69582f1e9.jpg,저스티스.jpg,20124932,"장편 | 일반영화 | 액션, 드라마, 스릴러 | 105분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 니콜라스 케이지 | 가이 피어스  | 재뉴어리 존스
561,프리버즈: 밍쿠와 찌아의 도시 대탈출,https://www.kobis.or.kr/common/mast/movie/2013/08/dbbab68f6d0642e1a87116efc5d69420.jpg,프리버즈- 밍쿠와 찌아의 도시 대탈출.jpg,20131001,"장편 | 예술영화 | 애니메이션, 어드벤처 | 74분 0초 | 전체관람가 | 아르헨티나","필름,2D",[주연] 마리아노 마르티네즈 | 루이사나 로필라토 | 김민국 | 송지아
562,드래곤볼Z : 신들의 전쟁,https://www.kobis.or.kr/common/mast/movie/2013/08/ec2bb2f443d54c9ca71729e993e61cb0.jpg,드래곤볼Z - 신들의 전쟁.jpg,20131681,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처, SF | 85분 0초 | 전체관람가 | 일본","필름,2D",[주연] 김환진
563,글래디에이터: 로마 영웅 탄생의 비밀 3D,https://www.kobis.or.kr/common/mast/movie/2013/01/86a281a3b19548cdb533026d045b6358.jpg,글래디에이터- 로마 영웅 탄생의 비밀 3D.jpg,20134102,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 86분 0초 | 전체관람가 | 이탈리아","필름,2D,3D",[주연] 황광희(티모) | 김예원
564,플로이,https://www.kobis.or.kr/common/mast/movie/2018/07/2d04ef1525cf413bb16ddfbcd5b26c2f.jpg,플로이.jpg,20187683,"장편 | 예술영화 | 애니메이션, 어드벤처, 가족 | 82분 31초 | 전체관람가 | 아이슬란드, 벨기에",2D,
565,허슬러,https://www.kobis.or.kr/common/mast/movie/2019/11/585719479290418ebe485bc3187be9a9.jpg,허슬러.jpg,20197336,"장편 | 일반영화 | 범죄, 드라마 | 109분 56초 | 청소년관람불가 | 미국",2D,[주연] 제니퍼 로페즈 | 콘스탄스 우 | 릴리 라인하트 | 줄리아 스타일즈
566,프랑켄위니,https://www.kobis.or.kr/common/mast/movie/2012/09/30729a2c4512460cb68e4ac2c09f4c69.jpg,프랑켄위니.jpg,20129766,"장편 | 일반영화 | 애니메이션, 코미디, 공포(호러) | 87분 0초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 위노나 라이더(엘사 반 헬싱) | 캐서린 오하라(수잔 프랑켄슈타인) | 찰리 타헨(빅터 프랑켄슈타인)
567,성실한 나라의 앨리스,https://www.kobis.or.kr/common/mast/movie/2015/07/b6c742fa0b674a168e7d5192fda9221b.jpg,성실한 나라의 앨리스.jpg,20156281,장편 | 예술영화 | 드라마 | 89분 41초 | 청소년관람불가 | 한국,"필름,2D",[주연] 이정현 | 이준혁
568,혈투,https://www.kobis.or.kr/upload/up_img/2011/02/mov_9GB70C_20110224132214_1.jpg,혈투.jpg,20101003,"장편 | 일반영화 | 액션, 사극 | 111분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 박희순 | 진구(도영) | 고창석
569,범죄의 여왕,https://www.kobis.or.kr/common/mast/movie/2016/08/6ebc5663184145dfb702b5d7c9831939.jpg,범죄의 여왕.jpg,20150970,"장편 | 예술영화 | 스릴러, 코미디 | 103분 2초 | 15세이상관람가 | 한국",2D,[주연] 박지영(미경) | 조복래(개태) | 김대현(익수)
570,플래그 더 문,https://www.kobis.or.kr/common/mast/movie/2016/05/c47f280c7b224554823768186badc780.jpg,플래그 더 문.jpg,20163841,"장편 | 예술영화 | 애니메이션, 어드벤처 | 94분 29초 | 전체관람가 | 스페인",2D,[주연] 이경태(마이크) | 이지현(에이미)
571,우리별 일호와 얼룩소,https://www.kobis.or.kr/common/mast/movie/2014/01/ddfe05449b3c4790b4fd47d389f31b7d.jpg,우리별 일호와 얼룩소.jpg,20147282,"장편 | 예술영화 | 애니메이션, 판타지, 어드벤처 | 81분 0초 | 전체관람가 | 한국","필름,2D",[주연] 유아인 | 정유미(일호)
572,다이노 어드벤처2: 육해공 공룡 대백과,https://www.kobis.or.kr/common/mast/movie/2018/08/44b1f52e1c4f434c8a0d56c3323f5838.jpg,다이노 어드벤처2- 육해공 공룡 대백과.jpg,20180770,"장편 | 일반영화 | 애니메이션, 액션, 가족 | 71분 1초 | 전체관람가 | 영국",2D,
573,울브스,https://www.kobis.or.kr/common/mast/movie/2014/10/ac3a2191853c4c85ace50165e25e881d.jpg,울브스.jpg,20142321,"장편 | 일반영화 | 판타지, 액션 | 90분 1초 | 15세이상관람가 | 미국","필름,2D",[주연] 루카스 틸 | 메릿 패터슨 | 제이슨 모모아
574,아일라,https://www.kobis.or.kr/common/mast/movie/2018/05/4bd768607ae54d91af7b88e030e0d032.jpg,아일라.jpg,20184689,"장편 | 예술영화 | 드라마, 전쟁 | 123분 43초 | 15세이상관람가 | 터키",2D,[주연] 김설 | 이스마일 하지오글루
575,약장수,https://www.kobis.or.kr/common/mast/movie/2015/03/3339956003914d9696ef5d3091364abd.jpg,약장수.jpg,20156321,장편 | 일반영화 | 드라마 | 104분 24초 | 15세이상관람가 | 한국,"필름,2D",[주연] 김인권 | 박철민 | 이주실(옥님)
576,파바로티,https://www.kobis.or.kr/common/mast/movie/2019/12/7d4d50d0849147f9bd81711c6c9f433c.jpg,파바로티.jpg,20196412,장편 | 예술영화 | 다큐멘터리 | 114분 11초 | 12세이상관람가 | 영국,2D,[주연] 루치아노 파바로티
577,파비안느에 관한 진실,https://www.kobis.or.kr/common/mast/movie/2019/11/57fff8d57f3140a09245c42ac934567d.jpg,파비안느에 관한 진실.jpg,20196293,장편 | 예술영화 | 드라마 | 107분 6초 | 12세이상관람가 | 프랑스,2D,[주연] 까뜨린느 드뇌브 | 줄리엣 비노쉬 | 에단 호크
578,귀멸의 칼날: 나타구모산 편,https://www.kobis.or.kr/common/mast/movie/2022/07/ede7da54134840e39373a20ab441e407.jpg,귀멸의 칼날- 나타구모산 편.jpg,20211261,장편 | 일반영화 | 애니메이션 | 136분 37초 | 15세이상관람가 | 일본,2D,[주연] 하나에 나츠키(카마도 탄지로) | 키토 아카리(카마도 네즈코) | 시모노 히로(아가츠마 젠이츠) | 마츠오카 요시츠구(하시바라 이노스케)
579,업사이드,https://www.kobis.or.kr/common/mast/movie/2019/05/6f17842383cd473eac46139190a43805.jpg,업사이드.jpg,20191401,"장편 | 예술영화 | 코미디, 드라마 | 125분 54초 | 12세이상관람가 | 미국",2D,[주연] 브라이언 크랜스톤 | 케빈 하트 | 니콜 키드먼
580,하이큐!! 재능과 센스,https://www.kobis.or.kr/common/mast/movie/2017/10/8cdc572c013c450abe7c130aa31eee6f.jpg,하이큐!! 재능과 센스.jpg,20174778,장편 | 일반영화 | 애니메이션 | 89분 25초 | 12세이상관람가 | 일본,2D,
581,고백,https://www.kobis.or.kr/upload/up_img/2011/04/mov_3A5474_20110412172547_1.jpg,고백.jpg,20119245,장편 | 예술영화 | 드라마 | 106분 0초 | 청소년관람불가 | 일본,"필름,2D",[주연] 오카다 마사키 | 마츠 다카코
582,빅트립: 아기팬더 배달 대모험,https://www.kobis.or.kr/common/mast/movie/2019/10/3b175406d8ad4201ac3ffcbae9732d8e.jpg,빅트립- 아기팬더 배달 대모험.jpg,20197054,장편 | 예술영화 | 애니메이션 | 82분 6초 | 전체관람가 | 미국,2D,[주연] 한으뜸(믹믹) | 장다운(오스카)
583,꼬마돼지 베이브의 대모험,https://www.kobis.or.kr/common/mast/movie/2017/06/c29d82e4f2e34d288a864893aba68b4c.png,꼬마돼지 베이브의 대모험.jpg,20172241,"장편 | 예술영화 | 애니메이션, 어드벤처 | 79분 41초 | 전체관람가 | 독일",2D,
584,마담 싸이코,https://www.kobis.or.kr/common/mast/movie/2019/06/986c732c213946c89553779f0c1c6b95.jpg,마담 싸이코.jpg,20192022,"장편 | 일반영화 | 공포(호러), 스릴러 | 98분 20초 | 15세이상관람가 | 미국",2D,[주연] 클로이 모레츠 | 이자벨 위페르
585,스페이스 독,https://www.kobis.or.kr/common/mast/movie/2012/02/2529693b5bc0450ca688d45cc324c081.jpg,스페이스 독.jpg,20124939,"장편 | 일반영화 | 애니메이션, 코미디, 가족 | 85분 0초 | 전체관람가 | 러시아","필름,2D,3D",[주연] 옐레나 야코브레바(스트렐카 ) | 안나 볼쇼바 (벨카 )
586,호스트,https://www.kobis.or.kr/common/mast/movie/2013/03/70dc63c56e314f64ad3727e170b010d1.jpg,호스트.jpg,20134869,"장편 | 일반영화 | SF, 판타지 | 125분 23초 | 15세이상관람가 | 미국","필름,2D",[주연] 시얼샤 로넌 | 다이앤 크루거 | 맥스 아이언스 | 제이크 아벨
587,로마,https://www.kobis.or.kr/common/mast/movie/2018/11/ae834d98bc6e4a5e95a52af1902c7bf0.jpg,로마.jpg,20184091,장편 | 일반영화 | 드라마 | 134분 57초 | 15세이상관람가 | 멕시코,2D,[주연] 마리나 데 타비라(소피아) | 얄리차 아파리시오(클레오)
588,쿠르스크,https://www.kobis.or.kr/common/mast/movie/2019/01/d573db70ae0e4668946fca404f2c3b82.png,쿠르스크.jpg,20185047,장편 | 일반영화 | 드라마 | 117분 53초 | 15세이상관람가 | 벨기에,2D,[주연] 마티아스 쇼에나에츠 | 레아 세이두 | 콜린 퍼스
589,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,https://www.kobis.or.kr/common/mast/movie/2017/11/960e7cacfa1747adaeb5a0948faaebf2.jpg,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워.jpg,20175611,"장편 | 예술영화 | 애니메이션, 액션, 판타지 | 121분 8초 | 15세이상관람가 | 일본","2D,4D",[주연] 스기야마 노리아키(에미야 시로) | 시타야 노리코(마토 사쿠라) | 카미야 히로시(마토 신지) | 카와스미 아야코
590,아네트,https://www.kobis.or.kr/common/mast/movie/2021/09/1f3dea766a73472f9c9e82abe28f063f.jpg,아네트.jpg,20210587,"장편 | 예술영화 | 드라마, 뮤지컬, 멜로/로맨스 | 140분 8초 | 15세이상관람가 | 프랑스",2D,[주연] 아담 드라이버 | 마리옹 꼬띠아르
591,그레이트 뷰티,https://www.kobis.or.kr/common/mast/movie/2014/05/2cf4f4620f0c437bb89ee0774a005749.jpg,그레이트 뷰티.jpg,20147970,"장편 | 예술영화 | 드라마 | 140분 57초 | 청소년관람불가 | 이탈리아, 프랑스","필름,2D",[주연] 토니 세르빌로
592,스탠리의 도시락,https://www.kobis.or.kr/common/mast/movie/2013/01/a3533d548c4b42209f94674ea9053a60.jpg,스탠리의 도시락.jpg,20124726,"장편 | 예술영화 | 드라마, 코미디 | 95분 0초 | 전체관람가 | 인도","필름,2D",[주연] 파토르 A. 굽트
593,피케이: 별에서 온 얼간이,https://www.kobis.or.kr/common/mast/movie/2015/08/2937dd22804e42fd93e88dcf8ab9780d.jpg,피케이- 별에서 온 얼간이.jpg,20153282,"장편 | 일반영화 | 코미디, 드라마 | 129분 9초 | 15세이상관람가 | 인도","필름,2D",[주연] 아미르 칸 | 아누쉬카 샤르마
594,천국에 다녀온 소년,https://www.kobis.or.kr/common/mast/movie/2014/05/9dfa00065e554140b8d3941990104f27.jpg,천국에 다녀온 소년.jpg,20149125,장편 | 일반영화 | 드라마 | 99분 21초 | 전체관람가 | 미국,"필름,2D",[주연] 그렉 키니어 | 켈리 라일리 | 코너 코롬
595,일일시호일,https://www.kobis.or.kr/common/mast/movie/2018/12/abf9d39ec868418eb2dfc0e9771c41bb.jpg,일일시호일.jpg,20184704,장편 | 예술영화 | 드라마 | 99분 51초 | 12세이상관람가 | 일본,2D,[주연] 키키 키린 | 타베 미카코 | 쿠로키 하루
596,피아니스트의 전설,https://www.kobis.or.kr/common/mast/movie/2023/12/d2aeea635c7348529467d698ed24ef89.jpg,피아니스트의 전설.jpg,20124722,"장편 | 예술영화 | 드라마, 판타지, 뮤지컬 | 120분 45초 | 15세관람가 | 이탈리아","필름,2D",[주연] 팀 로스(대니 부드만 T.D. 레몬 나인틴 헌드러드 1900 역) | 프루잇 테일러 빈스(맥스 투니) | 멜라니 티에리
597,더 와이프,https://www.kobis.or.kr/common/mast/movie/2019/02/1d64e8b1a8814c79af84c9720cb6e23d.jpg,더 와이프.jpg,20196323,장편 | 예술영화 | 드라마 | 100분 15초 | 15세이상관람가 | 영국,2D,[주연] 글렌 클로즈 | 조나단 프라이스 | 맥스 아이언스 | 크리스찬 슬레이터
598,칠곡 가시나들,https://www.kobis.or.kr/common/mast/movie/2019/01/8f257a095f40406c9ec536a87578cec7.jpg,칠곡 가시나들.jpg,20185350,"장편 | 예술,독립 영화 | 다큐멘터리 | 99분 16초 | 전체관람가 | 한국",2D,[주연] 박금분 | 곽두조 | 강금연 | 안윤선 | 박월선 | 김두선 | 이원순 | 박복형 | 주석희 | 박근붐
599,스푹스:MI5,https://www.kobis.or.kr/common/mast/movie/2016/03/e6cd4beaf97a4b9590bedbb5c85356ad.jpg,스푹스-MI5.jpg,20161583,"장편 | 일반영화 | 액션, 드라마, 스릴러 | 104분 2초 | 15세이상관람가 | 영국",2D,[주연] 킷 해링턴 | 피터 퍼스
600,말리그넌트,https://www.kobis.or.kr/common/mast/movie/2021/09/af9052f16f6443b6bddb342b8eaf8f94.jpg,말리그넌트.jpg,20219311,"장편 | 일반영화 | 스릴러, 미스터리 | 111분 26초 | 청소년관람불가 | 미국",2D,[주연] 애나벨 월리스
601,나쁜 이웃들,https://www.kobis.or.kr/common/mast/movie/2014/06/98757ac6243d4902955038830ca2ee26.jpg,나쁜 이웃들.jpg,20149271,장편 | 일반영화 | 코미디 | 96분 43초 | 청소년관람불가 | 미국,"필름,2D",[주연] 세스 로건 | 로즈 번 | 잭 에프런 | 데이브 프랑코
602,스니치,https://www.kobis.or.kr/common/mast/movie/2013/03/9e8bb804021047449bb4a5ea20475ac1.jpg,스니치.jpg,20137082,장편 | 일반영화 | 액션 | 111분 46초 | 15세이상관람가 | 미국,"필름,2D",[주연] 드웨인 존슨 | 수잔 서랜든
603,진짜로 일어날지도 몰라 기적,https://www.kobis.or.kr/common/mast/movie/2021/04/789209593cbe42888a911300b85d8898.jpg,진짜로 일어날지도 몰라 기적.jpg,20113473,장편 | 예술영화 | 드라마 | 128분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 오다기리 조
604,여름날 우리,https://www.kobis.or.kr/common/mast/movie/2023/05/13a6f9eeac7d4d1a81600212e6c3e38d.jpg,여름날 우리.jpg,20219331,"장편 | 예술영화 | 코미디, 멜로/로맨스 | 114분 48초 | 12세이상관람가 | 중국",2D,[주연] 허광한 | 장약남
605,모리타니안,https://www.kobis.or.kr/common/mast/movie/2021/03/4c99b02eaffa4e2a8a456f80db7f94a3.jpg,모리타니안.jpg,20216069,"장편 | 예술영화 | 스릴러, 드라마 | 129분 18초 | 15세이상관람가 | 미국",2D,[주연] 베네딕트 컴버배치(코치) | 조디 포스터(낸시) | 쉐일린 우들리(테리) | 타하르 라힘(슬라히)
606,극장판 뽀잉: 슈퍼 변신의 비밀,https://www.kobis.or.kr/common/mast/movie/2018/09/7d3f954422ed4e5e9cf6a2fd18046beb.jpg,극장판 뽀잉- 슈퍼 변신의 비밀.jpg,20189746,장편 | 일반영화 | 애니메이션 | 72분 20초 | 전체관람가 | 한국,2D,[주연] 전태열(뽀잉 목소리) | 엄상현(하이에나 박사 목소리) | 홍소영(몽바 목소리) | 정영웅(빙빙이 목소리) | 김은아(엘루)
607,배반의 장미,https://www.kobis.or.kr/common/mast/movie/2018/09/efc4910ace7747faadac8b3401876830.jpg,배반의 장미.jpg,20184678,장편 | 일반영화 | 코미디 | 98분 39초 | 15세이상관람가 | 한국,2D,[주연] 김인권 | 정상훈 | 손담비(이미지) | 김성철 | 박철민
608,레이디버그,https://www.kobis.or.kr/common/mast/movie/2017/01/483c26e839fb4a9a89d7bb10406a244d.jpg,레이디버그.jpg,20168668,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 80분 11초 | 전체관람가 | 한국, 프랑스, 일본",2D,[주연] 여민정(레이디버그) | 남도형(블랙캣) | 홍시호(호크모스)
609,잔예 - 살아서는 안되는 방,https://www.kobis.or.kr/common/mast/movie/2016/06/27f93392b4b544be96219d993a4db23f.jpg,잔예 - 살아서는 안되는 방.jpg,20163962,"장편 | 예술영화 | 공포(호러), 미스터리 | 100분 56초 | 15세이상관람가 | 일본",2D,[주연] 다케우치 유코 | 하시모토 아이
610,레플리카,https://www.kobis.or.kr/common/mast/movie/2019/09/18a502eedb5443bc9f9e40f17505f83a.jpg,레플리카.jpg,20195203,"장편 | 일반영화 | 범죄, 미스터리, SF, 스릴러 | 107분 16초 | 15세이상관람가 | 미국",2D,[주연] 키아누 리브스 | 앨리스 이브 | 토머스 미들디치
611,더 포리너,https://www.kobis.or.kr/common/mast/movie/2018/02/fcb3eba9cb494478bc73f380b6dd69a3.jpg,더 포리너.jpg,20189901,"장편 | 일반영화 | 액션, 스릴러 | 113분 45초 | 15세이상관람가 | 영국, 중국",2D,[주연] 성룡 | 피어스 브로스넌
612,하트 브레이커,https://www.kobis.or.kr/common/mast/movie/2012/04/859de5873b444aa388ce423fc2f9d67e.jpg,하트 브레이커.jpg,20113201,"장편 | 예술영화 | 코미디, 멜로/로맨스 | 104분 0초 | 15세이상관람가 | 프랑스","필름,2D",[주연] 로맹 뒤리스 | 바네사 파라디
613,세인트 클라우드,https://www.kobis.or.kr/upload/up_img/2011/03/mov_6JF813_20110321164547_1.jpg,세인트 클라우드.jpg,20110023,"장편 | 일반영화 | 멜로/로맨스, 판타지 | 99분 0초 | 12세이상관람가 | 미국","필름,2D",[주연] 잭 애프론(찰리 세인트 클라우드)
614,예감은 틀리지 않는다,https://www.kobis.or.kr/common/mast/movie/2017/07/5bbbee28b93d4603a3a43948f8549299.jpg,예감은 틀리지 않는다.jpg,20174961,장편 | 예술영화 | 드라마 | 108분 6초 | 15세이상관람가 | 영국,2D,[주연] 짐 브로드벤트 | 샬롯 램플링 | 에밀리 모티머
615,데모닉,https://www.kobis.or.kr/common/mast/movie/2015/05/2b2e70357328477a8619cfcc9d6d98fe.jpg,데모닉.jpg,20159223,"장편 | 예술영화 | 공포(호러), 스릴러 | 83분 4초 | 15세이상관람가 | 미국, 영국","필름,2D",[주연] 마리아 벨로 | 프랭크 그릴로 | 코디 혼
616,마오의 라스트 댄서,https://www.kobis.or.kr/upload/up_img/2011/04/mov_H480C7_20110408104212_1.jpg,마오의 라스트 댄서.jpg,20110171,장편 | 예술영화 | 드라마 | 107분 0초 | 전체관람가 | 호주,"필름,2D","[주연] 츠 차오(리 춘신, 성인)"
617,모탈 컴뱃,https://www.kobis.or.kr/common/mast/movie/2021/03/0b5ac113126b47c9958af16fe5e2189b.jpg,모탈 컴뱃.jpg,20216523,"장편 | 일반영화 | 액션, 어드벤처, 판타지 | 109분 53초 | 청소년관람불가 | 미국","2D,4D,IMAX",[주연] 조 타슬림 | 루디 린 | 아사노 타다노부 | 조쉬 로슨 | 친 한
618,유고와 라라: 하늘고래와 구름섬 대모험,https://www.kobis.or.kr/common/mast/movie/2015/04/160d69af6a57409fb330b56b1f515fb5.jpg,유고와 라라- 하늘고래와 구름섬 대모험.jpg,20158091,장편 | 예술영화 | 애니메이션 | 79분 27초 | 전체관람가 | 중국,"필름,2D",[주연] 이재현(유고) | 박리나(라라) | 홍진욱(곰아저씨) | 임채헌(호랑이) | 윤세웅(여우) | 유지원(여꼬마) | 권문정(남꼬마)
619,코블러,https://www.kobis.or.kr/common/mast/movie/2015/03/eded45dec3d841018e7e62916c50e726.jpg,코블러.jpg,20145281,"장편 | 예술영화 | 판타지, 코미디 | 96분 41초 | 15세이상관람가 | 미국","필름,2D",[주연] 아담 샌들러 | 더스틴 호프만 | 스티브 부세미
620,이모티: 더 무비,https://www.kobis.or.kr/common/mast/movie/2017/07/27821cf58f6f4449a6e637280ebe3248.jpg,이모티- 더 무비.jpg,20179186,"장편 | 일반영화 | 애니메이션, 어드벤처 | 91분 11초 | 전체관람가 | 미국",2D,[주연] T.J. 밀러(진 목소리) | 제임스 코든(하이파이브 목소리) | 안나 패리스(핵키 브레이크 목소리) | 패트릭 스튜어트(떵 목소리)
621,"웰컴, 삼바",https://www.kobis.or.kr/common/mast/movie/2015/01/5fdd7e9a34374999b54f09b9b7206c9e.jpg,"웰컴, 삼바.jpg",20144183,장편 | 예술영화 | 코미디 | 118분 28초 | 15세이상관람가 | 프랑스,"필름,2D",[주연] 오마 사이 | 샤를로뜨 갱스부르 | 타하르 라힘 | 이지아 이즐랭
622,G-포스: 기니피그 특공대,https://www.kobis.or.kr/common/mast/movie/2011/12/58c516593ff24aeda6635094ea90c606.jpg,G-포스- 기니피그 특공대.jpg,20090866,"장편 | 일반영화 | 가족, 어드벤처, 액션 | 90분 0초 | 전체관람가 | 미국","필름,3D",[주연] 윌 아넷(킵 킬리언) | 빌 나이히(레너드 세이버) | 자크 갈리피아나키스(벤) | 샘 록웰(다윈 목소리) | 존 파브로(헐리 목소리) | 니콜라스 케이지(스펙클리스 목소리) | 페넬로페 크루즈(주아레즈 목소리) | 스티브 부세미(벅키 목소리)
623,아델라인 : 멈춰진 시간,https://www.kobis.or.kr/common/mast/movie/2015/09/355471fad21b44b6b7d138f5664e1461.jpg,아델라인 - 멈춰진 시간.jpg,20155562,"장편 | 일반영화 | 판타지, 멜로/로맨스 | 112분 35초 | 12세이상관람가 | 미국","필름,2D",[주연] 블레이크 라이블리 | 미치엘 휘즈먼 | 캐시 베이커
624,주전장,https://www.kobis.or.kr/common/mast/movie/2019/07/801fd2856480415693e48e49f099d849.jpg,주전장.jpg,20192362,장편 | 예술영화 | 다큐멘터리 | 121분 48초 | 전체관람가 | 미국,2D,
625,훈장과 악동들,https://www.kobis.or.kr/upload/up_img/2011/10/mov_H755FE_20111014100832_1.jpg,훈장과 악동들.jpg,20112940,장편 | 예술영화 | 다큐멘터리 | 92분 0초 | 전체관람가 | 한국,"필름,2D",[주연] 김봉곤(훈장) | 이윤경(악동들 )
626,세이프 헤이븐,https://www.kobis.or.kr/common/mast/movie/2013/10/2fa9a266f1de4977bb647feb58b103eb.jpg,세이프 헤이븐.jpg,20133760,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 115분 34초 | 15세이상관람가 | 미국","필름,2D",[주연] 조쉬 더하멜 | 줄리안 허프 | 코비 스멀더스
627,노다메 칸타빌레 최종악장,https://www.kobis.or.kr/upload/up_img/2011/03/mov_E0E463_20110302111347_1.jpg,노다메 칸타빌레 최종악장.jpg,20101379,장편 | 예술영화 | 드라마 | 122분 0초 | 12세이상관람가 | 일본,필름,[주연] 타마키 히로시 | 우에노 주리
628,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,https://www.kobis.or.kr/common/mast/movie/2012/10/43d2d3d64468402dbcadf573f28dd329.jpg,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D.jpg,20129146,"장편 | 일반영화 | 공연, 다큐멘터리 | 98분 0초 | 전체관람가 | 한국",3D,[주연] 김성규 | 장동우 | 남우현 | 호야 | 이성열 | 엘 | 이성종
629,리스타트,https://www.kobis.or.kr/common/mast/movie/2021/02/f993db9f83de43f39cf44c5ae7ff5e82.jpg,리스타트.jpg,20216051,장편 | 일반영화 | 액션 | 100분 37초 | 15세이상관람가 | 미국,2D,[주연] 프랭크 그릴로 | 멜 깁슨 | 나오미 왓츠 | 양자경 | 켄 정 | 애나벨 월리스
630,스트리트 댄스 2: 라틴배틀,https://www.kobis.or.kr/common/mast/movie/2012/07/fc8688cb8cc7485f9de2cfe005eb59c4.jpg,스트리트 댄스 2- 라틴배틀.jpg,20127211,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 85분 0초 | 12세이상관람가 | 영국","필름,2D",[주연] 폴크 헨쉘(애쉬) | 소피아 부텔라(에바) | 조지 샘슨(에디) | 톰 콘티(마누)
631,그날 본 꽃의 이름을 우리는 아직 모른다,https://www.kobis.or.kr/common/mast/movie/2014/02/d6d16464a025406d8dccdd8e3ba27d2d.jpg,그날 본 꽃의 이름을 우리는 아직 모른다.jpg,20147527,"장편 | 예술영화 | 애니메이션, 드라마, 판타지, 멜로/로맨스 | 99분 29초 | 12세이상관람가 | 일본","필름,2D",[주연] 이리노 미유 | 사쿠라이 타카히로 | 하야미 사오리
632,그레이브 인카운터,https://www.kobis.or.kr/common/mast/movie/2012/07/e5ab1040ac3e47c9a45af97bbfdce6d1.jpg,그레이브 인카운터.jpg,20127630,"장편 | 일반영화 | 공포(호러), 스릴러, 미스터리 | 93분 0초 | 15세이상관람가 | 캐나다","필름,2D",[주연] 숀 로저슨 | 주안 리딩거
633,프란치스코 교황 : 맨 오브 히스 워드,https://www.kobis.or.kr/common/mast/movie/2019/10/8ae4ded55eb1462299cec6efa79304ba.jpg,프란치스코 교황 - 맨 오브 히스 워드.jpg,20199867,"장편 | 예술영화 | 다큐멘터리 | 96분 23초 | 전체관람가 | 이탈리아, 스위스, 독일, 프랑스",2D,[주연] 프란치스코(본인)
