영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
대외비,https://www.kobis.or.kr/common/mast/movie/2023/02/67727deb988e4eb0b88ae2f9b8cf5c93.jpg,대외비.jpg,20208962,"장편 | 일반영화 | 범죄, 드라마 | 115분 46초 | 15세이상관람가 | 한국",2D,[주연] 조진웅(전해웅) | 이성민(권순태) | 김무열(김필도)
자백,https://www.kobis.or.kr/common/mast/movie/2022/10/b43a0f73176445cba04b8c596da187af.jpg,자백.jpg,20198429,"장편 | 일반영화 | 범죄, 스릴러 | 105분 3초 | 15세이상관람가 | 한국",2D,[주연] 소지섭(유민호) | 김윤진(이희정)
언차티드,https://www.kobis.or.kr/common/mast/movie/2022/02/4cb33345ff02417883f8ac485763101c.jpg,언차티드.jpg,20211200,"장편 | 일반영화 | 액션, 어드벤처 | 115분 44초 | 12세이상관람가 | 미국","2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 톰 홀랜드(네이선) | 마크 월버그(설리) | 안토니오 반데라스 | 소피아 알리 | 타티 가브리엘
극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,https://www.kobis.or.kr/common/mast/movie/2023/05/5dee449d0802434f83394e1779a3ca0f.jpg,극장판 짱구는 못말려- 동물소환 닌자 배꼽수비대.jpg,20231348,장편 | 일반영화 | 애니메이션 | 99분 45초 | 전체관람가 | 일본,2D,
프레디의 피자가게,https://www.kobis.or.kr/common/mast/movie/2023/10/8c18d197e4a84cacb72793e6efc338b3.jpg,프레디의 피자가게.jpg,20235030,"장편 | 일반영화 | 공포(호러), 스릴러 | 109분 14초 | 12세이상관람가 | 미국","2D,DOLBYCINEMA",[주연] 조쉬 허처슨 | 엘리자베스 라일 | 캣 코너 스털링 | 파이퍼 루비오 | 메리 스튜어트 매스터슨 | 매튜 릴라드
더 마블스,https://www.kobis.or.kr/common/mast/movie/2023/11/65a860f7dfb04c449f4a0f0d3207edee.jpg,더 마블스.jpg,20235034,"장편 | 일반영화 | 액션, SF | 104분 36초 | 12세이상관람가 | 미국","2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 브리 라슨 | 테요나 패리스 | 이만 벨라니 | 자웨 애쉬튼 | 사무엘 L. 잭슨 | 박서준
리바운드,https://www.kobis.or.kr/common/mast/movie/2023/03/8b331270379640558ed268d97b211887.jpg,리바운드.jpg,20226489,장편 | 일반영화 | 드라마 | 122분 8초 | 12세이상관람가 | 한국,2D,[주연] 안재홍(강코치) | 이신영(천기범) | 정진운(배규혁) | 정건주(정강호) | 김민(허재윤) | 안지호(정진욱)
귀공자,https://www.kobis.or.kr/common/mast/movie/2023/06/64770351f7104675bcce37f5b41dd9db.jpg,귀공자.jpg,20211937,장편 | 일반영화 | 액션 | 117분 43초 | 청소년관람불가 | 한국,2D,[주연] 김선호 | 강태주 | 김강우 | 고아라
경관의 피,https://www.kobis.or.kr/common/mast/movie/2021/12/916999c5196f4592a29ef9e18fd869ce.jpg,경관의 피.jpg,20199882,"장편 | 일반영화 | 범죄, 드라마 | 119분 27초 | 15세이상관람가 | 한국",2D,[주연] 조진웅(박강윤) | 최우식(최민재) | 박희순(감찰계장)
극장판 주술회전 0,https://www.kobis.or.kr/common/mast/movie/2022/02/82991f42209b43999464fa505d826022.jpg,극장판 주술회전 0.jpg,20223278,장편 | 일반영화 | 애니메이션 | 104분 49초 | 15세이상관람가 | 일본,"2D,4D,IMAX,DOLBYCINEMA",[주연] 오가타 메구미(옷코츠 유타) | 하나자와 카나(오리모토 리카) | 코마츠 미카코(젠인 마키) | 우치야마 코우키(이누마키 토게) | 세키 토모카즈(판다) | 나카무라 유이치(고죠 사토루) | 사쿠라이 타카히로(게토 스구루)
유령,https://www.kobis.or.kr/common/mast/movie/2022/12/59f5f908a3a246bbb7a362e14406353b.jpg,유령.jpg,20214823,"장편 | 일반영화 | 드라마, 액션 | 132분 34초 | 15세이상관람가 | 한국","2D,4D,IMAX",[주연] 설경구 | 이하늬 | 박소담 | 박해수 | 서현우
인어공주,https://www.kobis.or.kr/common/mast/movie/2023/05/a94926e45e14463692e6eb4b6600aaaf.jpg,인어공주.jpg,20231839,"장편 | 일반영화 | 뮤지컬, 가족, 판타지, 멜로/로맨스 | 135분 3초 | 전체관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[조연] 멜리사 맥카시 | 하비에르 바르뎀 | 아콰피나
플래시,https://www.kobis.or.kr/common/mast/movie/2023/06/c9f3381f0e21432298cf04256bf47ce8.jpg,플래시.jpg,20231971,장편 | 일반영화 | 액션 | 143분 54초 | 12세이상관람가 | 미국,"2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 에즈라 밀러 | 마이클 키튼
압꾸정,https://www.kobis.or.kr/common/mast/movie/2022/12/f64ec788e98f4edd979d0b257a57446e.jpg,압꾸정.jpg,20205106,"장편 | 일반영화 | 코미디, 드라마 | 111분 38초 | 12세이상관람가 | 한국",2D,[주연] 마동석(강대국) | 정경호(박지우) | 오나라(오미정) | 최병모(조태천)
바비,https://www.kobis.or.kr/common/mast/movie/2023/07/162c9770955d4b08b64cd926eb449e1d.jpg,바비.jpg,20232740,장편 | 일반영화 | 기타 | 113분 54초 | 12세이상관람가 | 미국,"2D,4D,DOLBYCINEMA",[주연] 마고 로비 | 라이언 고슬링
극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,https://www.kobis.or.kr/common/mast/movie/2022/05/615f0f60361a415eb1ad5fa83ef8421d.jpg,극장판 포켓몬스터DP- 기라티나와 하늘의 꽃다발 쉐이미.jpg,20135304,장편 | 일반영화 | 애니메이션 | 96분 14초 | 전체관람가 | 일본,2D,[주연] 마츠모토 리카(사토시 목소리) | 오오타니 이쿠에(피카츄 목소리) | 이선호 | 김영선
댓글부대,https://www.kobis.or.kr/common/mast/movie/2024/03/6417ac2c3e824da38e64743c06b0d098.jpg,댓글부대.jpg,20231041,"장편 | 일반영화 | 범죄, 드라마 | 109분 25초 | 15세이상관람가 | 한국",2D,[주연] 손석구(임상진) | 김성철(찡뻣킹) | 김동휘(찻탓캇) | 홍경(팹택)
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",https://www.kobis.or.kr/common/mast/movie/2023/02/64254284e5f449e691c23f244ec5d67b.jpg,"귀멸의 칼날- 상현집결, 그리고 도공 마을로.jpg",20230533,장편 | 일반영화 | 애니메이션 | 109분 48초 | 15세이상관람가 | 일본,"2D,4D,IMAX",[주연] 하나에 나츠키 | 키토 아카리 | 시모노 히로 | 마츠오카 요시츠구
괴물,https://www.kobis.or.kr/common/mast/movie/2023/11/1ef55820eb494367b993f1110f747f15.jpeg,괴물.jpg,20234114,"장편 | 예술영화 | 드라마, 미스터리 | 126분 34초 | 12세이상관람가 | 일본",2D,[주연] 안도 사쿠라 | 다나카 유코 | 나가야마 에이타 | 쿠로카와 소야 | 히이라기 히나타
이상한 나라의 수학자,https://www.kobis.or.kr/common/mast/movie/2022/02/c3ba74af4e054f00a663a56a6f0a0e97.jpg,이상한 나라의 수학자.jpg,20190299,장편 | 일반영화 | 드라마 | 117분 24초 | 12세이상관람가 | 한국,2D,[주연] 최민식(이학성) | 김동휘(힌지우) | 박해준(안기철) | 박병은(김근호) | 조윤서(박보람)
3일의 휴가,https://www.kobis.or.kr/common/mast/movie/2023/10/7b2ec15770044659878b8471f356e80a.jpg,3일의 휴가.jpg,20190324,"장편 | 일반영화 | 판타지, 드라마 | 105분 29초 | 12세이상관람가 | 한국",2D,[주연] 김해숙(복자) | 신민아(진주) | 강기영(가이드) | 황보라(미진)
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",https://www.kobis.or.kr/common/mast/movie/2024/02/cea96a15c5b241b1a165c146ca31e5f5.jpg,"귀멸의 칼날- 인연의 기적, 그리고 합동 강화 훈련으로.jpg",20247076,장편 | 일반영화 | 애니메이션 | 103분 13초 | 15세이상관람가 | 일본,"2D,4D,IMAX",
명탐정 코난: 할로윈의 신부,https://www.kobis.or.kr/common/mast/movie/2022/10/6ed260cdf669475f892262873ffb8273.jpg,명탐정 코난- 할로윈의 신부.jpg,20225237,장편 | 일반영화 | 애니메이션 | 110분 19초 | 12세이상관람가 | 일본,"2D,4D",
동감,https://www.kobis.or.kr/common/mast/movie/2022/10/31d949deb7a1403f81af7a549757eddb.jpg,동감.jpg,20224598,장편 | 일반영화 | 멜로/로맨스 | 114분 0초 | 12세이상관람가 | 한국,2D,[주연] 여진구 | 조이현 | 김혜윤 | 나인우 | 배인혁
더 문,https://www.kobis.or.kr/common/mast/movie/2023/08/b9b13d4a5ce94150a8ee0522f60b978f.jpg,더 문.jpg,20218935,"장편 | 일반영화 | SF, 액션, 드라마 | 129분 20초 | 12세이상관람가 | 한국","2D,4D,IMAX,DOLBYCINEMA",[주연] 설경구(김재국) | 도경수(황선우) | 박병은(센터장) | 조한철(장관) | 최병모(차관) | 홍승희(강한별)
모비우스,https://www.kobis.or.kr/common/mast/movie/2022/04/c991eb3007fa449ab25b73437c2cbc56.jpg,모비우스.jpg,20204431,"장편 | 일반영화 | 액션, 어드벤처, 드라마 | 104분 3초 | 15세이상관람가 | 미국","2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 자레드 레토(모비우스) | 맷 스미스(마일로) | 아드리아 아르호나(마르틴) | 자레드 해리스 | 타이레스 깁슨
늑대사냥,https://www.kobis.or.kr/common/mast/movie/2022/09/c7897c4193db47d8ae67f0c2810bc310.jpg,늑대사냥.jpg,20211472,"장편 | 일반영화 | 액션, 범죄 | 121분 9초 | 청소년관람불가 | 한국",2D,[주연] 서인국(박종두) | 장동윤(이도일) | 최귀화(알파) | 성동일(오대웅) | 박호산(이석우) | 정소민(이다연) | 고창석(고건배) | 장영남(최명주) | 손종학(손수철) | 이성욱(이경호) | 홍지윤(송은지)
소년들,https://www.kobis.or.kr/common/mast/movie/2023/10/3b4b88c6a73e4787bc68d912d49a0149.jpg,소년들.jpg,20200622,"장편 | 일반영화 | 드라마, 범죄 | 123분 59초 | 15세이상관람가 | 한국",2D,[주연] 설경구 | 유준상 | 진경 | 허성태 | 염혜란
뽀로로 극장판 드래곤캐슬 대모험,https://www.kobis.or.kr/common/mast/movie/2022/06/774598460f8a46caa7691e9b1398d718.jpg,뽀로로 극장판 드래곤캐슬 대모험.jpg,20225190,장편 | 일반영화 | 애니메이션 | 69분 56초 | 전체관람가 | 한국,2D,[주연] 이선(뽀로로) | 이미자(크롱) | 김현지(에디) | 홍소영(루피) | 정미숙(패티) | 김서영(해리) | 김환진(포비)
특송,https://www.kobis.or.kr/common/mast/movie/2021/12/0fc78405a0cb4c9bae02f073d06ca01d.jpg,특송.jpg,20192354,"장편 | 일반영화 | 범죄, 액션 | 108분 26초 | 15세이상관람가 | 한국",2D,[주연] 박소담(은하) | 송새벽(조경필) | 김의성(백사장) | 정현준(서원)
신비아파트 극장판 차원도깨비와 7개의 세계,https://www.kobis.or.kr/common/mast/movie/2022/12/757f4af3916b4b539580ecd3b0e87c03.jpeg,신비아파트 극장판 차원도깨비와 7개의 세계.jpg,20228640,장편 | 일반영화 | 애니메이션 | 103분 7초 | 전체관람가 | 한국,2D,[주연] 김영은(하리) | 김채하(두리) | 신용우(강림) | 조현정(신비) | 양정화(금비) | 강새봄(키비)
타겟,https://www.kobis.or.kr/common/mast/movie/2023/08/2205177b673543e199c03f8b7edf74cf.jpg,타겟.jpg,20233014,장편 | 일반영화 | 스릴러 | 101분 24초 | 15세이상관람가 | 한국,2D,[주연] 신혜선(수현) | 김성균(주형사) | 임성재
니 부모 얼굴이 보고 싶다,https://www.kobis.or.kr/common/mast/movie/2022/04/31664e7e16d54504864230cc4554d3f2.jpg,니 부모 얼굴이 보고 싶다.jpg,20178501,장편 | 일반영화 | 드라마 | 111분 26초 | 15세이상관람가 | 한국,2D,[주연] 설경구(강호창) | 오달수(도지열) | 천우희(송정욱)
놉,https://www.kobis.or.kr/common/mast/movie/2022/07/b0bccf134b6441b3ac0d9fbac101046e.jpg,놉.jpg,20219345,"장편 | 일반영화 | 미스터리, 공포(호러) | 130분 19초 | 12세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 다니엘 칼루야 | 키키 팰머 | 스티븐 연 | 마이클 윈콧 | 브랜든 페레아
서치 2,https://www.kobis.or.kr/common/mast/movie/2023/02/1c8dbd5fdf4e4d5c95eca3785757f1ca.jpg,서치 2.jpg,20239573,"장편 | 일반영화 | 미스터리, 스릴러 | 110분 32초 | 12세이상관람가 | 미국",2D,[주연] 스톰 리드 | 켄 렁 | 다니엘 헤니 | 니아 롱
리멤버,https://www.kobis.or.kr/common/mast/movie/2022/10/e15920079867451ea5fc467074d8d172.jpg,리멤버.jpg,20198461,장편 | 일반영화 | 드라마 | 128분 20초 | 15세이상관람가 | 한국,2D,[주연] 이성민(한필주) | 남주혁(박인규)
트롤: 밴드 투게더,https://www.kobis.or.kr/common/mast/movie/2023/12/0cc95d9cd0eb43dbacdc3986e845b62a.jpg,트롤- 밴드 투게더.jpg,20235596,장편 | 일반영화 | 애니메이션 | 91분 21초 | 전체관람가 | 미국,"2D,4D,DOLBYCINEMA",[주연] 안나 켄드릭 | 저스틴 팀버레이크 | 주이 디샤넬 | 에이미 슈머 | 앤드류 라넬스
킹스맨: 퍼스트 에이전트,https://www.kobis.or.kr/common/mast/movie/2021/12/c749cf4272e742698a3f1404ad147e3f.jpg,킹스맨- 퍼스트 에이전트.jpg,20194403,장편 | 일반영화 | 액션 | 130분 36초 | 청소년관람불가 | 미국,"2D,4D,DOLBYCINEMA",[주연] 랄프 파인즈(옥스포드 공작) | 해리스 딕킨슨(콘래드)
인시디어스: 빨간 문,https://www.kobis.or.kr/common/mast/movie/2023/07/113447d1b2664d44ae9367778115914f.jpg,인시디어스- 빨간 문.jpg,20232778,장편 | 일반영화 | 공포(호러) | 106분 58초 | 15세이상관람가 | 미국,2D,[주연] 패트릭 윌슨 | 타이 심킨스
싱글 인 서울,https://www.kobis.or.kr/common/mast/movie/2023/11/e060f80b80524a84b97724b83752269e.jpg,싱글 인 서울.jpg,20202247,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 102분 58초 | 12세이상관람가 | 한국",2D,[주연] 이동욱(영호) | 임수정(현진) | 이솜(주옥) | 장현성(진표) | 김지영(경아) | 이미도(윤정) | 이상이(병수) | 지이수(예리)
스위치,https://www.kobis.or.kr/common/mast/movie/2023/01/61c9080afa464dadb22d6a46730cfefd.jpg,스위치.jpg,20215315,장편 | 일반영화 | 기타 | 112분 35초 | 12세이상관람가 | 한국,2D,[주연] 권상우 | 오정세 | 이민정 | 박소이 | 김준
뜨거운 피,https://www.kobis.or.kr/common/mast/movie/2022/03/7325b309f2c448bfbe8604c74ba60d82.jpg,뜨거운 피.jpg,20199500,"장편 | 일반영화 | 범죄, 드라마 | 119분 58초 | 15세이상관람가 | 한국",2D,[주연] 정우(희수) | 김갑수(손영감) | 최무성(용강)
카운트,https://www.kobis.or.kr/common/mast/movie/2023/02/ec559fa6c22c4b0fb6ee0038da3dcb05.jpg,카운트.jpg,20193706,장편 | 일반영화 | 드라마 | 108분 57초 | 12세이상관람가 | 한국,2D,[주연] 진선규(시헌) | 성유빈(윤우) | 고창석(교장) | 오나라(일선) | 장동주 | 고규필
배드 가이즈,https://www.kobis.or.kr/common/mast/movie/2022/05/f3c5496c310d4eb0af420d2b76612544.jpg,배드 가이즈.jpg,20224270,"장편 | 일반영화 | 애니메이션, 범죄, 액션 | 100분 8초 | 전체관람가 | 미국",2D,[주연] 샘 록웰 | 크레이그 로빈슨 | 안소니 라모스 | 아콰피나 | 재지 비츠
뽀로로 극장판 슈퍼스타 대모험,https://www.kobis.or.kr/common/mast/movie/2023/11/3934be5bb1d74e83bf9ee15db5d21725.jpg,뽀로로 극장판 슈퍼스타 대모험.jpg,20234673,장편 | 일반영화 | 애니메이션 | 77분 45초 | 전체관람가 | 한국,2D,"[주연] 이선(뽀로로) | 이미자(크롱) | 함수정(에디) | 홍소영(루피) | 정미숙(패티) | 김서영(해리) | 김환진(포비) | 사문영(스캣, 아이원) | 한신(빅벤) | 심규혁(오키) | 김율(도키) | 황창영(사장)"
에브리씽 에브리웨어 올 앳 원스,https://www.kobis.or.kr/common/mast/movie/2023/09/9cebeed35a33411b8143574fba146d08.jpg,에브리씽 에브리웨어 올 앳 원스.jpg,20226798,"장편 | 예술영화 | 액션, 코미디 | 139분 28초 | 15세이상관람가 | 미국","2D,4D,IMAX",[주연] 양자경 | 스테파니 수 | 키 호이 콴 | 제이미 리 커티스
상견니,https://www.kobis.or.kr/common/mast/movie/2024/01/4b44e56bbbec430bae853bc67a3da122.jpg,상견니.jpg,20229551,"장편 | 일반영화 | 드라마, 판타지, 멜로/로맨스 | 107분 3초 | 15세이상관람가 | 대만",2D,[주연] 가가연 | 허광한 | 시백우
더 넌 2,https://www.kobis.or.kr/common/mast/movie/2023/09/254e46a404954b6d80bfc394541823c2.jpg,더 넌 2.jpg,20234281,장편 | 일반영화 | 공포(호러) | 109분 35초 | 15세이상관람가 | 미국,"2D,ScreenX,DOLBYCINEMA",[주연] 타이사 파미가 | 보니 아론스 | 조나스 블로켓 | 안나 팝플웰
도그데이즈,https://www.kobis.or.kr/common/mast/movie/2024/02/91e101f239a0442a8b0ba7efc69ac6ef.jpg,도그데이즈.jpg,20212668,장편 | 일반영화 | 드라마 | 119분 55초 | 12세이상관람가 | 한국,2D,[주연] 윤여정 | 유해진 | 김윤진 | 정성화 | 김서형 | 다니엘 헤니 | 이현우 | 탕준상 | 윤채나(지유)
탄생,https://www.kobis.or.kr/common/mast/movie/2022/11/fba1cf2f7d6f4fb59ff100c226fde9e7.jpg,탄생.jpg,20210364,장편 | 일반영화 | 드라마 | 150분 41초 | 12세이상관람가 | 한국,2D,[주연] 윤시윤(김대건) | 안성기(유진길) | 윤경호(현석문) | 이문식(조신철) | 이호원(최양업) | 이경영(이응식) | 신정근(임치화)
버즈 라이트이어,https://www.kobis.or.kr/common/mast/movie/2022/06/769cc2a57c5c41cd992e704703bb41b7.jpg,버즈 라이트이어.jpg,20223839,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 104분 56초 | 전체관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 크리스 에반스(버즈 라이트이어) | 타이카 와이티티 | 피터 손
인투 더 월드,https://www.kobis.or.kr/common/mast/movie/2023/12/5749dccb2f6146dbbe8ead359f4571f3.jpg,인투 더 월드.jpg,20235583,장편 | 일반영화 | 애니메이션 | 91분 29초 | 전체관람가 | 미국,"2D,4D,ScreenX,DOLBYCINEMA",[주연] 엘리자베스 뱅크스 | 캐롤 케인 | 아콰피나 | 쿠마일 난지아니
소풍,https://www.kobis.or.kr/common/mast/movie/2024/02/9e3c56a22a784eacb750b6712012d564.jpg,소풍.jpg,20231415,"장편 | 예술,독립 영화 | 드라마 | 113분 40초 | 12세이상관람가 | 한국",2D,[주연] 나문희(고은심) | 김영옥(진금순) | 박근형(정태호)
그대가 조국,https://www.kobis.or.kr/common/mast/movie/2022/05/00178ca7f45d4c3cac7e3e88d59e2860.jpg,그대가 조국.jpg,20224634,"장편 | 예술,독립 영화 | 다큐멘터리 | 124분 5초 | 12세이상관람가 | 한국",2D,[주연] 조국
고질라 X 콩: 뉴 엠파이어,https://www.kobis.or.kr/common/mast/movie/2024/03/cfd04e904b0342248bf606dda77cef14.jpg,고질라 X 콩- 뉴 엠파이어.jpg,20248496,"장편 | 일반영화 | 액션, 어드벤처, SF | 114분 31초 | 12세이상관람가 | 미국","2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 댄 스티븐스 | 레베카 홀 | 브라이언 타이리 헨리
수퍼 소닉2,https://www.kobis.or.kr/common/mast/movie/2022/04/859419a96d06476a960d4154a6767dc9.jpg,수퍼 소닉2.jpg,20212618,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처, 코미디, 가족, 판타지, SF | 122분 23초 | 전체관람가 | 미국","2D,4D,DOLBYCINEMA",[주연] 제임스 마스던 | 짐 캐리 | 벤 슈왈츠 | 이드리스 엘바 | 티카 섬터
웅남이,https://www.kobis.or.kr/common/mast/movie/2023/03/e62e0de74538455bbfa5e74ede3cd8d9.jpg,웅남이.jpg,20210544,"장편 | 일반영화 | 코미디, 액션 | 97분 17초 | 15세이상관람가 | 한국",2D,[주연] 박성웅(나웅남/이정학) | 최민수(이정식) | 오달수(나복천) | 염혜란(장경숙) | 이이경(말봉)
거미집,https://www.kobis.or.kr/common/mast/movie/2023/09/e846ed9d5fab45fba443b950f913ac88.jpg,거미집.jpg,20223896,"장편 | 일반영화 | 코미디, 드라마 | 132분 7초 | 15세이상관람가 | 한국",2D,[주연] 송강호(김감독) | 임수정(이민자) | 오정세(강호세) | 전여빈(미도) | 정수정(한유림) | 박정수(오여사) | 장영남(백회장)
