영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
엔시티 네이션 : 투 더 월드 인 시네마,https://www.kobis.or.kr/common/mast/movie/2023/11/0e6ea6a9e9b44626a13d7fcbda5d8787.jpg,엔시티 네이션 - 투 더 월드 인 시네마.jpg,20235697,"장편 | 일반영화 | 공연, 다큐멘터리 | 102분 11초 | 전체관람가 | 한국","2D,ScreenX",[라인프로듀서] 김희주
시라노,https://www.kobis.or.kr/common/mast/movie/2022/01/6e16c01724614d7da9429b61d15f9c61.jpg,시라노.jpg,20212708,"장편 | 일반영화 | 멜로/로맨스, 뮤지컬, 드라마 | 123분 29초 | 12세이상관람가 | 미국",2D,[주연] 피터 딘클리지(시라노) | 헤일리 베넷(록산) | 켈빈 해리슨 주니어(크리스티앙)
레지던트 이블: 라쿤시티,https://www.kobis.or.kr/common/mast/movie/2022/01/3140dba92b6e4e0d8b156c2bcdb5038d.jpg,레지던트 이블- 라쿤시티.jpg,20212672,"장편 | 일반영화 | 액션, 공포(호러) | 107분 18초 | 청소년관람불가 | 미국",2D,[주연] 카야 스코델라리오 | 해나 존-케이먼 | 로비 아멜 | 도날 로그 | 닐 맥도노프
플로라 앤 썬,https://www.kobis.or.kr/common/mast/movie/2023/09/b1079b49d7614e41b93ad5fc6ccfec6c.jpg,플로라 앤 썬.jpg,2023C685,장편 | 일반영화 | 드라마 | 96분 55초 | 15세이상관람가 | 미국,2D,[주연] 이브 휴슨(플로라) | 잭 레이너 | 조셉 고든 레빗(제프)
나의 올드 오크,https://www.kobis.or.kr/common/mast/movie/2023/12/d910996fa348498294c58bd299efa801.jpg,나의 올드 오크.jpg,20235925,장편 | 예술영화 | 드라마 | 112분 51초 | 15세이상관람가 | 아일랜드,2D,[주연] 데이브 터너(TJ 밸런타인) | 에블라 마리(야라)
천룡팔부: 교봉전,https://www.kobis.or.kr/common/mast/movie/2023/01/3eef7d63725542d9ada099ef735cb88c.jpg,천룡팔부- 교봉전.jpg,20229518,장편 | 일반영화 | 액션 | 130분 11초 | 15세이상관람가 | 홍콩,2D,[주연] 견자단 | 진옥기
극장판 검정고무신 : 즐거운 나의 집,https://www.kobis.or.kr/common/mast/movie/2022/09/90207803f11646d9a58498b78024132d.jpg,극장판 검정고무신 - 즐거운 나의 집.jpg,20226726,장편 | 일반영화 | 애니메이션 | 79분 24초 | 전체관람가 | 한국,2D,[주연] 박지윤 | 오인실 | 유해무 | 손정아 | 박영재 | 오수경 | 배정미 | 최정호 | 선은혜 | 서지연 | 석승훈 | 홍진욱
3000년의 기다림,https://www.kobis.or.kr/common/mast/movie/2022/12/300ed749785a425b98984d6d7a99a9d4.jpg,3000년의 기다림.jpg,20228652,"장편 | 예술영화 | 멜로/로맨스, 판타지, 드라마 | 108분 8초 | 15세이상관람가 | 호주",2D,[주연] 틸다 스윈튼 | 이드리스 엘바
큐어,https://www.kobis.or.kr/common/mast/movie/2022/06/ab9c2edec8254c21ac8d29c2b54f0713.jpg,큐어.jpg,19978805,장편 | 예술영화 | 공포(호러) | 111분 28초 | 15세관람가 | 일본,"필름,2D",[주연] 나카가와 안나 | 하기와라 마사토 | 야쿠쇼 코지
고속도로 가족,https://www.kobis.or.kr/common/mast/movie/2022/10/fc97e5a3466d4528af518852a5cdca41.jpg,고속도로 가족.jpg,20211242,장편 | 예술영화 | 드라마 | 128분 41초 | 15세이상관람가 | 한국,2D,[주연] 라미란(엄영선) | 정일우(장기우) | 김슬기(안지숙) | 백현진(안도환) | 서이수(장은이) | 박다온(장택)
유포자들,https://www.kobis.or.kr/common/mast/movie/2022/11/34c08e17d3dd4ab68dfc576c750676b0.jpg,유포자들.jpg,20228297,"장편 | 일반영화 | 범죄, 드라마, 스릴러 | 100분 42초 | 15세이상관람가 | 한국",2D,[주연] 박성훈 | 김소은 | 송진우 | 박주희 | 임나영
어부바,https://www.kobis.or.kr/common/mast/movie/2022/04/b3000abdf9aa483a9e180e3a6436291c.jpg,어부바.jpg,20223991,"장편 | 예술,독립 영화 | 가족 | 106분 55초 | 전체관람가 | 한국",2D,[주연] 정준호(이종범) | 최대철(이종훈) | 이엘빈(이노마)
로봇 드림,https://www.kobis.or.kr/common/mast/movie/2024/02/16be86db54e74a24aa5175cab4be2f4f.jpg,로봇 드림.jpg,20234619,"장편 | 예술영화 | 애니메이션 | 102분 33초 | 전체관람가 | 스페인, 프랑스",2D,
크리스마스 캐럴,https://www.kobis.or.kr/common/mast/movie/2022/11/3d6327baabab4a48b439fd88abc95bd7.jpg,크리스마스 캐럴.jpg,20223740,"장편 | 독립영화 | 드라마, 액션 | 130분 34초 | 청소년관람불가 | 한국",2D,[주연] 진영(주일우 / 주월우) | 김영민(조순우) | 김동휘(손　환) | 송건희(문자훈) | 허동원(한희상)
만년이 지나도 변하지 않는 게 있어,https://www.kobis.or.kr/common/mast/movie/2022/01/b48b2a1318ba43a9bce7664a1b4ec1a0.jpg,만년이 지나도 변하지 않는 게 있어.jpg,20219245,"장편 | 예술영화 | 멜로/로맨스, 액션, 공포(호러), 코미디, 판타지 | 127분 32초 | 12세이상관람가 | 대만",2D,[주연] 가진동(샤오룬) | 송운화(샤오미) | 왕정(핑키)
용감한 돌고래 벨루와 바닷속 친구들,https://www.kobis.or.kr/common/mast/movie/2024/02/0e2e6d25f9f24ed88ff7303cd7547e9e.jpg,용감한 돌고래 벨루와 바닷속 친구들.jpg,20247593,장편 | 예술영화 | 애니메이션 | 82분 17초 | 전체관람가 | 캐나다,2D,
프로메어,https://www.kobis.or.kr/common/mast/movie/2022/10/2499b2cb4f1b4d1498c0609fc9863ef4.jpg,프로메어.jpg,20209205,장편 | 예술영화 | 애니메이션 | 111분 9초 | 15세이상관람가 | 일본,2D,[주연] 마츠야마 켄이치 | 사카이 마사토
슈퍼 키드 헤일리,https://www.kobis.or.kr/common/mast/movie/2023/06/336ea3484fad48398fea57896c94a0ed.jpg,슈퍼 키드 헤일리.jpg,20232556,장편 | 예술영화 | 애니메이션 | 76분 21초 | 전체관람가 | 노르웨이,2D,[주연] 신은수
라이스보이 슬립스,https://www.kobis.or.kr/common/mast/movie/2023/03/c28c62a54bfa4a5c891b3eeebc9b7897.jpg,라이스보이 슬립스.jpg,20227863,"장편 | 예술영화 | 가족, 드라마 | 117분 15초 | 15세이상관람가 | 캐나다",2D,"[주연] 최승윤(소영) | 이든 황(동현) | 도현 노엘 황(어린 동현) | 앤소니 심(사이먼) | 강인성(인식, 원식)"
기적의 시작,https://www.kobis.or.kr/common/mast/movie/2024/04/d802150e2c7b4280987dd85a2f2f151e.jpg,기적의 시작.jpg,20235145,장편 | 예술영화 | 다큐멘터리 | 81분 3초 | 12세이상관람가 | 한국,2D,[주연] 임동진
비욘드라이브 더 무비 : 엔시티 레조넌스,https://www.kobis.or.kr/common/mast/movie/2022/01/10b7875ae0d64ac0b68ae4f1758fdfca.jpg,비욘드라이브 더 무비 - 엔시티 레조넌스.jpg,20211740,장편 | 일반영화 | 공연 | 121분 39초 | 전체관람가 | 한국,2D,
미녀와 야수: 마법에 걸린 왕자,https://www.kobis.or.kr/common/mast/movie/2023/01/2433ab8cf1aa4197a501c31ebc1c5843.jpg,미녀와 야수- 마법에 걸린 왕자.jpg,20228648,"장편 | 예술영화 | 애니메이션, 판타지, 어드벤처 | 97분 47초 | 전체관람가 | 러시아",2D,[주연] 박시윤(바바라) | 김용(보기)
무명,https://www.kobis.or.kr/common/mast/movie/2023/04/f1861b2567aa4e13b9f857909ad8019f.jpg,무명.jpg,20231164,"장편 | 일반영화 | 스릴러, 액션 | 132분 8초 | 15세이상관람가 | 중국",2D,[주연] 양조위 | 왕이보 | 주신 | 장정의
카시오페아,https://www.kobis.or.kr/common/mast/movie/2022/05/552a912d25e84c1bba90cc470e16edbb.jpg,카시오페아.jpg,20210590,"장편 | 예술,독립 영화 | 드라마 | 101분 39초 | 12세이상관람가 | 한국",2D,[주연] 안성기(인우) | 서현진(수진) | 주예림(지나) | 박지은(법원 여경 2)
매트릭스: 리저렉션,https://www.kobis.or.kr/common/mast/movie/2021/12/e6207e91e780407a918ddecf211bef0a.jpg,매트릭스- 리저렉션.jpg,20211281,"장편 | 일반영화 | 액션, SF | 147분 45초 | 15세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 키아누 리브스 | 캐리 앤 모스 | 닐 패트릭 해리스 | 제이다 핀켓 스미스 | 야히아 압둘 마틴 2세 | 조나단 그로프 | 프리얀카 초프라
귀멸의 칼날: 아사쿠사 편,https://www.kobis.or.kr/common/mast/movie/2022/07/d0cfa659934a459397e28562470ada7e.jpg,귀멸의 칼날- 아사쿠사 편.jpg,20226200,장편 | 일반영화 | 애니메이션 | 102분 39초 | 15세이상관람가 | 일본,2D,
스트리머,https://www.kobis.or.kr/common/mast/movie/2023/04/1e7ae04541a5431a86de91ad71c564e5.jpg,스트리머.jpg,20230943,"장편 | 일반영화 | 공포(호러), 미스터리 | 88분 49초 | 15세이상관람가 | 한국",2D,[주연] 이푸름(모모) | 권민혁(준) | 김준형(재민) | 심소영(다슬)
너는 내 아들,https://www.kobis.or.kr/common/mast/movie/2023/11/4d185429946743aaa8f900342b6050bc.jpg,너는 내 아들.jpg,20231895,장편 | 일반영화 | 드라마 | 102분 15초 | 12세이상관람가 | 미국,2D,
DMZ 동물 특공대,https://www.kobis.or.kr/common/mast/movie/2024/02/e6170bf752894e97b5f7a00f3f535186.jpg,DMZ 동물 특공대.jpg,20247038,장편 | 일반영화 | 애니메이션 | 74분 45초 | 전체관람가 | 한국,2D,[주연] 김새해(담비) | 조경이(담식) | 황창영(맷돼이먼/쾌룡이) | 이소은(쾡이) | 박준형(무적)
카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,https://www.kobis.or.kr/common/mast/movie/2023/03/e72a719bbb8f4c95beba44cd08233f6c.jpg,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-.jpg,20231035,장편 | 일반영화 | 애니메이션 | 96분 7초 | 12세이상관람가 | 일본,2D,
모나리자와 블러드 문,https://www.kobis.or.kr/common/mast/movie/2023/02/568b75543121435480ad316104d0d930.jpg,모나리자와 블러드 문.jpg,20224780,"장편 | 예술영화 | 판타지, 미스터리, 스릴러 | 107분 1초 | 15세이상관람가 | 미국",2D,[주연] 전종서(모나) | 케이트 허드슨(보니) | 에드 스크레인(퍼즈) | 에반 휘튼(찰리) | 크레이그 로빈슨(해롤드)
극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,https://www.kobis.or.kr/common/mast/movie/2022/11/2d96085df2cf4d909f3b6841ce1d300e.jpg,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초.jpg,20228357,"장편 | 일반영화 | 애니메이션, 액션, 판타지 | 101분 1초 | 12세이상관람가 | 일본",2D,[주연] 토마츠 하루카(아스나) | 마츠오카 요시츠구(키리토)
치치핑핑의 쿵쿵따 탐험대,https://www.kobis.or.kr/common/mast/movie/2023/04/7c79e655e40247ddbfc6934cbef64bba.jpg,치치핑핑의 쿵쿵따 탐험대.jpg,20231071,장편 | 일반영화 | 공연 | 44분 45초 | 전체관람가 | 한국,2D,
드림쏭2,https://www.kobis.or.kr/common/mast/movie/2023/08/7704cdf0cf9c49cd9b49cfa7d248cabd.jpg,드림쏭2.jpg,20233763,장편 | 일반영화 | 애니메이션 | 90분 0초 | 전체관람가 | 미국,2D,
빌리와 용감한 녀석들: 황금 달걀 구조대,https://www.kobis.or.kr/common/mast/movie/2023/10/f29e878aa0f04fc0982a6464eb189d8c.jpg,빌리와 용감한 녀석들- 황금 달걀 구조대.jpg,20230981,장편 | 예술영화 | 애니메이션 | 83분 1초 | 전체관람가 | 멕시코,2D,
빈틈없는 사이,https://www.kobis.or.kr/common/mast/movie/2023/07/28d8dba6123c4d32bc8690a583e7cac7.jpg,빈틈없는 사이.jpg,20231773,장편 | 일반영화 | 멜로/로맨스 | 112분 29초 | 15세이상관람가 | 한국,2D,[주연] 이지훈 | 한승연
리코리쉬 피자,https://www.kobis.or.kr/common/mast/movie/2022/01/33d15f1d717d4a6ead3120e6a656d798.jpg,리코리쉬 피자.jpg,20223302,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 133분 32초 | 15세이상관람가 | 미국",2D,[주연] 알라나 하임 | 쿠퍼 호프만 | 숀 펜 | 톰 웨이츠 | 브래들리 쿠퍼 | 베니 사프디
스노우 퍼핀즈,https://www.kobis.or.kr/common/mast/movie/2024/01/a46d9ce519394a91afa5f61e9ac3ac81.jpg,스노우 퍼핀즈.jpg,20246989,장편 | 일반영화 | 애니메이션 | 70분 5초 | 전체관람가 | 스페인,2D,[주연] 조니 뎁 | 김대중(내레이션)
프린세스 아야,https://www.kobis.or.kr/common/mast/movie/2022/08/ddc73bab42c642568d52dea49f47a88a.jpg,프린세스 아야.jpg,20196776,"장편 | 일반영화 | 판타지, 뮤지컬 | 89분 57초 | 전체관람가 | 한국","2D,ScreenX",[주연] 백아연 | 박진영
말임씨를 부탁해,https://www.kobis.or.kr/common/mast/movie/2022/03/cf82aca7f57e40499b29fe9e4e96dace.jpg,말임씨를 부탁해.jpg,20219310,"장편 | 예술,독립 영화 | 드라마 | 109분 45초 | 전체관람가 | 한국",2D,[주연] 김영옥(말임) | 김영민(종욱) | 박성연(미숙) | 김혜나(유진)
치악산,https://www.kobis.or.kr/common/mast/movie/2023/09/e4a0e903f25040439c9a0c116decaac1.jpg,치악산.jpg,20225824,"장편 | 예술영화 | 공포(호러), 미스터리 | 84분 39초 | 15세이상관람가 | 한국",2D,[주연] 윤균상(이민준) | 김예원(이현지) | 연제욱(조양배) | 이태환(정이삭) | 배그린(최수아)
극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,https://www.kobis.or.kr/common/mast/movie/2023/01/3b3a04578ef044e1bcf5651dba775658.jpg,극장판 전생했더니 슬라임이었던 건에 대하여- 홍련의 인연편.jpg,20228965,"장편 | 일반영화 | 애니메이션, 판타지, 액션 | 108분 50초 | 15세이상관람가 | 일본",2D,[주연] 에구치 타쿠야
엄마,https://www.kobis.or.kr/common/mast/movie/2022/05/dedb32da366a4498ab53870c7bd23954.jpg,엄마.jpg,20224223,장편 | 일반영화 | 스릴러 | 83분 24초 | 12세이상관람가 | 미국,2D,[주연] 산드라 오(아만다) | 피벨 스튜어트
극장판 피노키오 위대한 모험,https://www.kobis.or.kr/common/mast/movie/2023/06/e32c19e2648d44e6925b8639409b6167.jpg,극장판 피노키오 위대한 모험.jpg,20232062,"장편 | 예술영화 | 애니메이션, 어드벤처 | 83분 41초 | 전체관람가 | 헝가리",2D,[주연] 폴리 쇼어 | 존 헤더 | 톰 케니
한산 리덕스,https://www.kobis.or.kr/common/mast/movie/2022/11/e6090d4e309f414c8ed4e3fa45982930.jpg,한산 리덕스.jpg,20228532,"장편 | 일반영화 | 액션, 드라마 | 150분 45초 | 12세이상관람가 | 한국",2D,[주연] 김효주(기생10) | 박해일(이순신) | 변요한(와키자카 야스하루) | 안성기(어영담) | 손현주(원균) | 김성규(준사) | 김성균(가토) | 김향기(보름) | 옥택연(임준영) | 공명(이억기) | 박지환(나대용) | 조재윤(마나베 사마노조)
오픈 더 도어,https://www.kobis.or.kr/common/mast/movie/2023/09/59e7701d615948adb65d4a049350b1cb.jpg,오픈 더 도어.jpg,20231681,"장편 | 일반영화 | 미스터리, 스릴러 | 71분 15초 | 15세이상관람가 | 한국",2D,[주연] 이순원(치훈) | 서영주(문석) | 김수진(윤주) | 강애심
청춘 돼지는 책가방 소녀의 꿈을 꾸지 않는다,https://www.kobis.or.kr/common/mast/movie/2024/01/7b5a0a6a600c4e6783bb281dac89ad48.png,청춘 돼지는 책가방 소녀의 꿈을 꾸지 않는다.jpg,20247383,장편 | 일반영화 | 애니메이션 | 75분 29초 | 12세이상관람가 | 일본,2D,[주연] 이시카와 카이토(아즈사가와 사쿠타) | 세토 아사미(사쿠라지마 마이) | 쿠보 유리카(아즈사가와 카에데)
악은 존재하지 않는다,https://www.kobis.or.kr/common/mast/movie/2024/03/a17ffaf3b8f44fdabb47d3ffc1284ca8.jpg,악은 존재하지 않는다.jpg,20235838,장편 | 예술영화 | 드라마 | 106분 11초 | 12세이상관람가 | 일본,2D,[주연] 오미카 히토시(타쿠미) | 니시카와 료(하나) | 코사카 류지(타카하시) | 시부타니 아야카(마유즈미)
탐정 말로,https://www.kobis.or.kr/common/mast/movie/2024/02/2c0c80a0dd9f4bdbbca4cabc73ba224b.jpg,탐정 말로.jpg,20231459,"장편 | 예술영화 | 범죄, 액션, 스릴러 | 109분 0초 | 15세이상관람가 | 아일랜드, 미국",2D,[주연] 리암 니슨(탐정 말로) | 다이앤 크루거(클레어 캐빈디쉬) | 제시카 랭(도로시 퀸캐넌)
프리! 더 파이널 스트로크 후편,https://www.kobis.or.kr/common/mast/movie/2022/06/a784c0c6e03442eeb1032556469187a5.jpg,프리! 더 파이널 스트로크 후편.jpg,20225183,장편 | 일반영화 | 애니메이션 | 106분 51초 | 전체관람가 | 일본,2D,[주연] 시마자키 노부나가(나나세 하루카) | 스즈키 타츠히사(타치바나 마코토) | 미야노 마모루(마츠오카 린) | 우치야마 코우키(키리시마 이쿠야)
나는 여기에 있다,https://www.kobis.or.kr/common/mast/movie/2023/04/e30f2d244ff34501bba257370e49eaa4.jpg,나는 여기에 있다.jpg,20219473,"장편 | 일반영화 | 범죄, 액션, 스릴러 | 81분 48초 | 15세이상관람가 | 한국",2D,[주연] 조한선 | 정진운
체리마호: 30살까지 동정이면 마법사가 될 수 있대,https://www.kobis.or.kr/common/mast/movie/2022/06/fecb50c928254d5bbc1dfdc79040e1c5.jpg,체리마호- 30살까지 동정이면 마법사가 될 수 있대.jpg,20225238,"장편 | 예술영화 | 판타지, 멜로/로맨스 | 103분 52초 | 12세이상관람가 | 일본",2D,[주연] 아카소 에이지 | 마치다 케이타 | 유타로 | 아사카 코다이
드래곤볼 슈퍼: 슈퍼 히어로,https://www.kobis.or.kr/common/mast/movie/2022/09/c6085ea4348f407caf029ab729de436a.png,드래곤볼 슈퍼- 슈퍼 히어로.jpg,20225057,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 100분 6초 | 12세이상관람가 | 일본","2D,4D",[주연] 노자와 마사코(손오반/손오공/손오천) | 후루카와 토시오(피콜로) | 호리카와 료(베지터) | 타나카 마유미(크리링)
어쩌면 우린 헤어졌는지 모른다,https://www.kobis.or.kr/common/mast/movie/2023/01/c8aa540579414e2787d480301ffc2d04.jpg,어쩌면 우린 헤어졌는지 모른다.jpg,20239900,"장편 | 예술,독립 영화 | 드라마 | 103분 36초 | 12세이상관람가 | 한국",2D,[주연] 이동휘(준호) | 정은채(아영) | 강길우(경일) | 정다은(안나)
니얼굴,https://www.kobis.or.kr/common/mast/movie/2022/05/2322d50de5b5478c9a54d1f3cc913da5.jpg,니얼굴.jpg,20209297,장편 | 독립영화 | 다큐멘터리 | 86분 48초 | 전체관람가 | 한국,2D,[주연] 장차현실 | 정은혜
월레스와 그로밋 더 클래식 컬렉션,https://www.kobis.or.kr/common/mast/movie/2024/02/4f0a1b0b81584cdb966c1e2c879b92a6.jpg,월레스와 그로밋 더 클래식 컬렉션.jpg,20247444,장편 | 일반영화 | 애니메이션 | 89분 30초 | 전체관람가 | 영국,2D,
우견니,https://www.kobis.or.kr/common/mast/movie/2024/01/42c13b81cf544d8a9d0e2890bb413650.jpg,우견니.jpg,20247227,장편 | 일반영화 | 멜로/로맨스 | 110분 16초 | 12세이상관람가 | 중국,2D,
시뮬런트,https://www.kobis.or.kr/common/mast/movie/2023/10/d1177799d26b44b0baf6e89ed693c9ab.jpg,시뮬런트.jpg,20233744,장편 | 일반영화 | SF | 95분 34초 | 15세이상관람가 | 미국,2D,
어파이어,https://www.kobis.or.kr/common/mast/movie/2023/08/d5123c79c80f460bb98ee53f7968dcfe.jpg,어파이어.jpg,20233412,"장편 | 예술영화 | 드라마, 멜로/로맨스, 코미디 | 102분 25초 | 12세이상관람가 | 독일",2D,[주연] 폴라 비어
페르시아어 수업,https://www.kobis.or.kr/common/mast/movie/2022/11/8fa42b08e818434b9b9d16a3590e4fcf.jpg,페르시아어 수업.jpg,20228371,장편 | 예술영화 | 드라마 | 128분 18초 | 15세이상관람가 | 러시아,2D,[주연] 나우엘 페레즈 비스카야트 | 라르스 아이딩어
프린스 챠밍,https://www.kobis.or.kr/common/mast/movie/2023/01/9398fd6621c649bd9398e1497595a4be.jpg,프린스 챠밍.jpg,20228255,"장편 | 예술영화 | 애니메이션, 판타지 | 85분 10초 | 전체관람가 | 미국, 영국, 캐나다",2D,[주연] 윌머 발더라마(챠밍 왕자) | 데미 로바토(레노어) | 애슐리 티스데일(신데렐라) | 니아 발다로스(네메니 네버위시)
룸 쉐어링,https://www.kobis.or.kr/common/mast/movie/2022/06/00b56fea76ec404a9e0bdb89411f46a0.jpg,룸 쉐어링.jpg,20224757,장편 | 독립영화 | 드라마 | 92분 39초 | 전체관람가 | 한국,2D,[주연] 나문희(금분 ) | 최우성(지웅 )
컴온 컴온,https://www.kobis.or.kr/common/mast/movie/2022/06/0ebd64404b1e4a0fba37597d61fa9e53.jpg,컴온 컴온.jpg,20212317,장편 | 예술영화 | 드라마 | 109분 27초 | 12세이상관람가 | 미국,2D,[주연] 호아킨 피닉스 | 우디 노먼 | 가비 호프만
몬스터 아카데미,https://www.kobis.or.kr/common/mast/movie/2022/04/d608393f8ac447be9fe6b42f882a6d55.jpg,몬스터 아카데미.jpg,20224301,"장편 | 일반영화 | 판타지, 액션, 어드벤처 | 85분 1초 | 전체관람가 | 기타",2D,[주연] 김소희 | 최정현 | 김한나 | 김용
비욘드 유토피아,https://www.kobis.or.kr/common/mast/movie/2024/01/198fb33af3ed4b569a7fcc6858472c04.jpg,비욘드 유토피아.jpg,20236776,장편 | 예술영화 | 다큐멘터리 | 115분 29초 | 12세이상관람가 | 미국,2D,
극장판 츠루네: 시작의 한 발,https://www.kobis.or.kr/common/mast/movie/2024/01/1861771bed864f0dacc330b15d26ff8e.jpg,극장판 츠루네- 시작의 한 발.jpg,20234641,장편 | 예술영화 | 애니메이션 | 102분 2초 | 전체관람가 | 일본,2D,[주연] 우에무라 유우토 | 이치카와 아오이
생츄어리: 마법의 소원나무,https://www.kobis.or.kr/common/mast/movie/2023/08/33ad26ebbd594c94ba7dbba3a2fcd139.jpg,생츄어리- 마법의 소원나무.jpg,20232948,장편 | 예술영화 | 애니메이션 | 81분 15초 | 전체관람가 | 호주,2D,[주연] 박시윤 | 최정현
광대: 소리꾼,https://www.kobis.or.kr/common/mast/movie/2022/01/05bc6dfbc0f04c98bc291fc9abd02f1b.jpg,광대- 소리꾼.jpg,20217688,"장편 | 일반영화 | 사극, 드라마 | 130분 58초 | 12세이상관람가 | 한국",2D,[주연] 이봉근(학규) | 이유리(간난) | 김하연(청이) | 박철민 | 김동완
비밀의 언덕,https://www.kobis.or.kr/common/mast/movie/2023/07/e7437c1c5bff4f1fb92aa3b5cac2f1e3.jpg,비밀의 언덕.jpg,20223609,"장편 | 예술,독립 영화 | 기타 | 122분 0초 | 전체관람가 | 한국",2D,[주연] 문승아(명은)
이승윤 콘서트 도킹 : 리프트오프,https://www.kobis.or.kr/common/mast/movie/2024/03/ca63a5ba127e4434ac8f9f6b29adb202.jpg,이승윤 콘서트 도킹 - 리프트오프.jpg,20248393,장편 | 일반영화 | 공연 | 153분 10초 | 전체관람가 | 한국,2D,
말없는 소녀,https://www.kobis.or.kr/common/mast/movie/2023/05/8e039b9ae01e4bbab93951490d9221dc.jpg,말없는 소녀.jpg,20230545,장편 | 예술영화 | 드라마 | 95분 0초 | 전체관람가 | 아일랜드,2D,
극장판 살아남기 시리즈: 인체에서 살아남기,https://www.kobis.or.kr/common/mast/movie/2022/07/cad6dcb9f1fd49a897aa817789bd354d.jpg,극장판 살아남기 시리즈- 인체에서 살아남기.jpg,20225657,장편 | 일반영화 | 애니메이션 | 88분 43초 | 전체관람가 | 일본,2D,[주연] 김현지(지오) | 여민정(피피) | 남도형(케이)
한 남자,https://www.kobis.or.kr/common/mast/movie/2023/08/9a8ecb4cebc841c5bf01a3216cfa31c9.jpg,한 남자.jpg,20231413,"장편 | 예술영화 | 범죄, 멜로/로맨스, 스릴러 | 122분 10초 | 12세이상관람가 | 일본",2D,[주연] 츠마부키 사토시 | 안도 사쿠라
나이트 스윔,https://www.kobis.or.kr/common/mast/movie/2024/03/d16f5fb459bf4c9485d8fcc9947504ae.jpg,나이트 스윔.jpg,20247962,장편 | 일반영화 | 공포(호러) | 98분 13초 | 12세이상관람가 | 미국,2D,[주연] 와이어트 러셀 | 케리 콘든 | 아멜리 호펄레 | 개빈 워렌
목스박,https://www.kobis.or.kr/common/mast/movie/2024/02/06fcf6711d44460a800d172ec2018093.jpg,목스박.jpg,20236568,"장편 | 일반영화 | 액션, 코미디 | 97분 0초 | 15세이상관람가 | 한국",2D,[주연] 오대환(경철) | 지승현(도필) | 김정태 | 이영준(환장 스님) | 김영훈(지만)
일주일간 친구,https://www.kobis.or.kr/common/mast/movie/2023/09/807cb2c2ae074dd589e05ffd0bc8ade2.jpg,일주일간 친구.jpg,20231253,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 106분 23초 | 12세이상관람가 | 중국",2D,[주연] 조금맥 | 린이 | 심월 | 왕가휘
마담 웹,https://www.kobis.or.kr/common/mast/movie/2024/03/24f0725d4cbb4f1ebda08c793aecee70.jpg,마담 웹.jpg,20247198,"장편 | 일반영화 | 액션, 어드벤처, SF | 116분 2초 | 12세이상관람가 | 미국","2D,4D,ScreenX,DOLBYCINEMA",[주연] 다코타 존슨 | 시드니 스위니 | 이사벨라 메르세드 | 셀레스트 오코너 | 타하르 라힘
몬스터 싱어: 매직 인 파리,https://www.kobis.or.kr/common/mast/movie/2022/05/933400329e434ababab3f21370726f5f.jpg,몬스터 싱어- 매직 인 파리.jpg,20143441,"장편 | 예술영화 | 애니메이션, 뮤지컬, 어드벤처 | 89분 31초 | 전체관람가 | 프랑스",2D,[주연] 바네사 파라디 | 아담 골드버그 | 제이 해링턴 | 숀 레넌 | 김연우 | 정주원 | 서반석 | 석승훈 | 장예나
메리 미,https://www.kobis.or.kr/common/mast/movie/2022/02/bf95d3c78a814dbf9307f51f51089af4.jpg,메리 미.jpg,20223950,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 112분 6초 | 12세이상관람가 | 미국",2D,[주연] 제니퍼 로페즈(캣 발데즈) | 오웬 윌슨(찰리) | 말루마(바스티안)
코다,https://www.kobis.or.kr/common/mast/movie/2021/07/ff618a1127f247c4bb19d8c80945121b.jpg,코다.jpg,20218904,장편 | 예술영화 | 드라마 | 111분 30초 | 12세이상관람가 | 프랑스,2D,[주연] 에밀리아 존스(루비) | 퍼디아 월시-필로(마일스) | 말리 매트린(재키) | 트로이 코처(프랭크) | 다니엘 듀런트(레오) | 에우헤니오 데르베스
엑소시스트: 더 바티칸,https://www.kobis.or.kr/common/mast/movie/2023/05/aeeb67c90dab4b8b97034c1aec04d28e.jpg,엑소시스트- 더 바티칸.jpg,20231494,장편 | 일반영화 | 공포(호러) | 103분 21초 | 15세이상관람가 | 미국,2D,[주연] 러셀 크로우(가브리엘 아모르트) | 다니엘 조바토(토마스 에스퀴벨) | 알렉스 에소 | 프랑코 네로
"기억해, 우리가 사랑한 시간",https://www.kobis.or.kr/common/mast/movie/2023/09/e0b552d0e2ff41c7a4e29662943434fb.jpg,"기억해, 우리가 사랑한 시간.jpg",20234133,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 96분 25초 | 전체관람가 | 중국",2D,[주연] 하람두 | 채범희 | 허광한
