,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
367,스테이션 7,https://www.kobis.or.kr/common/mast/movie/2017/11/23bf5806573f452ba8a09a093e531b92.jpg,스테이션 7.jpg,20175962,"장편 | 예술영화 | 액션, 드라마 | 118분 32초 | 12세이상관람가 | 러시아",2D,[주연] 블라디미르 브도비첸코프 | 파벨 데레비앙코
368,유고와 라라 : 신비의 숲 어드벤처,https://www.kobis.or.kr/common/mast/movie/2014/09/d07b1f2506c14085a660379f40a2d7f5.jpg,유고와 라라 - 신비의 숲 어드벤처.jpg,20149838,"장편 | 일반영화 | 애니메이션, 판타지, 어드벤처 | 75분 55초 | 전체관람가 | 중국","필름,2D",[주연] 소연 | 박지윤
369,다이노 헌터: 티렉스VS파키리노 대격돌,https://www.kobis.or.kr/common/mast/movie/2018/05/b199933a432d4cccb36b78526a44e399.jpg,다이노 헌터- 티렉스VS파키리노 대격돌.jpg,20183741,장편 | 예술영화 | 애니메이션 | 77분 56초 | 전체관람가 | 영국,2D,
370,그랜드 피아노,https://www.kobis.or.kr/common/mast/movie/2014/03/3fd6266b47204efe978b3cc861a9942f.jpg,그랜드 피아노.jpg,20148208,장편 | 예술영화 | 스릴러 | 90분 0초 | 15세이상관람가 | 스페인,"필름,2D",[주연] 일라이저 우드 | 존 쿠삭
371,아기기린 자라파,https://www.kobis.or.kr/common/mast/movie/2013/01/3ca9d8b8b1b84f358c99ef7ee26772e6.jpg,아기기린 자라파.jpg,20121455,"장편 | 일반영화 | 애니메이션 | 77분 0초 | 전체관람가 | 프랑스, 벨기에","필름,2D",[주연] 맥스 레나우딘 | 시몬 압카리언 | 프랑소아 제르비에 드메종 | 베논 도브체프
372,나쁜 나라,https://www.kobis.or.kr/common/mast/movie/2015/11/099e90b2584b4797a6b3fa483f50d793.jpg,나쁜 나라.jpg,20156047,"장편 | 예술,독립 영화 | 다큐멘터리 | 119분 6초 | 12세이상관람가 | 한국","필름,2D",[단역] 최경덕(2-4 최성호 학생 아버지) | 박지민(2-6 정원석 학생 어머니)
373,콜링 인 러브,https://www.kobis.or.kr/common/mast/movie/2011/12/890983179b1c46b4b23757fc251b9cae.jpg,콜링 인 러브.jpg,20100111,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 100분 0초 | 15세이상관람가 | 미국",필름,[주연] 제시 멧칼피(그랜저 우드러프) | 슈리아(프리야 세티)
374,유령선,https://www.kobis.or.kr/common/mast/movie/2020/04/19cd8fe2fdf54d54b11b203713e05ff8.jpg,유령선.jpg,20196716,"장편 | 예술,독립 영화 | 다큐멘터리 | 48분 49초 | 12세이상관람가 | 한국",2D,[주연] 박호산(내레이션) | 김지영(인터뷰이) | 심우성(인터뷰이)
375,워리어,https://www.kobis.or.kr/upload/up_img/2011/11/mov_E31C6E_20111103092808_1.jpg,워리어.jpg,20112611,"장편 | 일반영화 | 드라마, 액션 | 121분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 닉 놀테(패디 콘론) | 톰 하디(토미 리어든/콘론) | 조엘 에저튼(브렌든 콘론) | 제니퍼 모리슨(테스 콘론)
376,호밀밭의 반항아,https://www.kobis.or.kr/common/mast/movie/2018/09/833729ba55f5486aafc02c49a1997be0.jpg,호밀밭의 반항아.jpg,20180671,장편 | 예술영화 | 드라마 | 109분 19초 | 12세이상관람가 | 미국,2D,[주연] 니콜라스 홀트 | 조이 도이치 | 사라 폴슨
377,리노,https://www.kobis.or.kr/common/mast/movie/2019/03/cfbf568c229b4fee956f3897cc9b02bc.jpg,리노.jpg,20177282,"장편 | 예술영화 | 애니메이션, 어드벤처, 가족 | 88분 9초 | 전체관람가 | 브라질",2D,
378,플라이트,https://www.kobis.or.kr/common/mast/movie/2013/01/d9e4913ba0c54707b34122afafa55180.jpg,플라이트.jpg,20123603,장편 | 일반영화 | 드라마 | 138분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 덴젤 워싱턴 | 돈 치들 | 켈리 라일리 | 존 굿맨
379,세기의 매치,https://www.kobis.or.kr/common/mast/movie/2016/01/5ea2abd5fd4342ffb77d0a851e13faf5.jpg,세기의 매치.jpg,20159445,장편 | 예술영화 | 드라마 | 114분 38초 | 12세이상관람가 | 미국,"필름,2D",[주연] 토비 맥과이어 | 리브 슈라이버 | 피터 사스가드
380,프란츠,https://www.kobis.or.kr/common/mast/movie/2017/06/bc0e35a8310341fca1ff123eed6f1fdc.jpg,프란츠.jpg,20177601,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 113분 53초 | 12세이상관람가 | 프랑스",2D,[주연] 피에르 니네이 | 폴라 비어
381,토너먼트,https://www.kobis.or.kr/upload/up_img/cleansing/64/mov_20100964_3.jpg,토너먼트.jpg,20100964,장편 | 일반영화 | 액션 | 95분 0초 | 청소년관람불가 | 영국,"필름,2D",[주연] 로버트 칼라일 | 켈리 후
382,팬데믹,https://www.kobis.or.kr/common/mast/movie/2020/07/fd4f6107ae4f4977bbb16f2c9c2779aa.jpg,팬데믹.jpg,20201265,장편 | 예술영화 | 스릴러 | 97분 17초 | 15세이상관람가 | 미국,2D,[주연] 프리다 핀토 | 레슬리 오덤 주니어
383,비밀정보원: 인 더 프리즌,https://www.kobis.or.kr/common/mast/movie/2020/03/01138167ebf349968437256561ce775b.jpg,비밀정보원- 인 더 프리즌.jpg,20204741,"장편 | 일반영화 | 범죄, 스릴러 | 113분 39초 | 청소년관람불가 | 영국",2D,[주연] 로자먼드 파이크 | 조엘 킨나만 | 커먼 | 아나 디 아르마스 | 클라이브 오웬
384,로얄 어페어,https://www.kobis.or.kr/common/mast/movie/2012/12/eea8a0ce480c4d6fbb4413d7a13908cc.jpg,로얄 어페어.jpg,20122229,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 137분 0초 | 청소년관람불가 | 덴마크, 스웨덴, 독일, 체코","필름,2D",[주연] 알리시아 비칸데르 | 매즈 미켈슨 | 미켈 보엘 폴스라르 | 다비드 덴칙(오브 회그 굴드베르그 )
385,아무도 없는 곳,https://www.kobis.or.kr/common/mast/movie/2021/03/1080d1ab51ec47e39f7b0593d01674c2.jpg,아무도 없는 곳.jpg,20190683,"장편 | 예술,독립 영화 | 드라마 | 82분 34초 | 15세이상관람가 | 한국",2D,[주연] 연우진(창석) | 김상호(성하) | 아이유(미영) | 문숙(창석모) | 이주영(주은) | 윤혜리(유진)
386,바그다드 카페 : 디렉터스컷,https://www.kobis.or.kr/common/mast/movie/2021/04/6b23d269c21a41d6a6b6e3beaa63080a.jpg,바그다드 카페 - 디렉터스컷.jpg,20162926,"장편 | 예술영화 | 코미디, 드라마 | 108분 43초 | 15세이상관람가 | 독일, 미국",2D,[주연] 마리안느 세이지브레트 | CCH 파운더 | 잭 팰런스 | 크리스틴 카우프먼
387,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,https://www.kobis.or.kr/common/mast/movie/2014/07/53cc3b86ba58457ebfc3351b5bb7c03d.bmp,극장판 뛰뛰빵빵 구조대 미션- 둥둥이를 구하라!.jpg,20138501,장편 | 일반영화 | 애니메이션 | 83분 5초 | 전체관람가 | 한국,"필름,2D",[주연] 양정화 | 안영미 | 김서영 | 이용신
388,쏘우-여섯번의 기회,https://www.kobis.or.kr/upload/up_img/cleansing/33/mov_20090833_3.jpg,쏘우-여섯번의 기회.jpg,20090833,"장편 | 일반영화 | 공포(호러), 미스터리, 범죄 | 90분 0초 | 청소년관람불가 | 미국",필름,[주연] 토빈 벨 | 코스타스 맨다이어 | 샤니 스미스
389,추억의 검정고무신,https://www.kobis.or.kr/common/mast/movie/2020/10/a28c5957981b45099d4656aee200ce56.jpg,추억의 검정고무신.jpg,20200200,장편 | 예술영화 | 애니메이션 | 80분 28초 | 전체관람가 | 한국,2D,[주연] 박지윤(기영) | 오인실(기철) | 유해무(할아버지) | 손정아(할머니)
390,천안함 프로젝트,https://www.kobis.or.kr/common/mast/movie/2013/08/c4f2289ceeac44ca8a22276a195c8512.jpg,천안함 프로젝트.jpg,20137585,"장편 | 예술,독립 영화 | 다큐멘터리 | 75분 23초 | 12세이상관람가 | 한국","필름,2D",[주연] 강신일(내래이션)
391,스틸워터,https://www.kobis.or.kr/common/mast/movie/2021/10/a64dd6468dc44f25a4b570225c9b4518.jpg,스틸워터.jpg,20210142,"장편 | 예술영화 | 범죄, 드라마, 스릴러 | 138분 29초 | 15세이상관람가 | 미국",2D,[주연] 맷 데이먼(빌)
392,미드 90,https://www.kobis.or.kr/common/mast/movie/2019/08/321498c4c9d14f2298835555451c68af.jpg,미드 90.jpg,20190276,장편 | 예술영화 | 드라마 | 85분 18초 | 청소년관람불가 | 미국,2D,[주연] 서니 설직 | 캐서린 워터스턴 | 루카스 헤지스
393,완전 소중한 사랑,https://www.kobis.or.kr/common/mast/movie/2013/11/74135031378c4837aabd551a37b36fa1.jpg,완전 소중한 사랑.jpg,20138222,장편 | 일반영화 | 드라마 | 116분 35초 | 12세이상관람가 | 한국,"필름,2D",[주연] 심이영(예나) | 임지규(온유)
394,난 그녀와 키스했다,https://www.kobis.or.kr/common/mast/movie/2015/06/81b340ff32e14f879efd9ca531b3911c.jpg,난 그녀와 키스했다.jpg,20151202,장편 | 예술영화 | 코미디 | 91분 40초 | 청소년관람불가 | 프랑스,"필름,2D",[주연] 피오 마르마이 | 프랑크 가스탐비드 | 아드리안나 그라지엘
395,파수꾼,https://www.kobis.or.kr/upload/up_img/2011/02/mov_0376I3_20110208161851_1.jpg,파수꾼.jpg,20101344,장편 | 예술영화 | 드라마 | 117분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 서준영(동윤) | 박정민(희준 ) | 조성하(아버지) | 이제훈(기태 )
396,사랑의 침묵,https://www.kobis.or.kr/common/mast/movie/2012/12/325abd236bf94c5189c54332371135ad.jpg,사랑의 침묵.jpg,20129446,장편 | 예술영화 | 다큐멘터리 | 106분 0초 | 전체관람가 | 영국,"필름,2D",[주연] 노팅힐 가르멜 수녀원의 수녀들
397,극장판 어드벤처 타임: 비밀의 아일랜드,https://www.kobis.or.kr/common/mast/movie/2017/04/60b00fc70e5b4ac5802f810fd7b0a1a3.jpg,극장판 어드벤처 타임- 비밀의 아일랜드.jpg,20174023,장편 | 일반영화 | 애니메이션 | 86분 39초 | 전체관람가 | 미국,2D,
398,빌리 진 킹: 세기의 대결,https://www.kobis.or.kr/common/mast/movie/2017/10/8ca6d22b11f14b8fa458138db0719b3c.jpg,빌리 진 킹- 세기의 대결.jpg,20174967,"장편 | 일반영화 | 코미디 | 121분 28초 | 15세이상관람가 | 미국, 영국",2D,[주연] 엠마 스톤 | 스티브 카렐
399,러브레이스,https://www.kobis.or.kr/common/mast/movie/2013/09/f198d0e2cdbf44c09ba12312e78ce21f.jpg,러브레이스.jpg,20058701,장편 | 예술영화 | 드라마 | 92분 34초 | 청소년관람불가 | 미국,"필름,2D",[주연] 아만다 사이프리드(린다 러브레이스) | 샤론 스톤(도로시 보르먼) | 제임스 프랭코(휴 헤프너) | 피터 사스가드(척 트레이너) | 아담 브로디(해리 림스) | 주노 템플(팻시)
400,60만번의 트라이,https://www.kobis.or.kr/common/mast/movie/2014/09/21fabcbf7c33440eb8ae2c71816e6da7.jpg,60만번의 트라이.jpg,20148381,"장편 | 예술,독립 영화 | 다큐멘터리 | 106분 0초 | 12세이상관람가 | 한국, 일본","필름,2D",[주연] 문정희 | 김관태(출연)
401,나의 히어로 아카데미아 더 무비: 두 명의 히어로,https://www.kobis.or.kr/common/mast/movie/2019/04/838f29d2654a463ea3df681d55fffc58.jpg,나의 히어로 아카데미아 더 무비- 두 명의 히어로.jpg,20190270,장편 | 일반영화 | 애니메이션 | 95분 43초 | 전체관람가 | 일본,2D,[주연] 야마시타 다이키 | 오카모토 노부히코 | 미야케 켄타 | 시다 미라이
402,대학살의 신,https://www.kobis.or.kr/common/mast/movie/2012/07/588474fd0a5f4cf3ba2d39a06cf8ae7b.jpg,대학살의 신.jpg,20128549,"장편 | 예술영화 | 드라마, 코미디 | 80분 0초 | 15세이상관람가 | 프랑스, 독일, 폴란드, 스페인","필름,2D",[주연] 조디 포스터 | 케이트 윈슬렛 | 크리스토프 왈츠 | 존 C. 레일리
403,세상의 끝까지 21일,https://www.kobis.or.kr/common/mast/movie/2013/07/484ee70f6a4f4abaa441b23bb2d228da.jpg,세상의 끝까지 21일.jpg,20134061,"장편 | 예술영화 | 드라마, 코미디, 멜로/로맨스 | 102분 20초 | 15세이상관람가 | 미국","필름,2D",[주연] 키이라 나이틀리(페니) | 스티브 카렐(도지)
404,카메라를 멈추면 안 돼!,https://www.kobis.or.kr/common/mast/movie/2018/08/83f319fe117143d79738efb6e85bcde5.jpg,카메라를 멈추면 안 돼!.jpg,20187142,"장편 | 예술영화 | 공포(호러), 코미디 | 95분 48초 | 15세이상관람가 | 일본",2D,[주연] 하마츠 타카유키(히구라시 타카유키) | 아키야마 유즈키(마츠모토 아이카) | 나가야 카즈아키(카미야 카즈유키) | 슈하마 하루미(히구라시 하루미) | 마오(마오)
405,보이저스,https://www.kobis.or.kr/common/mast/movie/2021/05/bee64a27b23341878f399220296500c9.jpg,보이저스.jpg,20217500,"장편 | 일반영화 | SF, 어드벤처, 스릴러 | 107분 53초 | 15세이상관람가 | 미국",2D,[주연] 콜린 파렐 | 타이 쉐리던 | 릴리 로즈 멜로디 뎁 | 핀 화이트헤드
406,시원찮은 그녀를 위한 육성방법 피날레,https://www.kobis.or.kr/common/mast/movie/2020/01/1153d7bc356f44fa83432742664b97df.png,시원찮은 그녀를 위한 육성방법 피날레.jpg,20204340,"장편 | 일반영화 | 애니메이션, 드라마 | 114분 45초 | 12세이상관람가 | 일본",2D,[주연] 마츠오카 요시츠구(아키 토모야)
407,파괴자들,https://www.kobis.or.kr/common/mast/movie/2012/12/d416f17376234e9082893206ff82d3b1.1,파괴자들.jpg,20120127,장편 | 일반영화 | 액션 | 131분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 테일러 키취(촌 ) | 블레이크 라이블리(오필리아) | 애론 테일러 존슨(벤) | 베니치오 델 토로(라도)
408,울지마 톤즈 2 : 슈크란 바바,https://www.kobis.or.kr/common/mast/movie/2020/12/4bbad53beb8046dbbf1f4ef2cd450c67.jpg,울지마 톤즈 2 - 슈크란 바바.jpg,20190562,"장편 | 예술,독립 영화 | 다큐멘터리 | 82분 26초 | 전체관람가 | 한국",2D,[주연] 이금희(이금희)
409,커플 테라피: 대화가 필요해,https://www.kobis.or.kr/upload/up_img/cleansing/28/mov_20100028_3.jpg,커플 테라피- 대화가 필요해.jpg,20100028,장편 | 일반영화 | 코미디 | 112분 0초 | 15세이상관람가 | 미국,"필름,2D",[주연] 빈스 본  | 제이슨 베이트먼 | 존 파브로 | 크리스틴 데이비스 | 말린 애커맨 | 크리스틴 벨 | 장 르노
410,더 킹: 헨리 5세,https://www.kobis.or.kr/common/mast/movie/2019/10/877a17d4b2cf4ddb81728f4a6e78a3cc.jpg,더 킹- 헨리 5세.jpg,20198961,장편 | 예술영화 | 드라마 | 140분 5초 | 청소년관람불가 | 네덜란드,2D,[주연] 티모시 샬라메 | 조엘 에저튼 | 숀 해리스
411,극장판 가면라이더 이그제이드: 트루 엔딩,https://www.kobis.or.kr/common/mast/movie/2018/09/0ff3688b1fdc45c0923c1c2b4bf841b8.jpg,극장판 가면라이더 이그제이드- 트루 엔딩.jpg,20180931,"장편 | 일반영화 | 액션, 애니메이션 | 57분 15초 | 전체관람가 | 일본",2D,[주연] 김혜성(도명호/가면라이더 이그제이드 (한국어 목소리)) | 류승곤(강인준/가면라이더 브레이브 (한국어 목소리)) | 이호산(한시완/가면라이더 스나이프 (한국어 목소리)) | 정재헌(현도현/가면라이더 겜마 (한국어 목소리)) | 김연우(박은설/가면라이더 뽀삐 (한국어 목소리)) | 박성영(정세한/가면라이더 레이저터보 (한국어 목소리)) | 서반석(파라드/가면라이더 패러독스 (한국어 목소리))
412,라이프,https://www.kobis.or.kr/common/mast/movie/2015/09/ece5cb51e7b94b80879f2044d0e393f6.jpg,라이프.jpg,20155602,"장편 | 예술영화 | 드라마 | 111분 2초 | 15세이상관람가 | 캐나다, 독일, 오스트리아 , 미국","필름,2D",[주연] 데인 드한 | 로버트 패틴슨 | 벤 킹슬리 | 조엘 에저튼
413,웨딩스캔들,https://www.kobis.or.kr/common/mast/movie/2012/08/4a6ad995be82435a81c891f9622fcf20.jpg,웨딩스캔들.jpg,20128707,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 90분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 김민준(기석) | 곽지민(정은) | 이세랑(숙자) | 이수호(병수)
414,칠드런 오브 맨,https://www.kobis.or.kr/common/mast/movie/2016/09/08180c5e4fb1472e8ea40d78619cdf55.jpg,칠드런 오브 맨.jpg,20068730,"장편 | 예술영화 | SF, 액션, 스릴러 | 109분 8초 | 15세이상관람가 | 영국, 미국","필름,2D",[주연] 클라이브 오웬 | 줄리안 무어
415,픽시,https://www.kobis.or.kr/common/mast/movie/2018/07/4e5dd991846140af8afbe303172f04db.jpg,픽시.jpg,20187483,"장편 | 예술영화 | 애니메이션, 어드벤처, 코미디 | 76분 14초 | 전체관람가 | 러시아",2D,"[주연] 장은숙(놀릭, 엄마 목소리) | 장경희(심카, 카티야 목소리) | 이민하(파이어, 앵커 목소리) | 이자옥(루나, 마시야 목소리) | 조예신(디짓, 엘리사 목소리) | 한경화(톰 토머스, 툴라 목소리) | 최원형(아빠, 그랜드푸스 목소리) | 안종덕(유지니어스, 파푸스 목소리)"
416,물의 기억,https://www.kobis.or.kr/common/mast/movie/2019/04/f96ad73466e44ce080dd215f233c7f1f.jpg,물의 기억.jpg,20190725,"장편 | 예술영화 | 다큐멘터리, 드라마 | 99분 55초 | 전체관람가 | 한국",2D,[주연] 김명곤(내레이션) | 김용주(초가 지붕 장인) | 한하랑(소년)
417,디스커넥트,https://www.kobis.or.kr/common/mast/movie/2013/10/9cfa7afba75b40a8bb7dec454e6d2313.jpg,디스커넥트.jpg,20134073,"장편 | 예술영화 | 드라마, 스릴러 | 115분 32초 | 청소년관람불가 | 미국","필름,2D",[주연] 제이슨 베이트먼 | 알렉산더 스카스가드(데릭) | 폴라 패튼(신디)
418,B급 며느리,https://www.kobis.or.kr/common/mast/movie/2017/12/fa27bec77c1f4e0abd76c8f2f4a5d847.jpg,B급 며느리.jpg,20174323,"장편 | 예술,독립 영화 | 다큐멘터리 | 80분 10초 | 12세이상관람가 | 한국",2D,[주연] 김진영 | 조경숙
419,스페이스 독 2,https://www.kobis.or.kr/common/mast/movie/2014/11/ca5c204ef4fc41b1bc745ec07e465183.jpg,스페이스 독 2.jpg,20144324,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디, 가족 | 75분 1초 | 전체관람가 | 러시아","필름,2D",
420,"나의 위대한 친구, 세잔",https://www.kobis.or.kr/common/mast/movie/2016/12/9bfb5c0f97ed42388ad8bf0675ba2858.jpg,"나의 위대한 친구, 세잔.jpg",20164526,장편 | 예술영화 | 드라마 | 113분 58초 | 15세이상관람가 | 프랑스,2D,[주연] 기욤 까네 | 기욤 갈리엔
421,사막에서 연어낚시,https://www.kobis.or.kr/common/mast/movie/2014/09/624b1ce0ce3241458933a2314af7f54b.jpg,사막에서 연어낚시.jpg,20149388,장편 | 예술영화 | 드라마 | 107분 13초 | 12세이상관람가 | 영국,"필름,2D",[주연] 이완 맥그리거 | 에밀리 블런트 | 크리스틴 스콧 토마스
422,지구공룡대탐험,https://www.kobis.or.kr/common/mast/movie/2019/08/9e223456d4d84981b9d21a6ffe178951.jpg,지구공룡대탐험.jpg,20191527,"장편 | 예술영화 | 애니메이션, 어드벤처 | 70분 32초 | 전체관람가 | 미국",2D,
423,테이크다운,https://www.kobis.or.kr/common/mast/movie/2013/03/6e07ad83774741c89061a13adf7752d5.jpg,테이크다운.jpg,20136202,"장편 | 예술영화 | 액션 | 100분 0초 | 15세이상관람가 | 영국, 미국","필름,2D",[주연] 제임스 맥어보이 | 마크 스트롱 | 안드레아 라이즈보로
424,립반윙클의 신부,https://www.kobis.or.kr/common/mast/movie/2016/09/75d12590579a4cf2bec101704599bc6b.jpg,립반윙클의 신부.jpg,20164094,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 119분 25초 | 15세이상관람가 | 일본",2D,[주연] 쿠로키 하루 | 아야노 고
425,커터,https://www.kobis.or.kr/common/mast/movie/2016/02/84b159ef0d134a138207c2df2bb59960.jpg,커터.jpg,20152746,"장편 | 예술영화 | 범죄, 드라마 | 102분 30초 | 청소년관람불가 | 한국",2D,[주연] 최태준(세준) | 김시후(윤재) | 문가영
426,마릴린 먼로와 함께한 일주일,https://www.kobis.or.kr/common/mast/movie/2012/02/c0e1fa4165b945f285b6fac578912cd4.jpg,마릴린 먼로와 함께한 일주일.jpg,20124186,"장편 | 일반영화 | 드라마 | 99분 0초 | 15세이상관람가 | 영국, 미국","필름,2D",[주연] 미쉘 윌리엄스 | 에디 레드메인
427,트립 투 이탈리아,https://www.kobis.or.kr/common/mast/movie/2015/05/b3b43349e5664688a09d87517003a5a3.jpg,트립 투 이탈리아.jpg,20159063,"장편 | 예술영화 | 코미디, 드라마 | 108분 7초 | 15세이상관람가 | 영국","필름,2D",[주연] 스티브 쿠건 | 롭 브라이든
428,트루스,https://www.kobis.or.kr/common/mast/movie/2016/08/40fcee5eb67e451896c22abc2655cfd1.jpg,트루스.jpg,20166543,장편 | 예술영화 | 드라마 | 125분 3초 | 15세이상관람가 | 미국,2D,[주연] 케이트 블란쳇 | 로버트 레드포드 | 토퍼 그레이스 | 엘리자베스 모스
429,이레셔널 맨,https://www.kobis.or.kr/common/mast/movie/2016/07/7827fa1aabe7497e84660983613e1335.jpg,이레셔널 맨.jpg,20166172,"장편 | 예술영화 | 범죄, 드라마, 미스터리 | 94분 49초 | 청소년관람불가 | 미국",2D,[주연] 호아킨 피닉스 | 엠마 스톤 | 파커 포시 | 제이미 블랙리
430,부니베어: 나무 도둑의 습격,https://www.kobis.or.kr/common/mast/movie/2017/08/51fe232383c94355b9433eb2b256082d.jpg,부니베어- 나무 도둑의 습격.jpg,20178345,장편 | 예술영화 | 애니메이션 | 57분 37초 | 전체관람가 | 중국,2D,[주연] 박상훈(브램블) | 홍진욱(브라이어) | 윤세웅(로거빅) | 임채헌(티키)
431,뱅드림! 필름 라이브,https://www.kobis.or.kr/common/mast/movie/2019/09/1b4a10710df347de9f54dbd097739a9d.jpg,뱅드림! 필름 라이브.jpg,20196409,장편 | 일반영화 | 애니메이션 | 72분 49초 | 전체관람가 | 일본,2D,[주연] 아이미(토야마 카스미) | 마에시마 아미(마루야마 아야) | 오오츠카 사에(하나조노 타에) | 이토 미쿠(츠루마키 코코로) | 니시모토 리미(우시고메 리미) | 오오하시 아야카(야마부키 사아야) | 이토 아야사(이치가야 아리사)
432,달팽이의 별,https://www.kobis.or.kr/common/mast/movie/2013/04/ffc30b84f94442ce9dcae2a9e73a0f5a.jpg,달팽이의 별.jpg,20100752,"장편 | 예술,독립 영화 | 다큐멘터리 | 87분 0초 | 전체관람가 | 한국","필름,2D",[주연] 조영찬(영찬) | 김순호(순호)
433,애프터: 관계의 함정,https://www.kobis.or.kr/common/mast/movie/2021/10/22f7c220ca064312b9aae946267542c1.jpg,애프터- 관계의 함정.jpg,20210662,장편 | 일반영화 | 멜로/로맨스 | 98분 33초 | 15세이상관람가 | 미국,2D,[주연] 조세핀 랭포드 | 히어로 파인즈 티핀
434,애프터 웨딩 인 뉴욕,https://www.kobis.or.kr/common/mast/movie/2020/03/9aad2ea10f8e450b91c9c97232d792e5.jpg,애프터 웨딩 인 뉴욕.jpg,20206865,장편 | 예술영화 | 드라마 | 111분 47초 | 12세이상관람가 | 영국,2D,[주연] 미쉘 윌리엄스 | 줄리안 무어 | 빌리 크루덥
435,레토,https://www.kobis.or.kr/common/mast/movie/2018/12/22f6f5dfbe914b46a4f4444914aab86b.jpg,레토.jpg,20184476,"장편 | 예술영화 | 드라마 | 128분 19초 | 15세이상관람가 | 러시아, 프랑스",2D,[주연] 유태오 | 로만 빌릭 | 이리나 스타르셴바움
436,엘 시크레토 : 비밀의 눈동자,https://www.kobis.or.kr/upload/up_img/2011/03/mov_8CIBJ5_20110323091913_1.jpg,엘 시크레토 - 비밀의 눈동자.jpg,20101073,"장편 | 예술영화 | 드라마 | 129분 0초 | 15세이상관람가 | 아르헨티나, 스페인","필름,2D",[주연] 리카도 다린 | 솔레다드 빌라밀  | 칼라 쿠에브도  | 파블로 라고
437,블라인드,https://www.kobis.or.kr/common/mast/movie/2020/12/1355e59537c948afa6e12ad504e3f31d.jpg,블라인드.jpg,20078386,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 102분 42초 | 15세이상관람가 | 네덜란드","필름,2D",[주연] 요런 셀데슬라흐츠 | 핼리너 레인 | 카텔리즈네 베르베케 | 얀 데클레흐
438,에코,https://www.kobis.or.kr/common/mast/movie/2014/09/800f51d86db44ef5b1665c5ff37dec0e.jpg,에코.jpg,20140456,"장편 | 예술영화 | SF, 어드벤처 | 91분 33초 | 전체관람가 | 미국","필름,2D",[주연] 테오 할름 | 아스트로 | 리스 하트위그 | 엘라 발슈테트
439,소녀,https://www.kobis.or.kr/common/mast/movie/2013/10/ea329d586aaa4b2ebfcb454a82882f55.jpg,소녀.jpg,20134413,"장편 | 예술영화 | 멜로/로맨스, 미스터리 | 109분 22초 | 청소년관람불가 | 한국","필름,2D",[주연] 김윤혜 | 김시후(윤수)
440,애프터 러브,https://www.kobis.or.kr/upload/up_img/cleansing/06/mov_20090906_3.jpg,애프터 러브.jpg,20090906,"장편 | 예술영화 | 멜로/로맨스, 코미디 | 120분 0초 | 청소년관람불가 | 이탈리아","필름,2D",[주연] 빈센조 알피리 | 지안피에로 알리치오  | 클라우디오 비시오 | 낸시 브릴리 | 크리스티아나 카포톤디 | 세실 카셀
441,부도리의 꿈,https://www.kobis.or.kr/common/mast/movie/2013/01/195b24d26ae0407d8d633ca8073f7bb9.jpg,부도리의 꿈.jpg,20123221,장편 | 일반영화 | 애니메이션 | 96분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 오구리 슌(부도리) | 쿠츠나 시오리(네리) | 에모토 아키라(쿠보박사 ) | 엄상현(부도리) | 이완호(나레이션)
442,슈퍼처방전,https://www.kobis.or.kr/common/mast/movie/2014/11/1ff32a9cf4524cbd9b3388615b1afdfb.jpg,슈퍼처방전.jpg,20142857,"장편 | 예술영화 | 코미디 | 107분 46초 | 12세이상관람가 | 프랑스, 벨기에","필름,2D",[주연] 대니 분 | 카드 메라드 | 엘리스 폴
443,상실의 시대,https://www.kobis.or.kr/upload/up_img/2011/04/mov_0IBGF1_20110405130330_1.jpg,상실의 시대.jpg,20110003,장편 | 예술영화 | 드라마 | 133분 0초 | 청소년관람불가 | 일본,"필름,2D",[주연] 키쿠치 린코(나오코) | 마츠야마 켄이치(와타나베)
444,어제 일은 모두 괜찮아,https://www.kobis.or.kr/common/mast/movie/2019/10/335e3106faf9480b8f09676c2f628c3d.jpg,어제 일은 모두 괜찮아.jpg,20184133,"장편 | 예술,독립 영화 | 드라마 | 107분 7초 | 15세이상관람가 | 한국",2D,[주연] 김재철(민재) | 윤찬영(준영/지근) | 손상연(용주) | 김민주(수연) | 김진영(현정)
445,토마스와 친구들 - 극장판 3,https://www.kobis.or.kr/upload/up_img/2011/04/mov_D0325H_20110428102803_1.jpg,토마스와 친구들 - 극장판 3.jpg,20110278,장편 | 일반영화 | 애니메이션 | 60분 0초 | 전체관람가 | 영국,"필름,2D",[주연] 지진희 | 마이클 브랜든
