,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
73,극장판 포켓몬스터 너로 정했다!,https://www.kobis.or.kr/common/mast/movie/2017/12/8cbf2dbad8104cfdb4fc9a6b20c15189.jpg,극장판 포켓몬스터 너로 정했다!.jpg,20174965,"장편 | 일반영화 | 애니메이션, 어드벤처, 가족 | 97분 33초 | 전체관람가 | 일본",2D,
74,명탐정 코난: 순흑의 악몽,https://www.kobis.or.kr/common/mast/movie/2018/06/b7bc49cb20924197b3ff52da5ab86c35.jpg,명탐정 코난- 순흑의 악몽.jpg,20162002,"장편 | 일반영화 | 애니메이션, 미스터리, 어드벤처 | 111분 7초 | 12세이상관람가 | 일본","2D,4D",[원작] 아오야마 고쇼
75,스타워즈: 라이즈 오브 스카이워커,https://www.kobis.or.kr/common/mast/movie/2020/01/450690832cd34bf9882e654a724b0581.jpg,스타워즈- 라이즈 오브 스카이워커.jpg,20195462,"장편 | 일반영화 | 액션, 어드벤처, 판타지, SF | 141분 41초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 데이지 리들리 | 아담 드라이버 | 오스카 아이삭 | 존 보예가
76,남자사용설명서,https://www.kobis.or.kr/common/mast/movie/2013/01/6dceb8ba9454402ca8daa554768b8a8c.jpg,남자사용설명서.jpg,20126087,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 116분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 이시영(최보나) | 오정세(이승재) | 이원종(육봉아감독)
77,셰이프 오브 워터: 사랑의 모양,https://www.kobis.or.kr/common/mast/movie/2018/01/44d12c8483834eed852db80b544572d7.jpg,셰이프 오브 워터- 사랑의 모양.jpg,20173436,"장편 | 일반영화 | 어드벤처, 판타지 | 123분 10초 | 청소년관람불가 | 미국",2D,[주연] 샐리 호킨스 | 마이클 섀넌 | 리차드 젠킨스 | 더그 존스 | 마이클 스털버그 | 옥타비아 스펜서
78,도라에몽 : 스탠 바이 미,https://www.kobis.or.kr/common/mast/movie/2015/01/1f5f26edce324f28bcd082e842d94666.jpg,도라에몽 - 스탠 바이 미.jpg,20144322,장편 | 일반영화 | 애니메이션 | 94분 27초 | 전체관람가 | 일본,"필름,2D,3D,4D",[주연] 미즈타 와사비 | 오오하라 메구미
79,47미터 2,https://www.kobis.or.kr/common/mast/movie/2019/08/573cd02f81cc4987899b0f26d1ec0466.jpg,47미터 2.jpg,20193665,"장편 | 일반영화 | 공포(호러), 스릴러 | 90분 4초 | 15세이상관람가 | 미국",2D,[주연] 소피 넬리스(미아) | 코린 폭스(샤샤) | 브리안느 쥬(알렉사) | 시스틴 로즈 스탤론(니콜)
80,그레이트 월,https://www.kobis.or.kr/common/mast/movie/2017/02/aee6033ec1664f19ae5287a6d52267a5.jpg,그레이트 월.jpg,20163580,"장편 | 일반영화 | 판타지, 액션 | 103분 4초 | 12세이상관람가 | 미국, 중국","2D,3D,4D,IMAX",[주연] 맷 데이먼 | 페드로 파스칼 | 윌렘 데포 | 유덕화 | 루한 | 경첨 | 너맨 아카 | 펑위옌 | 장한위
81,노예 12년,https://www.kobis.or.kr/common/mast/movie/2021/04/1f279c3bf1ac461ea3e04c440bee2a59.jpg,노예 12년.jpg,20136866,"장편 | 일반영화 | 드라마 | 133분 55초 | 15세이상관람가 | 미국, 영국","필름,2D",[주연] 치웨텔 에지오포(솔로몬 노섭) | 마이클 패스벤더(에드윈 엡스) | 베네딕트 컴버배치(포드) | 브래드 피트(베스) | 타란 킬램(해밀턴)
82,아부의 왕,https://www.kobis.or.kr/common/mast/movie/2012/05/debd927a35fa4fda8855a646fccb69fb.jpg,아부의 왕.jpg,20124055,장편 | 일반영화 | 코미디 | 118분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 송새벽(동식) | 성동일(혀고수) | 김성령(예지) | 고창석(성철) | 이병준(이 회장) | 한채아(선희)
83,캐치미,https://www.kobis.or.kr/common/mast/movie/2013/12/a396355c105548178c22d4da1b2f614d.jpg,캐치미.jpg,20139981,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 114분 52초 | 12세이상관람가 | 한국","필름,2D",[주연] 김아중(윤진숙) | 주원(이호태)
84,무서운 이야기 2,https://www.kobis.or.kr/common/mast/movie/2013/05/62cb5660aad441a481a00decb99a4af0.jpg,무서운 이야기 2.jpg,20136058,"옴니버스 | 일반영화 | 미스터리, 공포(호러) | 95분 49초 | 15세이상관람가 | 한국","필름,2D",[주연] 박성웅(박부장) | 이세영 | 성준 | 이수혁 | 백진희(강지은) | 김슬기 | 정인선 | 고경표(고병신) | 김지원(사탄희)
85,불량남녀,https://www.kobis.or.kr/upload/up_img/2011/01/mov_J75DDC_20110114155151_1.jpg,불량남녀.jpg,20101009,장편 | 일반영화 | 코미디 | 108분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 임창정 | 엄지원(김무령 ) | 임효우(봉두파 사내3) | 하은설
86,스타 이즈 본,https://www.kobis.or.kr/common/mast/movie/2023/11/dd8006ec833d4041b7d71dc5f701072e.jpg,스타 이즈 본.jpg,20180523,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 135분 36초 | 15세이상관람가 | 미국","2D,DOLBYCINEMA",[주연] 브래들리 쿠퍼 | 레이디 가가
87,곰돌이 푸 다시 만나 행복해,https://www.kobis.or.kr/common/mast/movie/2018/08/959b166d244b4cbb86064e8e93041fb2.jpg,곰돌이 푸 다시 만나 행복해.jpg,20189123,장편 | 일반영화 | 어드벤처 | 103분 46초 | 전체관람가 | 미국,2D,[주연] 이완 맥그리거 | 헤일리 앳웰 | 마크 게티스 | 짐 커밍스 | 크리스 오다우드 | 소피 오코네도
88,레드,https://www.kobis.or.kr/upload/up_img/cleansing/08/mov_20101008_3.jpg,레드.jpg,20101008,"장편 | 일반영화 | 액션 | 111분 0초 | 15세이상관람가 | 미국, 캐나다","필름,2D",[주연] 브루스 윌리스(프랭크 모스) | 모건 프리먼(조 매디슨) | 존 말코비치(마빈 보그스) | 메리-루이스 파커(사라) | 헬렌 미렌(빅토리아 )
89,또 하나의 약속,https://www.kobis.or.kr/common/mast/movie/2014/01/d473cb5f81a74e5aa0c20774c63e5ca3.jpg,또 하나의 약속.jpg,20122787,장편 | 일반영화 | 드라마 | 115분 31초 | 12세이상관람가 | 한국,"필름,2D",[주연] 박철민 | 김규리 | 윤유선(정임) | 박희정(한윤미) | 유세형
90,카3: 새로운 도전,https://www.kobis.or.kr/common/mast/movie/2017/07/b05fa721b43049b29a441b5a803b3590.jpg,카3- 새로운 도전.jpg,20175522,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디, 가족 | 108분 58초 | 전체관람가 | 미국","2D,4D",[주연] 아미 해머 | 나단 필리온 | 오웬 윌슨
91,침묵,https://www.kobis.or.kr/common/mast/movie/2017/10/be3643d7e5474d1795c56dc3e14c481b.jpg,침묵.jpg,20169643,장편 | 일반영화 | 드라마 | 125분 4초 | 15세이상관람가 | 한국,2D,[주연] 최민식 | 박신혜(최희정) | 류준열(김동명 )
92,해어화,https://www.kobis.or.kr/common/mast/movie/2016/03/4aedee008fd243b88baa7b5943d35892.jpg,해어화.jpg,20145506,"장편 | 일반영화 | 사극, 드라마 | 120분 0초 | 15세이상관람가 | 한국",2D,[주연] 한효주(정소율) | 유연석 | 천우희(서연희) | 박성웅
93,애나벨 집으로,https://www.kobis.or.kr/common/mast/movie/2019/06/3a241e78fcc848caa60b8bd495dabb77.jpg,애나벨 집으로.jpg,20199951,"장편 | 일반영화 | 공포(호러), 미스터리, 스릴러 | 105분 56초 | 15세이상관람가 | 미국","2D,4D,ScreenX",[주연] 패트릭 윌슨 | 베라 파미가 | 맥케나 그레이스 | 매디슨 아이스먼
94,계춘할망,https://www.kobis.or.kr/common/mast/movie/2016/04/7a4d3117e49040bfb338da776a881c2d.jpg,계춘할망.jpg,20156559,"장편 | 일반영화 | 가족, 드라마 | 116분 25초 | 15세이상관람가 | 한국",2D,[주연] 윤여정 | 김고은(혜지) | 김희원(석호)
95,소녀괴담,https://www.kobis.or.kr/common/mast/movie/2014/06/338d0a26203b40c499e78fcc0aa2ef50.jpg,소녀괴담.jpg,20147931,"장편 | 일반영화 | 미스터리, 공포(호러) | 90분 20초 | 15세이상관람가 | 한국","필름,2D",[주연] 강하늘(인수) | 김소은
96,조선미녀삼총사,https://www.kobis.or.kr/common/mast/movie/2014/01/df2062fcc25c4d5bb4cb579a2d483cf3.jpg,조선미녀삼총사.jpg,20126090,"장편 | 일반영화 | 코미디, 액션, 사극 | 106분 56초 | 12세이상관람가 | 한국","필름,2D",[주연] 하지원(진옥) | 강예원(홍단) | 가인(가비) | 고창석(무명) | 주상욱(사현) | 최성민(김자헌 )
97,친정엄마,https://www.kobis.or.kr/upload/up_img/cleansing/68/mov_20100168_5.jpg,친정엄마.jpg,20100168,"장편 | 일반영화 | 드라마, 가족 | 108분 0초 | 전체관람가 | 한국",필름,[주연] 김해숙(엄마) | 박진희(지숙)
98,넛잡: 땅콩 도둑들,https://www.kobis.or.kr/common/mast/movie/2013/12/f97b8432600048cbb9becf5924b845fa.jpg,넛잡- 땅콩 도둑들.jpg,20136800,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디, 가족 | 85분 42초 | 전체관람가 | 한국, 캐나다, 미국","필름,2D,3D,4D",[주연] 윌 아넷(설리) | 브렌든 프레이저(그레이슨) | 리암 니슨(라쿤) | 캐서린 헤이글(앤디) | 싸이(박재상)(싸이)
99,"로봇, 소리",https://www.kobis.or.kr/common/mast/movie/2016/01/3ad86b7a90c64e86a6e50a2c053a64eb.jpg,"로봇, 소리.jpg",20157466,장편 | 일반영화 | 드라마 | 117분 24초 | 12세이상관람가 | 한국,"필름,2D",[주연] 이성민(해관) | 이희준(진호) | 이하늬(지연) | 김원해(구철) | 채수빈(유주) | 심은경(소리)
100,트리플 엑스 리턴즈,https://www.kobis.or.kr/common/mast/movie/2017/01/696ee4bb8ddb460499fbfa90d7ea9144.jpg,트리플 엑스 리턴즈.jpg,20167716,"장편 | 일반영화 | 액션, 어드벤처, 스릴러 | 106분 36초 | 15세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 빈 디젤(샌더 케이지 역) | 사무엘 L. 잭슨(오거스터스 기븐스 역) | 루비 로즈 | 니나 도브레브
101,변산,https://www.kobis.or.kr/common/mast/movie/2018/06/078d591cef80436ea9366bd9467334b2.jpg,변산.jpg,20174369,장편 | 일반영화 | 드라마 | 122분 30초 | 15세이상관람가 | 한국,2D,[주연] 박정민(학수) | 김고은(선미)
102,위험한 상견례 2,https://www.kobis.or.kr/common/mast/movie/2015/04/3e52722d7f534f9faf03607a55a82f41.jpg,위험한 상견례 2.jpg,20143512,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 118분 44초 | 15세이상관람가 | 한국","필름,2D",[주연] 진세연(박영희) | 홍종현 | 김응수(박만춘)
103,잠베지아: 신비한 나무섬의 비밀,https://www.kobis.or.kr/common/mast/movie/2012/12/7f7b8def2d904bd7843080a5c1d68d18.jpg,잠베지아- 신비한 나무섬의 비밀.jpg,20126388,"장편 | 일반영화 | 애니메이션 | 83분 0초 | 전체관람가 | 남아프리카공화국, 미국","필름,2D,3D,4D",[주연] 사무엘 L. 잭슨(텐다이) | 아비게일 브레스린(조) | 제프 골드블럼(아약스) | 짐 커밍스(버드조) | 유준상 | 하동훈 | 노홍철
104,슈퍼 에이트,https://www.kobis.or.kr/upload/up_img/2011/05/mov_EA61CG_20110525170239_1.JPG,슈퍼 에이트.jpg,20110656,장편 | 일반영화 | SF | 112분 0초 | 12세이상관람가 | 미국,"필름,2D,IMAX",[주연] 조엘 코트니  | 엘르 패닝
105,카운트다운,https://www.kobis.or.kr/upload/up_img/2011/09/mov_J50595_20110914090844_1.jpg,카운트다운.jpg,20111914,"장편 | 일반영화 | 드라마, 액션 | 119분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 정재영(태건호) | 전도연(차하연) | 오만석(스와이)
106,식객2 : 김치전쟁,https://www.kobis.or.kr/upload/up_img/cleansing/26/mov_20090926_3.jpg,식객2 - 김치전쟁.jpg,20090926,장편 | 일반영화 | 드라마 | 119분 0초 | 전체관람가 | 한국,"필름,2D",[주연] 김정은(장은) | 진구(성찬) | 왕지혜(진수) | 박길수
107,명탐정 코난 : 화염의 해바라기,https://www.kobis.or.kr/common/mast/movie/2015/07/97223cb90b9047b7ae4532090afe19d7.jpg,명탐정 코난 - 화염의 해바라기.jpg,20151964,장편 | 일반영화 | 애니메이션 | 112분 19초 | 전체관람가 | 일본,"필름,2D",[주연] 타카야마 미나미(에도가와 코난 (목소리)) | 야마자키 와카나(모리 란 (목소리)) | 코야마 리키야(모리 코고로 (목소리)) | 야마구치 캇페이(쿠도 신이치 (목소리))
108,리얼,https://www.kobis.or.kr/common/mast/movie/2017/06/36ae8f6803c54052ac207003dd87a4fc.jpg,리얼.jpg,20159647,장편 | 일반영화 | 액션 | 137분 55초 | 청소년관람불가 | 한국,2D,[주연] 김수현(장태영) | 성동일(조원근) | 이성민(최진기)
109,적인걸: 측천무후의 비밀,https://www.kobis.or.kr/common/mast/movie/2011/12/96a73019496d41118f4972166094291c.jpg,적인걸- 측천무후의 비밀.jpg,20100977,"장편 | 일반영화 | 액션, 범죄, 미스터리, 스릴러 | 123분 0초 | 12세이상관람가 | 중국, 홍콩","필름,2D",[주연] 유덕화(적인걸) | 양가휘(사타충) | 이빙빙(정아) | 유가령(측천무후) | 등초(배동래)
110,페이스메이커,https://www.kobis.or.kr/common/mast/movie/2011/12/4870ab86cce94ebcbed38e47d3a8ea66.jpg,페이스메이커.jpg,20113951,장편 | 일반영화 | 드라마 | 124분 0초 | 12세이상관람가 | 한국,"필름,2D",[주연] 김명민(주만호 ) | 안성기(박성일) | 고아라(유지원)
111,글래스,https://www.kobis.or.kr/common/mast/movie/2019/01/10b231bb55de4c459063c71c1f9145d8.jpg,글래스.jpg,20182544,"장편 | 일반영화 | 드라마, 미스터리, SF, 스릴러 | 129분 2초 | 15세이상관람가 | 미국","2D,IMAX",[주연] 제임스 맥어보이 | 브루스 윌리스 | 사무엘 L. 잭슨 | 안야 테일러 조이 | 사라 폴슨
112,마담 뺑덕,https://www.kobis.or.kr/common/mast/movie/2014/09/d465615f1af74393b0340dfe972818a6.jpg,마담 뺑덕.jpg,20136863,장편 | 일반영화 | 멜로/로맨스 | 111분 37초 | 청소년관람불가 | 한국,"필름,2D",[주연] 정우성 | 이솜
113,카 2,https://www.kobis.or.kr/upload/up_img/2011/07/mov_071395_20110701085724_1.jpg,카 2.jpg,20111249,"장편 | 일반영화 | 애니메이션, 코미디 | 113분 0초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 오웬 윌슨(라이트닝 맥퀸 ) | 마이클 케인(핀 맥미사일 )
114,너의 췌장을 먹고 싶어,https://www.kobis.or.kr/common/mast/movie/2017/10/670c84faf8fa4e489bccc04a056912f6.jpg,너의 췌장을 먹고 싶어.jpg,20171024,장편 | 예술영화 | 드라마 | 115분 21초 | 12세이상관람가 | 일본,2D,[주연] 키타가와 케이코 | 오구리 슌 | 하마베 미나미 | 키타무라 타쿠미
115,순수의 시대,https://www.kobis.or.kr/common/mast/movie/2015/02/153cd0ee23c649cd962c4fa50da68346.jpg,순수의 시대.jpg,20136063,"장편 | 일반영화 | 사극, 드라마 | 113분 16초 | 청소년관람불가 | 한국","필름,2D",[주연] 신하균 | 장혁 | 강한나 | 강하늘(진)
116,생텀,https://www.kobis.or.kr/upload/up_img/2011/02/mov_C901HE_20110210213610_1.jpg,생텀.jpg,20119418,"장편 | 일반영화 | 어드벤처, 드라마, 액션, 스릴러 | 108분 0초 | 15세이상관람가 | 미국, 호주","필름,2D,3D,4D",[주연] 이안 그루퍼드(칼 헐리) | 리차드 록스버그(프랭크 맥기어) | 라이스 웨이크필드(조쉬 ) | 댄 와일리(조지 )
117,락아웃: 익스트림미션,https://www.kobis.or.kr/common/mast/movie/2012/05/a067ae9e667748d9b5faed43266c848e.jpg,락아웃- 익스트림미션.jpg,20124946,"장편 | 일반영화 | SF, 액션, 스릴러 | 94분 0초 | 15세이상관람가 | 미국, 프랑스","필름,2D",[주연] 가이 피어스 (스노우) | 매기 그레이스(에밀리 워녹) | 조셉 길건(하이델)
118,언스토퍼블,https://www.kobis.or.kr/common/mast/movie/2011/12/2c2dfc8b312f4d5bb71232fd5c0aec58.jpg,언스토퍼블.jpg,20101070,"장편 | 일반영화 | 액션, 스릴러, 드라마 | 98분 0초 | 12세이상관람가 | 미국","필름,2D",[주연] 덴젤 워싱턴 | 크리스 파인
119,라이프,https://www.kobis.or.kr/common/mast/movie/2017/03/00fc2e6c28dd4681b90b520c04393a88.jpg,라이프.jpg,20171381,"장편 | 일반영화 | SF, 스릴러 | 103분 48초 | 15세이상관람가 | 미국","2D,4D,IMAX",[주연] 제이크 질렌할 | 레베카 퍼거슨 | 라이언 레이놀즈 | 사나다 히로유키 | 앨리욘 버케어 | 올가 디호비치나야
120,동네사람들,https://www.kobis.or.kr/common/mast/movie/2018/10/569fbb90cb4e44b4a0d286571080b793.jpg,동네사람들.jpg,20170513,"장편 | 일반영화 | 액션, 스릴러 | 99분 16초 | 15세이상관람가 | 한국",2D,[주연] 마동석(역기철) | 김새론(강유진) | 이상엽(지성) | 김수영(유진대역)
121,세 얼간이,https://www.kobis.or.kr/upload/up_img/2011/07/mov_24BBAB_20110707092527_1.JPG,세 얼간이.jpg,20110899,장편 | 예술영화 | 코미디 | 141분 0초 | 12세이상관람가 | 인도,"필름,2D",[주연] 아미르 칸(란초 ) | 마드하반(파르한 ) | 셔먼 조쉬(라주 ) | 카리나 카푸르(피아 )
122,노브레싱,https://www.kobis.or.kr/common/mast/movie/2013/10/75f717b3147b4fae8ce10d42f66d3a06.jpg,노브레싱.jpg,20138223,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 118분 9초 | 15세이상관람가 | 한국, 필리핀","필름,2D",[주연] 서인국(원일) | 이종석(우상) | 권유리(정은)
123,원더풀 고스트,https://www.kobis.or.kr/common/mast/movie/2018/10/15bedde2eebe47779e0e3391b3b14978.jpg,원더풀 고스트.jpg,20167903,"장편 | 일반영화 | 코미디, 드라마, 범죄 | 96분 46초 | 12세이상관람가 | 한국",2D,[주연] 마동석 | 김영광 | 이유영 | 김선웅(태진대역)
124,스파이 지니어스,https://www.kobis.or.kr/common/mast/movie/2020/01/9f1e942387b94627be72e137717775b1.jpg,스파이 지니어스.jpg,20192300,"장편 | 일반영화 | 애니메이션, 액션, 코미디, 가족, SF | 101분 44초 | 전체관람가 | 미국","2D,4D",[주연] 윌 스미스 | 톰 홀랜드
125,클라우드 아틀라스,https://www.kobis.or.kr/common/mast/movie/2012/12/4748ba68028843fcb53301bba7f13510.jpg,클라우드 아틀라스.jpg,20124024,"장편 | 일반영화 | SF, 판타지 | 172분 0초 | 청소년관람불가 | 미국, 독일","필름,2D",[주연] 톰 행크스 | 할리 베리 | 휴 그랜트 | 배두나 | 짐 스터게스 | 벤 위쇼 | 휴고 위빙 | 수잔 서랜든
126,히든 피겨스,https://www.kobis.or.kr/common/mast/movie/2017/02/0375e9a3ab8c4d8ebf4dcda0d1914c1e.jpg,히든 피겨스.jpg,20167363,장편 | 일반영화 | 드라마 | 126분 37초 | 12세이상관람가 | 미국,2D,[주연] 타라지 P. 헨슨 | 옥타비아 스펜서 | 케빈 코스트너 | 커스틴 던스트 | 짐 파슨스
127,명탐정 코난:진홍의 연가,https://www.kobis.or.kr/common/mast/movie/2017/07/fe685cafa973464c824b95a00a3d83f5.jpg,명탐정 코난-진홍의 연가.jpg,20170124,장편 | 일반영화 | 애니메이션 | 112분 46초 | 12세이상관람가 | 일본,2D,
